    0.156901655960060936E+03   -0.114934130133554890E+01    0.187782391895581269E+00   -0.173251784071393145E+01    0.294789380371796561E+01   -0.190883651945539690E+00   -0.884790703839705817E+00    0.228528503825817346E-01   -0.227401652486778083E+02
    0.192557360457761433E+03   -0.113428804494559810E+01    0.105346693404330394E+00   -0.265881646059758214E+01    0.264404376678496833E+01   -0.234792156158387222E+00   -0.650258798047744335E+00    0.175812336938115446E-01   -0.208286855739939583E+02
    0.103934161846541770E+03   -0.155122052320244119E+01    0.104830304673451682E+00   -0.242854363021501074E+01    0.277013308033035077E+01   -0.100435437158105323E+00   -0.376278020527716972E+00    0.463685097729201134E+00   -0.204118208885167967E+02
    0.122171331879207898E+03    0.244878625076196954E-01    0.129491291749127102E+00   -0.237205086410475996E+01    0.256135301526989956E+01   -0.451555104725605005E+00   -0.207259400312681752E+00    0.544634126107517783E-01   -0.202535467571040328E+02
    0.113889043908118623E+03   -0.493852475061302254E+00    0.113829607851548067E+00   -0.259496957763942637E+01    0.236452565730810482E+01   -0.328143296951703967E+00   -0.728393079953145950E+00    0.197220584108725117E+00   -0.195118891482164969E+02
    0.146535568800950500E+03    0.864907510297941329E+00    0.114448913653267245E+00   -0.277031916763015484E+01    0.287961757994820999E+01   -0.337468233492714376E+00   -0.342731327912402683E+00    0.204083077015464298E+00   -0.194270798344992137E+02
    0.111345839355188701E+03   -0.437803322491777447E+00    0.114984175571796285E+00   -0.278821739062612739E+01    0.238197710880933489E+01   -0.338557262407473303E+00   -0.518723594599111770E+00    0.238832197033810534E+00   -0.193815641707831361E+02
    0.112860697840050577E+03   -0.537217612152345980E+00    0.174435127146712360E+00   -0.213669101148500440E+01    0.216983022619647015E+01   -0.656429290622160266E-01   -0.774078571794852621E+00    0.760987742078909624E-01   -0.191819578368659656E+02
    0.112500891113865023E+03    0.935907788272665186E+00    0.121039705494624977E+00   -0.235309335842335932E+01    0.280791597952572003E+01   -0.443894717446118303E+00   -0.220638258673322873E+00    0.209547267358657710E-01   -0.191635401395303191E+02
    0.113449328516492244E+03   -0.358805858978170855E+00    0.154822203066130842E+00   -0.255055851042630000E+01    0.242960938500426948E+01   -0.172742450585945395E+00   -0.102510820111585366E+01    0.148309298506836107E+00   -0.189421010341333655E+02
