luminosity_distance timeshift inclination_EM log10_n0 p log10_epsilon_e log10_epsilon_B log10_E0 thetaCore thetaWing ksiN L0 dL b q ts Ebv log_likelihood log_prior
151.39121584115162 0.6261059314120547 0.19434818731383544 1.781371426590189 2.3906550050061965 -2.0241080668816704 -1.9453799672432432 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 0.0 -24.978909121255743 -9.977196565024776
158.83772538144672 0.6112942377734285 0.13324478677239845 -1.372664582781019 2.090690922703086 -1.2782821942207594 -2.837103822074837 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 0.0 -24.55782635186723 -10.351317590792798
182.839555101059 0.8658135668589444 0.12782442385362203 -1.6360500604518202 2.321448501607404 -1.1672055522926563 -2.3911210224113466 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 0.0 -23.712884832610232 -10.392611778988655
167.0203500112994 -0.08699387481370303 0.12948086316581095 -1.3018591851812422 2.8713049194207354 -1.2911200788414938 -2.5212126575534928 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 0.0 -23.67655544472168 -10.379807430808519
160.5313468848334 -0.055086318646353834 0.12684841629100727 -2.070229255824638 2.2259933781431527 -2.419381169756716 -0.3788640389449802 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 0.0 -23.53905808944703 -10.400235139612368
171.3684002186308 0.6063356502177599 0.16069376017970713 0.5382918698227726 2.4868976196589854 -1.5467359534474276 -2.73852673398338 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 0.0 -23.06258986863557 -10.165351762370927
165.2946988126269 0.4639744972628622 0.12851356025158645 -0.19182546347309914 2.172811309025771 -2.063428579138178 -2.672310137887298 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 0.0 -22.86812383451401 -10.387264460888007
160.28679075601298 0.6129520059379456 0.14593230604150245 0.6358947915251978 2.0468182387464755 -2.0868663372051426 -2.8392133720040476 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 0.0 -22.745374294797603 -10.260953786477145
169.14494288093965 0.044163786521244974 0.18281728173050935 1.5985029914630253 2.0643674028184535 -1.7409550562840805 -0.8954412205572422 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 0.0 -22.691231026976837 -10.037634132574876
183.70295902592756 0.7972130697645847 0.14429342495363628 -0.005135610514866329 2.170309391005019 -2.1791849656703883 -0.6313980604245351 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 0.0 -22.637509705526632 -10.27216835802843
175.80609410231008 0.08109674385427443 0.17149553754565203 -0.14345423441690652 2.578382730805386 -1.1675233237030191 -2.7722815735066844 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 0.0 -22.61317730999579 -10.100894102336635
157.09445098092746 0.6102652388412686 0.18982782133832676 1.5478164420023113 2.166494990490269 -1.711947176504841 -2.4939219716671994 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 0.0 -22.379656706837483 -10.000440286928443
155.6181339517773 0.509170461497124 0.1225108162387531 -0.22318375498903587 2.0301693139436363 -1.987078341860984 -2.331558883323979 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 0.0 -22.348490985645533 -10.43484816151358
171.08085127446154 0.5319261062213246 0.16817177285732615 1.1511756009766465 2.0919996228911595 -2.1365878783000007 -2.265002556381928 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 0.0 -22.335472093901917 -10.120276908710935
164.00528415458217 -0.03188417106400851 0.12717979226887816 -1.1907481530147537 2.1747357788424235 -2.1912806783352536 -0.41925077159319013 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 0.0 -22.27463619031051 -10.39764021312948
180.80815275164636 0.13503186443808 0.13417215035253932 -0.7416994907362913 2.603937748980712 -1.7849500130932623 -1.9799466349504167 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 0.0 -22.242442705362564 -10.344423231334241
175.20785176443803 0.38847900407455715 0.18606065288042273 1.1980936279274657 2.2414588846385364 -1.901053730715991 -0.5326542524506173 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 0.0 -22.135326478036035 -10.020248469880771
170.24964187727716 0.6716190921650085 0.13784869160676383 -0.8715766102342934 2.143482787501014 -2.4549400409488755 -0.773989156493581 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 0.0 -22.09389680183658 -10.317557153488913
181.50032073040248 0.1918714210878911 0.19595683145869383 1.3267682953659934 2.2351054268585084 -1.4983138248572971 -2.526947890366934 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 0.0 -21.98767540523444 -9.969058418356454
172.66363471892308 0.5506292634366255 0.1480052974000025 -0.664127163362406 2.2710640064742957 -1.8470975948966677 -1.8338731827319903 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 0.0 -21.927253057279344 -10.246950278611944
