    0.176508103253617520E+03    0.969906636611451989E-01    0.138226850908929694E+00   -0.101389154213221078E+01    0.234187675168673559E+01   -0.194531727194021853E+01   -0.138489209375328937E+01   -0.204037034079537420E+02
    0.161673405810043221E+03    0.390585812439033564E+00    0.128421946245222768E+00   -0.124012501621771531E+01    0.202895639141387818E+01   -0.242210098442963950E+01   -0.971350177581859597E+00   -0.202349562525278444E+02
    0.152568735518907687E+03    0.163365537479053247E-01    0.154006795704408117E+00   -0.139500808885192051E+01    0.267352337802654771E+01   -0.164787200989951232E+01   -0.127991881882997727E+01   -0.197772922389783403E+02
    0.169219422391579087E+03    0.709010186304875556E+00    0.177053674489228013E+00    0.119570400403634380E+01    0.202672503870005594E+01   -0.126926257691911060E+01   -0.157603248648236516E+01   -0.197721659609797982E+02
    0.160397754489762605E+03    0.230367474841133874E+00    0.116274377939993914E+00   -0.299198209769778556E+01    0.265254826028638746E+01   -0.137584684013991021E+01   -0.206040424121258336E+01   -0.197464129395017522E+02
    0.154706006092537649E+03    0.682520776563787235E-02    0.188217804168166192E+00   -0.125192829982554565E+01    0.275696340015698782E+01   -0.137309611959191180E+01   -0.105478577633507586E+01   -0.196548867136664462E+02
    0.168982583906032431E+03    0.471960469598321608E+00    0.144637964704040861E+00   -0.973327504968751533E+00    0.266826014708363957E+01   -0.187878007161231886E+01   -0.619123004649743791E+00   -0.194858535020610084E+02
    0.184823531904730771E+03    0.359203092470401164E+00    0.125090346208420328E+00   -0.205663701084998252E+01    0.279239319613608794E+01   -0.184698114247117040E+01   -0.112114477279636815E+01   -0.192903469088564457E+02
    0.158871428579971621E+03    0.400987949299758561E+00    0.181294839469036545E+00    0.680666416643768812E+00    0.224674612043865496E+01   -0.223852931857663329E+01   -0.185022652485586869E+01   -0.192724344997261241E+02
    0.162716972796687799E+03    0.376505154627918837E-01    0.185400180630795303E+00   -0.107755357167134402E+01    0.275128485733734607E+01   -0.119551936277108672E+01   -0.199007466105164488E+01   -0.192112929405558681E+02
    0.173117342004602165E+03    0.476572463391660817E+00    0.169664980128065052E+00   -0.219054107082152782E+00    0.235221938715733181E+01   -0.215483393180705862E+01   -0.190674677849924290E+01   -0.190465039366621554E+02
    0.165677114866215504E+03    0.847558909416982420E+00    0.148442567754422217E+00    0.313476140639876277E+00    0.201309936302308268E+01   -0.185320221443683408E+01   -0.209807692246616018E+01   -0.189294457515003565E+02
    0.159931272864341736E+03    0.402118653059005848E+00    0.186752399080857917E+00    0.796679735183715820E+00    0.257091808319091797E+01   -0.169454437494277954E+01   -0.283973801136016846E+01   -0.187993384428143777E+02
    0.161311852453227743E+03   -0.591638386376836523E-01    0.193286722143966222E+00   -0.152174109754380726E+01    0.271042754339544079E+01   -0.127588867021780938E+01   -0.167640087407930993E+01   -0.187323291415388127E+02
    0.164189684574926474E+03    0.159991786341666026E+00    0.195197663028898766E+00    0.318349888322305929E+00    0.214109666289892608E+01   -0.143201855707543002E+01   -0.280747856459185385E+01   -0.187272348715356216E+02
    0.161313123044743406E+03    0.691354533234460056E+00    0.132712906458301860E+00   -0.242821580954280813E+01    0.241519038730981528E+01   -0.138787325597732503E+01   -0.163629314635485246E+01   -0.186692735329656720E+02
    0.158765060473722059E+03    0.801697909924006469E+00    0.154396489546220900E+00    0.622800399017982009E-01    0.221183035201565481E+01   -0.203069087348987543E+01   -0.162572179977958786E+01   -0.186092314528303113E+02
    0.156366461967414835E+03    0.486685231595053946E+00    0.130821786517526739E+00   -0.258433511454500842E+01    0.234464523125086810E+01   -0.147768490554711374E+01   -0.225448717180312208E+01   -0.185843774558473029E+02
    0.151507467776417599E+03   -0.986616406663655410E-01    0.146959141676543809E+00   -0.126678816514238313E+01    0.287061957336370410E+01   -0.172041777391950212E+01   -0.195453843881671241E+01   -0.185504177153874785E+02
    0.167120161441654602E+03    0.409286219788518035E-01    0.110800982555077296E+00   -0.266600145570402969E+01    0.227628558269304637E+01   -0.257925384435040073E+01   -0.230044859489948017E+00   -0.185150368851178868E+02
    0.175334780870522422E+03    0.612454346213323286E+00    0.148766667916543444E+00   -0.713176453044326308E-01    0.213368744899341989E+01   -0.188464014204381680E+01   -0.222396146431272301E+01   -0.185001385305044224E+02
    0.162938106349264189E+03   -0.910451553540357061E-01    0.172340583488961391E+00    0.495409376486415809E+00    0.215072537927215324E+01   -0.186438352397208051E+01   -0.248443423664389229E+01   -0.184941006397612746E+02
    0.169586367727625856E+03    0.108245533972030350E+00    0.191446830427519948E+00   -0.593155308426627226E+00    0.242802058479380678E+01   -0.158510664443722327E+01   -0.138276176557543518E+01   -0.184757090514708260E+02
    0.152133745624433601E+03    0.158304575064450975E+00    0.183050319132216172E+00    0.384272888983539840E+00    0.281096048011876976E+01   -0.176771174121118380E+01   -0.521499820521478252E+00   -0.183566258557682076E+02
    0.180022311920667534E+03   -0.531155566910745947E-04    0.167163410897996356E+00   -0.629169907896845793E+00    0.287833074025780178E+01   -0.137609858651108263E+01   -0.199473606325423081E+01   -0.182901672143646365E+02
    0.152483956570055710E+03    0.607668197477416294E+00    0.152687746429979204E+00   -0.134357275194970449E+01    0.275786499061839141E+01   -0.145539956887915389E+01   -0.184391839420129866E+01   -0.182876588425403241E+02
    0.164589183003630779E+03    0.405607137591136591E-02    0.128072776956008078E+00   -0.914913881525280637E+00    0.229182326516827306E+01   -0.237120646603696539E+01   -0.579668526037826481E+00   -0.182653316384087248E+02
    0.170105511639888306E+03    0.131443588030557917E+00    0.151316605309470775E+00   -0.134608455326620624E+01    0.212988467584395647E+01   -0.184980575787832713E+01   -0.464199568330612600E+00   -0.182614848484591974E+02
    0.156986083879266175E+03    0.566628371074326120E-01    0.161454784222258785E+00    0.255808629513807340E+00    0.228690554113532407E+01   -0.208158141592279655E+01   -0.208092431110101117E+01   -0.182498214272954726E+02
    0.159189494959329920E+03    0.344456701253133768E+00    0.163364349480807108E+00   -0.129995920900715789E+01    0.259618698366279244E+01   -0.179110778380123303E+01   -0.124286695355671650E+01   -0.182404622240302352E+02
