

    0.174453272101946096E-03    0.180535384401838343E+03    0.292018238164403421E+02    0.149902284451365353E+01   -0.679392016247823194E+00   -0.858188345530916719E+00   -0.196079352991218037E+01   -0.537446223656911304E+00    0.245824968862422624E-01
    0.176618181594731896E-03    0.180476235018665193E+03    0.118912623923971150E+02    0.176370289820948090E+01   -0.348222577308153980E+00   -0.982962748451006618E+00   -0.197543969737243885E+01   -0.509720622863680806E+00    0.429540663514062226E+00
    0.176353921858222622E-03    0.180444746941871188E+03    0.331244945790661873E+02    0.143657183349462092E+01   -0.761550701616014791E+00   -0.935573720788426266E+00   -0.197968941987724900E+01   -0.537355135990028820E+00    0.107053248838477957E+00
    0.181402554907473726E-03    0.180353812730305862E+03    0.175946494130030935E+02    0.177670283965213116E+01   -0.302407834486050353E+00   -0.899849598046554400E+00   -0.198417995269311254E+01   -0.521490920999505558E+00    0.781568700875355654E-01
    0.186699289680351046E-03    0.180261768723747252E+03    0.151857504117820845E+02    0.163081433141472165E+01   -0.633997040115352628E+00   -0.904539961231793477E+00   -0.190124943524288637E+01   -0.502905282943726828E+00    0.498854222968318495E+00
    0.193498594209531036E-03    0.180155743962245708E+03    0.338614312649337350E+02    0.141623582992614461E+01   -0.792996499967366431E+00   -0.949680459690400269E+00   -0.197427823961372195E+01   -0.530852574939775224E+00    0.841727227635161307E-01
    0.194331685269166288E-03    0.180112668864294307E+03    0.182094783077692846E+02    0.170953366222654357E+01   -0.430868820047033751E+00   -0.102789648431658964E+01   -0.196977549927733397E+01   -0.518481959670423542E+00    0.203690205945692510E+00
    0.215477975630592750E-03    0.179871601533615689E+03    0.112924581007678295E+02    0.169461415476562616E+01   -0.375374580409531200E+00   -0.101537388269461526E+01   -0.199431517765765243E+01   -0.534647150195437515E+00    0.477216096155704816E+00
    0.228081936517275717E-03    0.179723426310964356E+03    0.143718071918383821E+02    0.169935821014031685E+01   -0.402641528024931916E+00   -0.885169806383693913E+00   -0.197168239727563699E+01   -0.528262936411457940E+00    0.438067785342490079E+00
    0.260606504508818435E-03    0.179422330174272872E+03    0.282651657597729695E+02    0.169559980493426599E+01   -0.445031459439241717E+00   -0.835982168681294269E+00   -0.196151149431216143E+01   -0.516955840859070204E+00    0.792480643365103543E-01
    0.256954712368624965E-03    0.179416070958089534E+03    0.145508648486075760E+02    0.158718593354018855E+01   -0.519229567181305307E+00   -0.100626209404669886E+01   -0.197342907310175519E+01   -0.559440978558091384E+00    0.340932298509418696E+00
    0.259537042066103482E-03    0.179361589032451064E+03    0.144252813531101651E+02    0.157586363322098255E+01   -0.611070893538161242E+00   -0.106359002253573753E+01   -0.195381940411639921E+01   -0.509934904867059835E+00    0.516814603077991430E+00
    0.259649013048079524E-03    0.179326243608259063E+03    0.233723467293628460E+02    0.152837097676182143E+01   -0.671880350469186483E+00   -0.115885830004280033E+01   -0.197546095239629427E+01   -0.515729161211342380E+00    0.233884675984254747E+00
    0.270192903055203415E-03    0.179212150068720291E+03    0.207146836043373952E+02    0.152884750694496807E+01   -0.639791012861403385E+00   -0.931014466646777894E+00   -0.197249192875034862E+01   -0.519078018865199997E+00    0.352934467830383236E+00
    0.269914373618818559E-03    0.179179730081501532E+03    0.211171490972540745E+02    0.138516988859540269E+01   -0.854138764606000578E+00   -0.106392974993508638E+01   -0.199108548680368158E+01   -0.517937530556195291E+00    0.326507663532816461E+00
    0.272070839975302816E-03    0.179129331923846109E+03    0.244966452251896563E+02    0.167219267513455727E+01   -0.537803524459614879E+00   -0.991987145729714692E+00   -0.193465250783911968E+01   -0.505647940495325798E+00    0.175825354961520602E+00
    0.268244239729417526E-03    0.179123178296641839E+03    0.118769268343159808E+02    0.156281050772429486E+01   -0.623431906303471783E+00   -0.973565170002954616E+00   -0.197046396493956588E+01   -0.508576465955399293E+00    0.509334680412385943E+00
    0.281826114972994824E-03    0.178989910819184587E+03    0.191583571608722316E+02    0.171558287465918857E+01   -0.369007376621237837E+00   -0.894869778010979555E+00   -0.195782330040759023E+01   -0.561634203835755130E+00    0.108217316832686677E+00
    0.278400440538445558E-03    0.178979887573223863E+03    0.136233099459417417E+02    0.174891885233610989E+01   -0.357709041970148633E+00   -0.802367647277399954E+00   -0.198805646047886864E+01   -0.501963526983157937E+00    0.386806570441466602E+00
    0.275220293435440616E-03    0.178968382148265732E+03    0.226705587724651885E+02    0.159091898160707057E+01   -0.501245518357154807E+00   -0.964050980410163127E+00   -0.198965326392878294E+01   -0.566913301401356762E+00    0.731568414086943286E-01
    0.288562863759723922E-03    0.178839217155970374E+03    0.212350102561713427E+02    0.160583624150728999E+01   -0.605809932101796900E+00   -0.831082062816493661E+00   -0.194071612565802609E+01   -0.506364712969967989E+00    0.366101534850908017E+00
    0.286427264374505158E-03    0.178819591064279706E+03    0.190566365023649631E+02    0.171710570111699035E+01   -0.416453284983012706E+00   -0.882298771093670275E+00   -0.194929180734550833E+01   -0.519418314232754419E+00    0.753653741234077273E-01
    0.287428926588712767E-03    0.178778126324826502E+03    0.154123998155729325E+02    0.150432138830960493E+01   -0.655661989729765415E+00   -0.102687337386289146E+01   -0.198836102123292546E+01   -0.520444553229502560E+00    0.389373153569825881E+00
    0.291983279381324281E-03    0.178712201725354134E+03    0.105359635369384055E+02    0.157942013616505217E+01   -0.555847799995315417E+00   -0.101521426465561815E+01   -0.199636526491395272E+01   -0.516651151449229573E+00    0.559925792041468084E+00
