Nested Sampling Global Log-Evidence           :   -0.174323281809598178E+02  +/-    0.719268525668963765E-01

Local Mode Properties
-------------------------------------------

Total Modes Found:           1


Mode   1
Strictly Local Log-Evidence   -0.174323281809598178E+02 +/-    0.719268525668963765E-01
Local Log-Evidence   -0.174323281809598178E+02 +/-    0.719268525668963765E-01

Dim No.       Mean        Sigma
   1    0.166739810180184065E+03    0.962013124659879537E+01
   2    0.154103855017626884E+00    0.273410939216090609E+00
   3    0.154922290370854393E+00    0.200496888807968308E-01
   4   -0.132006037629909034E+01    0.764811367614107840E+00
   5    0.241978945280316404E+01    0.230717139756907441E+00
   6   -0.334239039372539404E+00    0.201367580223248632E+00
   7   -0.133191872019174018E+01    0.694821176466120960E+00
   8    0.244651225437241049E+00    0.153639627197107498E+00

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.177146858814331523E+03
   2   -0.925623085071600182E-01
   3    0.169313762109516347E+00
   4   -0.152040032201900766E+01
   5    0.230548000562828159E+01
   6   -0.147299798841777907E+00
   7   -0.173435603326341292E+01
   8    0.542988359133731446E-01

MAP Parameters
Dim No.        Parameter
   1    0.177146858814331523E+03
   2   -0.925623085071600182E-01
   3    0.169313762109516347E+00
   4   -0.152040032201900766E+01
   5    0.230548000562828159E+01
   6   -0.147299798841777907E+00
   7   -0.173435603326341292E+01
   8    0.542988359133731446E-01
