    0.196988734602928162E+03    0.973315715789794922E+00    0.472700536251068115E+01   -0.596089138173897140E+03   -0.693147164665378401E+01    1
    0.207212586700916290E+03    0.979522347450256348E+00    0.445245265960693359E+01   -0.573972758140908354E+03   -0.693244820915376536E+01    1
    0.192174835503101349E+03    0.913739323616027832E+00    0.476028501987457275E+01   -0.572898716618293520E+03   -0.693342477165374582E+01    1
    0.183603782951831818E+03    0.914372086524963379E+00    0.468801558017730713E+01   -0.546681570015010038E+03   -0.693440133415372451E+01    1
    0.172356288135051727E+03    0.884739637374877930E+00    0.486417531967163086E+01   -0.542605431158016700E+03   -0.693537789665375648E+01    1
    0.182482691109180450E+03    0.930579185485839844E+00    0.427936851978302002E+01   -0.491473257928132625E+03   -0.693635445915377691E+01    1
    0.213541768491268158E+03    0.591118097305297852E+00    0.460716247558593750E+01   -0.489825107784208967E+03   -0.693733102165377868E+01    1
    0.210709695518016815E+03    0.471734642982482910E+00    0.479731678962707520E+01   -0.485894565109323025E+03   -0.693830758415374582E+01    1
    0.168250237405300140E+03    0.794680595397949219E+00    0.469032049179077148E+01   -0.482356793754004798E+03   -0.693928414665371829E+01    1
    0.198503306508064270E+03    0.985955476760864258E+00    0.387776196002960205E+01   -0.480331070090493768E+03   -0.694026070915372717E+01    1
    0.203082261979579926E+03    0.346558928489685059E+00    0.498351573944091797E+01   -0.474532697879146554E+03   -0.694123727165374049E+01    1
    0.157049770653247833E+03    0.848870873451232910E+00    0.467461287975311279E+01   -0.473489312682578770E+03   -0.694221383415371740E+01    1
    0.179761371016502380E+03    0.913556933403015137E+00    0.421110928058624268E+01   -0.472280933149779685E+03   -0.694319039665372273E+01    1
    0.213240095973014832E+03    0.637859225273132324E+00    0.437624633312225342E+01   -0.470094811765029363E+03   -0.694416695915375470E+01    1
    0.207139071822166443E+03    0.733278989791870117E+00    0.422866821289062500E+01   -0.466115482231780447E+03   -0.694514352165374316E+01    1
    0.154727818071842194E+03    0.775777459144592285E+00    0.463854730129241943E+01   -0.443691859769440271E+03   -0.694612008415372184E+01    1
