luminosity_distance timeshift inclination_EM log10_n0 p log10_epsilon_e log10_epsilon_B log10_E0 thetaCore thetaWing ksiN L0 dL b q ts Ebv log_likelihood log_prior
166.7270978492238 0.3447414073715439 0.10748654715869717 -0.6901502631463541 2.2638923230549577 -1.5128836435237225 -0.33625074963826584 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 0.0 -14.30743982903643 -10.565105352110276
170.8982253074646 -0.05553872585296631 0.11981554078555734 0.5588754415512085 2.1418620944023132 -1.0357158780097961 -1.5113393068313599 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 0.0 -13.55431646386185 -10.456985120661193
161.43801746949075 0.20611716027301605 0.09868900716434814 -1.7815191610303474 2.902858216469847 -0.611699790898391 -2.3218128721100983 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 0.0 -13.273679328284345 -10.65019496408345
162.34752549515886 -0.08322241080703957 0.1782003311633611 -0.020196531409003793 2.4820153995825396 -1.137577578670907 -2.042413235631101 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 0.0 -13.053326194768008 -10.06293454721583
183.01581523493607 0.0065610765631846785 0.11322896406837334 -0.712988534462359 2.081611982846946 -0.48514769319122086 -1.3285127206962226 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 0.0 -12.97029032799681 -10.513270461674834
179.66611861060875 0.06747495602294806 0.1867606537214294 1.3062060513799008 2.9884594663440254 -0.6981740306652808 -1.5107674622880332 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 0.0 -12.878735675622462 -10.016536907736052
174.69024184039742 -0.09499884224573689 0.16685050072044325 0.7819138502319638 2.6860403210999535 -0.725651993319294 -1.4613084551218054 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 0.0 -12.8091006182361 -10.128090702715578
176.1126662360144 0.29122029261778626 0.18724654319667983 0.8331285831028721 2.448319611983699 -0.3477637529102364 -1.2878907953198837 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 0.0 -12.791753182765397 -10.013968975374532
178.309874194291 0.7093857505677785 0.11883309679218626 -2.697590401990931 2.957855359812404 -0.7484410310444409 -1.710848857341531 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 0.0 -12.51200429699758 -10.465179446394579
162.39515562491906 0.35527763788042155 0.12797842729108463 -1.312625624973792 2.3007730906650674 -0.541380783073163 -2.9546131997374885 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 0.0 -12.355570993980672 -10.391414272636107
180.2665259755944 0.537053575901597 0.19601176168023512 1.3443829969687222 2.2431663141696982 -0.08979730580153067 -2.704308637581104 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 0.0 -12.33244430481391 -9.968781737376034
177.81566583058466 -0.0076987134773644356 0.14713027488409983 0.46502828610464597 2.0819461317694605 -0.11283057163201526 -2.700995837959125 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 0.0 -12.329064397344204 -10.25283682263496
177.17665637698877 0.07031442630711252 0.09276930873027388 -0.5632221496979293 2.339315066293378 -0.7478608229601416 -2.806572706543911 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 0.0 -12.311628881072842 -10.711863656340386
162.64695554134516 0.4670316098264097 0.1283642747887476 -1.6235766054173428 2.044288905493112 -1.106581245503852 -0.052622733813584066 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 0.0 -12.207646834688596 -10.38842036970169
165.61617642641068 0.03478127717971802 0.1551258486331617 0.5232217311859131 2.7308223247528076 -1.0759162902832031 -0.538338840007782 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 0.0 -12.186063369414132 -10.200321926756494
154.06795233488083 -0.004906070232391355 0.13807019566807446 -0.556706428527832 2.596663475036621 -0.9028049111366272 -1.0647405982017517 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 0.0 -12.109139192884891 -10.315961778534321
158.8710701110247 0.4628687507349025 0.18511049812001307 1.8728852354324879 2.1173458328791503 -0.8896341073269327 -1.192061449560111 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 0.0 -11.938347571898795 -10.025309333536935
172.99456410850718 0.3582094111155444 0.10361785336207988 -1.3878268436069208 2.473798698970768 -0.45395614461466405 -2.9599470012410287 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 0.0 -11.79172710754306 -10.60162518678622
158.83223487572158 0.7947616944794256 0.1907268307826461 1.716513152121796 2.2327492618835563 -1.1869929469234402 -1.7108005153197916 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 0.0 -11.758104967442494 -9.99577270423355
164.58668998212792 -0.042465445940300404 0.1669798338165895 -0.18218792470293232 2.847368353123641 -0.6270522583705995 -1.3406366215899705 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 0.0 -11.716526796310394 -10.127323068680237
157.2983670883769 0.03470276953560064 0.09885108734568812 -1.4793946127602338 2.713243627430328 -1.253107829619721 -1.599543634264361 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 0.0 -11.629921438986944 -10.648559318255975
159.38027828303652 0.31440581841984094 0.19528624095708016 1.2566441441319522 2.540870924107122 -0.38325661136336464 -2.630113673694607 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 0.0 -11.62981823529253 -9.972442581797248
163.14126525012438 0.14477162720650877 0.15579357880374353 -1.7588914277976813 2.07060400114699 -0.20548508887792227 -0.5796955336052405 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 0.0 -11.626742038827688 -10.196061380265466
184.66862736304017 0.006344254231747087 0.15630933222551166 -0.15135192282673993 2.734031679999042 -0.7296697896988622 -0.4352898240889913 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 0.0 -11.620141351607394 -10.192783227397314
184.47585120662163 -0.011218145969053059 0.09950427080843602 -1.4221039260206259 2.9055378972348755 -0.8882996250978357 -1.800605156730936 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 0.0 -11.61582590686412 -10.641994909740658
177.62522395357757 0.5364989932554024 0.13430114769164128 -1.2125785183356608 2.38593738267188 -0.7738860600243394 -0.434567893521026 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 0.0 -11.583559661763712 -10.343468040661637
178.65686677229758 0.6000385932577248 0.13358694606042665 -0.4368406631281676 2.4032655001510026 -0.9516162652013458 -2.7166704792121363 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 0.0 -11.568586416641132 -10.348768216793959
175.1868804275597 -0.03859003167500602 0.08568198970982414 -2.6633879486876015 2.736346521723185 -0.281413155257515 -2.2311743468546297 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 0.0 -11.563463999555818 -10.791125965749698
168.20159785986488 0.18575527117819127 0.12294024789230794 -1.7037739492291393 2.610222227016628 -0.2390569220408194 -2.187426132781603 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 0.0 -11.412670430165262 -10.431366620656314
159.80943093301326 0.04763017745420081 0.09250786826435103 -1.174602572793972 2.241624269633126 -1.285520849231549 -1.3479978315074586 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 0.0 -11.369860751323001 -10.714677735542379
