luminosity_distance timeshift inclination_EM log10_n0 p log10_epsilon_e log10_epsilon_B log10_E0 thetaCore thetaWing ksiN L0 dL b q ts Ebv log_likelihood log_prior
176.60780504513374 -0.05413962213007274 0.14794787088276604 -1.4752827471265175 2.818806730834059 -0.2225880882071598 -1.5435819339917507 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 0.0 -27.11243801034029 -10.247335520288134
161.96127198806525 0.2992347643136961 0.13387029878061982 -1.422545680524116 2.505748071514742 -0.7661763275124343 -0.5587021444267188 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 0.0 -26.941146147165437 -10.346661998201503
177.25982413744876 0.06350444132827385 0.15267630908890456 -1.938357185801026 2.2873550534014284 -0.6407874160921421 -0.762391568231974 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 0.0 -26.026368898415306 -10.216112726338492
161.32140120490047 0.00304526179014053 0.119787655760064 -2.1255539789673805 2.391937515802531 -0.19076051686586837 -1.52738075807453 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 0.0 -25.731219542639224 -10.457216766084166
153.24127870938116 0.17601748118680013 0.1486197898002746 -0.49351323801173885 2.1339048028518137 -0.4862924092253662 -0.4071452566197 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 0.0 -24.968262582648443 -10.242837470213559
158.0187334124089 0.00018668734831409073 0.16045606528933157 -2.0106025177383353 2.187503055264947 -0.29969724950507004 -1.3600727944584379 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 0.0 -24.84091797559036 -10.166819292242723
163.1915363488654 0.44589449646050494 0.16568306383626477 -0.02629713701537728 2.1711836289565856 -0.09415892758068667 -2.1552211631230946 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 0.0 -24.309070635696802 -10.135047377968554
155.35531657799427 0.01250296204242736 0.13776604790408598 -2.2006860058608027 2.5009220693334195 -0.371839207777128 -0.8741285109106061 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 0.0 -23.387416337526165 -10.318153056909132
161.91689419349535 0.4230010457298834 0.1232209337639828 -2.638610393814601 2.5023718039774274 -0.1751801090172278 -1.0938083848976645 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 0.0 -23.366565076642562 -10.429097642228452
154.73207771049226 0.08471951372977646 0.18775118191788587 0.07453544292051806 2.4824006167290857 -0.41609567755152455 -1.105153685995402 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 0.0 -23.30411206895993 -10.011309164807212
