Nested Sampling Global Log-Evidence           :   -0.973654408954591233E+01  +/-    0.554651063768907618E-01

Local Mode Properties
-------------------------------------------

Total Modes Found:           1


Mode   1
Strictly Local Log-Evidence   -0.973654408954591233E+01 +/-    0.554651063768907618E-01
Local Log-Evidence   -0.973654408954591233E+01 +/-    0.554651063768907618E-01

Dim No.       Mean        Sigma
   1    0.167321833017347558E+03    0.946404236107229657E+01
   2    0.259628380586581664E+00    0.275048734487233160E+00
   3    0.151870031249899923E+00    0.245398073207249538E-01
   4   -0.413330912286436536E+00    0.113216981153357676E+01
   5    0.240204014625379880E+01    0.249681905175392099E+00
   6   -0.103380319015341327E+01    0.317794983094289718E+00
   7   -0.154352308481780720E+01    0.822485823535007876E+00
   8    0.277659975932615433E+00    0.157728178749528630E+00

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.182255285567762797E+03
   2    0.515170755046278295E+00
   3    0.139286251454959598E+00
   4   -0.117054808081371720E+01
   5    0.254402495375007875E+01
   6   -0.100271610554439539E+01
   7   -0.212231720094947640E+01
   8    0.133969550271700738E+00

MAP Parameters
Dim No.        Parameter
   1    0.173016998453746339E+03
   2    0.395157478274228868E+00
   3    0.172425155271463265E+00
   4    0.296738895970937389E+00
   5    0.283969202492485451E+01
   6   -0.941761447268705254E+00
   7   -0.157476495666961247E+01
   8    0.351385434447550715E+00
