Nested Sampling Global Log-Evidence           :   -0.381911764182381432E+02  +/-    0.977103336259250305E-01

Local Mode Properties
-------------------------------------------

Total Modes Found:           1


Mode   1
Strictly Local Log-Evidence   -0.381911764182381432E+02 +/-    0.977103336259250305E-01
Local Log-Evidence   -0.381911764182381432E+02 +/-    0.977103336259250305E-01

Dim No.       Mean        Sigma
   1    0.165624099733927665E+03    0.955875540705688032E+01
   2   -0.295286988314569371E-01    0.111673279117396926E+00
   3    0.152668648448755162E+00    0.125398232515911735E-01
   4   -0.236931674401179748E+01    0.444451269698305507E+00
   5    0.257692274304795976E+01    0.211991655776086751E+00
   6   -0.733294994765558150E-01    0.589431634337648849E-01
   7   -0.688828581303446374E+00    0.401050765308148538E+00
   8    0.139033093492461346E+00    0.107831782863923434E+00

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.176572721525885669E+03
   2   -0.919862384377650028E-01
   3    0.146359258408976733E+00
   4   -0.289386336550459777E+01
   5    0.273952223869637201E+01
   6   -0.232398757937435363E-02
   7   -0.820450687168715831E+00
   8    0.959207968515673887E-01

MAP Parameters
Dim No.        Parameter
   1    0.176572721525885669E+03
   2   -0.919862384377650028E-01
   3    0.146359258408976733E+00
   4   -0.289386336550459777E+01
   5    0.273952223869637201E+01
   6   -0.232398757937435363E-02
   7   -0.820450687168715831E+00
   8    0.959207968515673887E-01
