luminosity_distance KNtimeshift inclination_EM log10_n0 p log10_epsilon_e log10_epsilon_B Ebv log10_E0 thetaCore thetaWing ksiN L0 dL b q ts log_likelihood log_prior
115.47600054929742 -0.9470970803573175 0.18368435938107316 -1.0816095371930707 2.9446726119369293 -0.49192938531836017 -0.9295695612891723 0.24960925987271915 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 -10.126722811032762 -11.407849182203089
146.17064605808747 -1.7041647738905832 0.17065298689371056 -1.6773839648843911 2.37305487483491 -0.26661776425235084 -1.0330483746447432 0.15227789331240277 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 -9.852218108125303 -11.21712349992674
184.58800953109147 0.26880719363793837 0.1280099426209316 -1.005436150446305 2.1700569788774953 -0.43413715746513626 -0.3058191970685682 0.18531429002974686 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 -8.987338731420513 -11.584421121883558
131.8709558526022 -0.1823849559899462 0.051543654061989 -1.5906550873170768 2.079972189366009 -0.2755205227982529 -0.303871142328628 0.4164129285035603 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 -8.297353962647254 -13.40068321808615
111.74186483753184 0.042565496097387356 0.1174325094859307 -0.7641084850776352 2.331509874272923 -0.7740407059954584 -2.005716755972512 0.054853644992463445 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 -7.7068358219287 -11.37977919585755
116.98693901057622 -0.7112834772467538 0.045587382040405015 -2.6910531685436214 2.8120404179178937 -0.44395742733122123 -1.7192349081181488 0.15523492253278212 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 -7.637133072365923 -12.539676027537855
147.07072814818991 -0.015212685617812749 0.11475504947533151 -2.0444710718468833 2.2427427593607527 -0.3678707931013223 -1.1551073479032772 0.32023925412404286 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 -7.524215337645076 -12.121771750978843
157.58446558469998 -0.009215497382362603 0.0809651768428751 -0.1828110450151934 2.602503474403241 -0.11496005839040269 -1.536102912741287 0.11741643353940615 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 -7.3260612760270964 -11.879254968056935
159.7649918029864 -1.7746897628276792 0.06807376817436035 -1.4174964550382563 2.655125878378433 -0.0776770969288636 -1.8313957929974432 0.20678827974450092 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 -7.319975563839241 -12.271051235645315
133.059015370078 0.13459476076061305 0.14126932764160924 -1.5243926642564296 2.627244959684255 -0.4973831548143304 -0.6601190831691994 0.38459807064676005 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 -7.2760211671064114 -12.209714968869168
139.81157661150348 0.860509091669063 0.06670375506897767 -2.0307770447639446 2.4703914221707253 -0.4467410333778594 -0.7850899152396562 0.34779756327037 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 -7.252133929077981 -12.77859115109159
112.18462724724773 -0.6434135590859973 0.16705307509722636 -1.791820973064283 2.7508337351569074 -0.299646963302612 -1.5552983457273513 0.04611083662741249 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 -7.215678651758389 -11.012935693687968
170.33817529474976 -0.9365843640838976 0.1939701071239346 -0.6809942006043626 2.6796927090127083 -0.21843895579651962 -0.1827432770077575 0.15474982124667083 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 -7.053510627726304 -11.09637298418803
144.22520312574957 -1.553411811054024 0.14808783691619787 -2.317302960782133 2.5219574252482855 -0.16217257044139144 -0.38795509544212425 0.3209564814168307 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 -6.89251600514209 -11.871076316844402
105.85179278491427 0.423256299577742 0.18729902186231906 1.1831925366794334 2.446011029571979 -0.20933203885370721 -1.9296611155456387 0.19989691892180145 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 -6.725891603688645 -11.245344593246575
106.55904719941383 -0.04549515305229779 0.14402764030937837 -0.5609367795314215 2.7431095476923493 -0.47239249521203863 -1.133297309283157 0.43110665791048264 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 -6.697995406082542 -12.475058939862882
112.66216734601748 -1.6575450887787064 0.10476068119948079 -0.025887325800423966 2.50484509016978 -0.0464861342776155 -2.111033418847141 0.11937591627414862 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 -6.599868924916174 -11.626648608462238
156.35108731897617 0.2578584037111682 0.0866286397495117 -0.7578276841731197 2.77367111262129 -0.4971168437960669 -0.7906845291992175 0.04017462862814255 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 -6.530424793012536 -11.65499617917699
151.12379424230681 0.506429238258979 0.10180998504180094 -1.2057512393219605 2.418125333784517 -0.6123174822658903 -1.0325989656094416 0.27568202319363194 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 -6.503379440110823 -12.078280460543441
133.79880785942078 0.7187564373016357 0.18552690082556195 0.9260616302490234 2.734867513179779 -0.05572772026062012 -1.1629534363746643 0.0010086897611618043 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 -6.46795405886699 -10.826911746819214
197.76695900497333 -1.8202580479143728 0.18324566125118852 -1.046038900109904 2.684397444921694 -0.011057480956512933 -0.2209217719068608 0.16852154084412416 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 -6.45875204377492 -11.186103736673884
