    0.686350707822021811E+01    0.414523862685810229E+02    0.367912222712062087E+00   -0.857193386347572917E+00   -0.210191422359888858E+01   -0.594894182433776120E+00    0.314447737079949718E+00   -0.116971793032511471E+02
    0.624585902690887451E+01    0.390312743186950684E+02    0.439056452341603343E+00    0.154171109199523926E+00   -0.281101036071777344E+01   -0.111818838119506836E+01    0.104694525432586671E+00   -0.114961399253246448E+02
    0.256972259283065796E+01    0.489309334754943848E+02    0.689347913438853932E+00    0.941893160343170166E+00   -0.219055855274200439E+01   -0.112333241105079651E+01    0.199546981859207162E+00   -0.112846115826797000E+02
    0.115848653450343497E+01    0.240939855974656361E+02    0.624847742878066659E+00   -0.173811746369274744E+01   -0.250958647192819528E+01   -0.290216561350321811E+01    0.419091895513990648E-01   -0.104823354691692092E+02
    0.381878757507830180E+01    0.213001204921362479E+02    0.597708690764341632E+00    0.223458681796230074E+00   -0.145906924218446843E+01   -0.173215539245315275E+01    0.534991637031405176E+00   -0.102167989681223581E+02
    0.119737687261429304E+01    0.198725895962067263E+02    0.760694362316021166E+00   -0.597270636817641698E+00   -0.188035193237261167E+01   -0.212176706697413930E+01    0.832597498416040582E-01   -0.101266445174275557E+02
    0.115577610487043159E+01    0.285007852236711088E+02    0.637758398944241245E+00    0.208565028063137703E+00   -0.236831332205282896E+01   -0.227052663521035925E+01    0.535676181415564390E+00   -0.975360960335355287E+01
    0.128141875753772361E+01    0.264168642846334869E+02    0.515625181923955012E+00   -0.187484050925700596E+01   -0.107204153798434443E+01   -0.217734983527587200E+01    0.548918471961509669E+00   -0.952511834687109271E+01
    0.181838663098879172E+01    0.169957930907717376E+02    0.674160746251228904E+00   -0.861570693883964012E-01   -0.186026527803539876E+01   -0.179016706272304393E+01    0.342326825653460676E+00   -0.931488348522539766E+01
    0.189085602760314941E+01    0.162721002101898193E+02    0.750465283990560783E+00   -0.118496751785278320E+01   -0.143586707115173340E+01   -0.156631651520729065E+01    0.142280356407165520E+00   -0.926583927785670269E+01
    0.546175116300582886E+01    0.468036025762557983E+02    0.497510707122592599E+00   -0.295723855495452881E+00   -0.276797091960906982E+01   -0.827542871236801147E+00    0.120134114670753481E+00   -0.923520467674722489E+01
    0.400518534505400137E+01    0.281240866878247715E+02    0.577197514764610786E+00   -0.491764590144160074E+00   -0.261174851333692004E+01   -0.119427610055179656E+01    0.458857442880327093E+00   -0.918120016113087800E+01
    0.416259157657623291E+01    0.309213215112686157E+02    0.770276961743020294E+00   -0.576729059219360352E+00   -0.279235243797302246E+01   -0.111703085899353027E+01    0.763060413122177150E-01   -0.915748214061660804E+01
    0.684553877243017261E+01    0.360552548303307958E+02    0.188723598388222308E+00    0.572675017158956301E+00   -0.282166667597917353E+01   -0.581858623176650269E+00    0.968298797093485042E-01   -0.901045207820222771E+01
