Nested Sampling Global Log-Evidence           :   -0.181416235231159284E+02  +/-    0.627112911071147916E-01

Local Mode Properties
-------------------------------------------

Total Modes Found:           1


Mode   1
Strictly Local Log-Evidence   -0.181416235231159284E+02 +/-    0.627112911071147916E-01
Local Log-Evidence   -0.181416235231159284E+02 +/-    0.627112911071147916E-01

Dim No.       Mean        Sigma
   1    0.167315190735660792E+03    0.946404859485971883E+01
   2    0.239667897261364032E+00    0.265809509113243636E+00
   3    0.142618742968326134E+00    0.225206912043884738E-01
   4   -0.971498958029480275E+00    0.891887113343570959E+00
   5    0.241042014876012534E+01    0.246247537149103773E+00
   6   -0.974041656902396302E+00    0.338881002873950454E+00
   7   -0.155380892697525597E+01    0.835362999446115917E+00
   8    0.291556668046097422E+00    0.155676234248934647E+00

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.165588253595331878E+03
   2   -0.857688428348944570E-01
   3    0.183845382376350203E+00
   4    0.235338138189950641E+00
   5    0.217813142684104699E+01
   6   -0.116880356380904504E+01
   7   -0.233106595113368087E+01
   8    0.579357120448780877E-01

MAP Parameters
Dim No.        Parameter
   1    0.165588253595331878E+03
   2   -0.857688428348944570E-01
   3    0.183845382376350203E+00
   4    0.235338138189950641E+00
   5    0.217813142684104699E+01
   6   -0.116880356380904504E+01
   7   -0.233106595113368087E+01
   8    0.579357120448780877E-01
