    0.275200004865154938E+03   -0.177281600401608386E+01   -0.356556352225428119E+01    0.257558770457046282E+00   -0.160435190461272512E+02
    0.147789197696911117E+03    0.653730279079668630E+00   -0.347290991331037979E+01    0.727631886915179188E-01   -0.155489476734377714E+02
    0.281539270281791687E+03   -0.777005136013031006E+00   -0.477498590946197510E+01    0.490666958713531498E+00   -0.155190747989923583E+02
    0.159457632823536812E+03   -0.149091101389065650E+01   -0.164726971804240208E+01    0.340607637170123601E-01   -0.154704451794391424E+02
    0.242969199284828392E+03   -0.421689430575568736E+00   -0.382329721280059998E+01    0.255811715005150597E+00   -0.147934805590584322E+02
    0.167670263362315950E+03   -0.311129503249867989E+00   -0.237666618310157451E+01    0.773688121047298727E-01   -0.147606195126208171E+02
    0.225986398400797839E+03    0.169788979492148329E+00   -0.483171350562139423E+01    0.474986622023534255E+00   -0.145508093823594411E+02
    0.197904264926910400E+03   -0.100372135639190674E+00   -0.338347852230072021E+01    0.224641948056221008E+00   -0.145419033559714759E+02
    0.264377236366271973E+03   -0.758976221084594727E+00   -0.365611135959625244E+01    0.168376950001716624E+00   -0.145135467263042521E+02
    0.247703991785171155E+03    0.329258132619579147E+00   -0.435167505955284106E+01    0.221219343598916707E+00   -0.144548273612355036E+02
    0.176855172078876848E+03    0.402782654255001482E+00   -0.291545127700958684E+01    0.460479147691378841E-03   -0.144219944262140931E+02
    0.137872216651561644E+03    0.386901889276704658E+00   -0.354492378032037614E+01    0.364052230144635169E+00   -0.143770864059163390E+02
    0.140759155996257164E+03    0.616212900703462019E+00   -0.369447461131890620E+01    0.549099756939604930E-01   -0.142967402876584408E+02
    0.293253699503585722E+03   -0.132327511733747061E+01   -0.439277352556169909E+01    0.347940183130952430E+00   -0.142894461089873790E+02
    0.158721275375023623E+03   -0.135846683154533565E+01   -0.298645528457444120E+01    0.364085975726362032E+00   -0.142836352711278138E+02
    0.260751238465309143E+03   -0.367305040359497070E+00   -0.407623350620269775E+01    0.245730302309989934E+00   -0.142368984370846228E+02
    0.148190458003331884E+03    0.243213173082365230E+00   -0.286235312200409409E+01    0.148462300395862584E+00   -0.141915090832237620E+02
    0.328315774769423513E+03   -0.163828277371077702E+01   -0.379392195671885002E+01    0.117594353691508016E+00   -0.141744159709074733E+02
    0.204694572091102600E+03   -0.846545696258544922E-01   -0.299580335617065430E+01    0.636543798208236700E-01   -0.141188764277341665E+02
    0.222355859338391923E+03    0.468677259837023019E+00   -0.435386376911853112E+01    0.178163537545467404E+00   -0.141079694395793691E+02
    0.144010913740728114E+03   -0.185582238254702947E+01   -0.192182885233228573E+01    0.148507965424773403E+00   -0.140883600222041760E+02
    0.149588520824909210E+03    0.405367314815521240E+00   -0.360334157943725586E+01    0.284404487872123746E+00   -0.139319331638326247E+02
    0.173196442215175580E+03    0.420689367800076930E+00   -0.320142903390981992E+01    0.270323432042077171E-01   -0.136272990499277906E+02
    0.292812128955241008E+03   -0.172282687885085517E+01   -0.436193926351393557E+01    0.337687634628484945E+00   -0.136143952069353595E+02
    0.233168768882751465E+03    0.297544300556182861E+00   -0.469033122062683105E+01    0.307354269647598266E+00   -0.135428570954708718E+02
    0.186228307390713752E+03   -0.597267066090548138E+00   -0.332904591005337203E+01    0.237692865520807983E+00   -0.134582635507107646E+02
    0.205989757534357352E+03   -0.117616674733286297E+00   -0.372903418760592498E+01    0.238398262182939358E+00   -0.134287186589444509E+02
    0.240613086892150960E+03    0.468455034901767320E+00   -0.481497553058807881E+01    0.187030755930311682E+00   -0.133916459328791628E+02
    0.332050119147293799E+03   -0.132477357500049697E+01   -0.375927504654533395E+01    0.313365351814464121E-01   -0.132629310939050029E+02
