Nested Sampling Global Log-Evidence           :   -0.709786677532428101E+01  +/-    0.476152414928257828E-01

Local Mode Properties
-------------------------------------------

Total Modes Found:           1


Mode   1
Strictly Local Log-Evidence   -0.709786677532428101E+01 +/-    0.476152414928257828E-01
Local Log-Evidence   -0.709786677532428101E+01 +/-    0.476152414928257828E-01

Dim No.       Mean        Sigma
   1    0.294524955027883628E+01    0.101271385490446519E+01
   2    0.314625792377758380E+02    0.947221352130337380E+01
   3    0.516356293727170179E+00    0.176596513509357261E+00
   4   -0.391991088701983736E+00    0.758925465542386601E+00
   5   -0.220691665406311621E+01    0.517884039960539000E+00
   6   -0.939029836625730141E+00    0.421498335919401723E+00
   7    0.276359201427546497E+00    0.153996819550792668E+00

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.364804218624010801E+01
   2    0.347233245351613391E+02
   3    0.636170472408243537E+00
   4    0.446965991727097389E+00
   5   -0.231040290442229423E+01
   6   -0.874561268068837716E+00
   7    0.525014982330075708E+00

MAP Parameters
Dim No.        Parameter
   1    0.203954990562176786E+01
   2    0.220446838212097731E+02
   3    0.468127748679368128E+00
   4    0.701609095608872746E+00
   5   -0.108095161576236265E+01
   6   -0.270602291917807269E+01
   7    0.274303010838454764E+00
