luminosity_distance KNtimeshift supernova_mag_boost Ebv log_likelihood log_prior
270.09744419855343 -0.892010109552285 -2.3237370390943473 0.19936644869019063 -7.7022642657070985 -7.994403054198267
318.6751917004585 -1.2762171626091003 -2.9006731510162354 0.2789285290002823 -7.604056960556025 -8.234290987872111
159.14918780326843 0.26775622367858887 -2.1863889694213867 0.3365145302295685 -7.2926001250470565 -8.452725030041377
223.52471202611923 -0.5571550130844116 -2.7627652883529663 0.38907608621120454 -7.049517301690029 -8.704816810784484
257.77422793256824 0.30033915255142496 -2.436015714819311 0.053134851097152644 -6.952337315270376 -7.66365678277423
227.20576123454777 0.2385304938760373 -2.36425726683607 0.1295669114328317 -6.897281408045583 -7.8228784958849875
140.848770737648 -0.006313145160675049 -1.1559313535690308 0.13732162184715271 -6.591150013456572 -7.840545225169088
325.40494912192355 -0.7361456801406145 -2.847616753609356 0.13734044510941484 -6.5013042731299535 -7.840588490176969
248.69847629111945 0.38208147864597386 -4.261422801683484 0.5473246866562008 -6.449561965956624 -10.694187589655986
331.1774883688993 -0.8320828545350074 -3.1368115650043062 0.20157016023420324 -6.322139215840216 -8.000328115217455
247.61724038508635 0.270794711227909 -3.3273082554956916 0.2804415518710407 -6.015971800059542 -8.239459928474762
252.0184487104416 0.0036478638648986816 -4.060030579566956 0.5291468439817428 -5.889695159323434 -10.149001217453092
300.8563324418659 0.3160005807224171 -4.4899169653440385 0.45143273092411734 -5.859565972999592 -9.120551414190118
304.9421534363664 0.5085281563503932 -3.9536496485971684 0.19228631311770883 -5.821300593634954 -7.975601035706841
157.20646381378174 -0.357735276222229 -1.7713457345962524 0.23467261970043182 -5.813508243970089 -8.09383241681741
323.6586935537273 0.0762007311910522 -3.7819695404545666 0.24640791961699565 -5.675258336990087 -8.129198331921131
171.92897482366834 -1.451433291384891 -2.7861548586293194 0.5586128968101852 -5.639624978868638 -11.292337815954108
329.7138565093269 -0.8503150720826094 -4.426606490829103 0.5193490764803655 -5.624976153502984 -9.944819146304944
179.68051167328588 -0.8934926312659188 -2.7989943734484064 0.4709383141928942 -5.612446529655637 -9.2963901722036
161.25464343923866 0.20686602900317164 -3.0160005921744 0.46784000553326033 -5.594010874053344 -9.266310403292595
305.57925887390695 -0.8203304142545564 -3.008577457491782 0.1656607616926075 -5.591374510226508 -7.907899131696821
314.9206760725753 -1.68495654688042 -3.0098240003686882 0.2093132439797187 -5.469997104604277 -8.021429616678489
214.04389203627431 -1.6268859864191423 -3.1198404545597276 0.5003570029358333 -5.375121732258169 -9.638808297468152
175.08376240730286 -1.6016746163368225 -2.9043781757354736 0.5682338536977768 -5.36644838052954 -12.48907995931445
316.1027118563652 -1.834000587463379 -3.5623371601104736 0.3656727778673172 -5.361755186379911 -8.584671262917764
240.75704663991928 -0.4083516001701355 -3.662680983543396 0.46094730434417724 -5.35572992511031 -9.202471173018058
