    0.186637174906099347E+03   -0.478827064353488208E+00    0.441422944205042000E+01    0.259407889157771167E-01   -0.385408638455880208E+02
    0.159255651108618707E+03    0.918339297401494337E+00    0.333192416926216950E+01    0.118165664627584363E+00   -0.378760758695124835E+02
    0.216343195914947330E+03   -0.618847385302377706E+00    0.402240927212299759E+01    0.312660103056739247E+00   -0.369097750997085257E+02
    0.172811492123856112E+03   -0.316586942703129925E+00    0.329826989691873074E+01    0.459526916743397018E+00   -0.365707016530291185E+02
    0.158449511748439960E+03    0.489272758830197496E+00    0.452192683215232982E+01    0.287058237327844357E+00   -0.362779209020193392E+02
    0.158830298067654724E+03   -0.992137094054391655E-01    0.463245716646546413E+01    0.281519205919695870E+00   -0.362654016770100824E+02
    0.188293375074863434E+03    0.471539735794067383E+00    0.301534295082092285E+01    0.171636589050292970E+00   -0.362564283421871920E+02
    0.198618693689091856E+03    0.545810358465822487E+00    0.396704708267498596E+01    0.367817953094358385E+00   -0.360271571333441898E+02
    0.192084968795600901E+03   -0.254415390363745941E+00    0.310457080990928880E+01    0.490595953736129409E+00   -0.358499820764715196E+02
    0.195016050338745117E+03    0.343031883239746094E+00    0.406446754932403564E+01    0.301257232189178492E-01   -0.357702854488309114E+02
    0.156881979247314206E+03    0.733278862583323310E+00    0.438085419099173556E+01    0.351257511467529482E+00   -0.357649130152429535E+02
    0.186921622983078407E+03   -0.745413703306788022E+00    0.323219667615376949E+01    0.545268370979525852E+00   -0.357035532192074498E+02
    0.183675462258602181E+03    0.821627281065375525E+00    0.311854729105151840E+01    0.547608521037192486E+00   -0.356748287334391065E+02
    0.220624478114249115E+03   -0.609973826790929152E+00    0.284564546567074927E+01    0.328457209088031221E+00   -0.356576919244434904E+02
    0.165377184198739087E+03    0.305681171767958393E+00    0.442955333675864793E+01    0.413984441075437970E+00   -0.355723469251856130E+02
    0.164838764897321283E+03   -0.547649366047003539E+00    0.454079280369012750E+01    0.157291515442709778E+00   -0.353829363555567511E+02
    0.215710851117484907E+03   -0.552418588511992326E+00    0.291021993806660717E+01    0.642156351959026900E-01   -0.353236176935751942E+02
    0.163624799251556396E+03    0.710459947586059570E-01    0.447615921497344971E+01    0.188029290318489084E+00   -0.352453834021937382E+02
    0.179937352692673045E+03    0.946830053039729336E+00    0.326899664740548523E+01    0.283484273910246332E+00   -0.352106218712207379E+02
    0.224613846525939493E+03    0.656066311727565576E+00    0.267799026755148262E+01    0.488562972158825326E+00   -0.351982938963679928E+02
    0.201655697822570801E+03   -0.303500056266784668E+00    0.405538678169250488E+01    0.148882267570495608E+00   -0.351912444559196160E+02
    0.219830121968914113E+03   -0.618526801160191209E+00    0.388573088378103648E+01    0.416102268747663318E+00   -0.351466522990854529E+02
    0.202366179227828979E+03    0.875697374343872070E+00    0.361395597457885742E+01    0.338001618361473077E+00   -0.350263769486395375E+02
    0.217742238519998466E+03    0.446118811661835757E+00    0.372859564667485088E+01    0.193167282812395119E+00   -0.349734526161052273E+02
    0.169117975841122501E+03    0.532305096840084202E+00    0.332369261706819330E+01    0.564151299905109593E+00   -0.349684039029667986E+02
    0.155605122087895921E+03    0.136298725098231710E+00    0.358144508338398282E+01    0.293653192320945888E+00   -0.349458994862615171E+02
    0.205644065472271706E+03    0.300850261759967319E+00    0.390059232056340299E+01    0.106620232159300860E+00   -0.349234197513518723E+02
