luminosity_distance timeshift inclination_EM log10_n0 p log10_epsilon_e log10_epsilon_B log10_E0 thetaCore thetaWing ksiN L0 dL b q ts Ebv log_likelihood log_prior
165.29459136017977 0.015799392932541706 0.051056857944430115 2.954499700755364 2.2549163169217685 -0.3782088156682182 -1.9819887185103926 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 0.0 -47.94739718799748 -11.308039378899469
167.72457210444242 0.05144879715371142 0.05143123404948074 0.2376318305176106 2.622607681018297 -1.028031011734286 -0.3791603450094909 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 0.0 -44.90420441268251 -11.300739994012115
178.45879346132278 0.6724522531032563 0.10617512789216203 2.7729145288467407 2.0371692776679993 -0.5339666604995728 -0.5668482184410095 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 0.0 -44.530217935934054 -10.577334432819239
160.21777519096503 0.36582940534737574 0.07321226017925458 -1.8862885178157345 2.5314526224023344 -1.9865501267611803 -0.33544487978083026 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 0.0 -43.96675787442915 -10.94807535050862
164.6322562422272 0.8791960852465599 0.1318567564746305 0.06736099847194676 2.1736897671085273 -1.7537401550173264 -1.23070489147173 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 0.0 -43.86333952706912 -10.361727974163184
151.169134636497 0.8372976100444726 0.11479845467765076 0.3391029018767071 2.142028756041543 -1.3472889988762455 -2.1544888559713744 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 0.0 -43.71912923456526 -10.499564137818535
175.42054630076603 0.19445383725242507 0.14312442349399707 1.0297975403048696 2.1523217184783663 -0.9468494506355047 -0.6395708765519945 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 0.0 -43.64938461597774 -10.28024683544189
175.7224336064275 0.5232786106675378 0.18912242005932078 1.9378658732634584 2.439682040016217 -0.7804849195416841 -0.9300064424575272 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 0.0 -43.61842677581199 -10.004118555204032
167.59481902358604 0.37361786092086235 0.08452246319520991 1.102289500053704 2.1488066671662636 -1.3058970473346618 -0.4367798742867741 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 0.0 -43.41047387173123 -10.804718369869473
172.98596282700979 0.57600240831093 0.04228952398622322 -2.728359562338723 2.0910931369143855 -1.3250636755276226 -2.30811476539666 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 0.0 -43.388217829166464 -11.496303436998138
160.42038661916666 0.5487294858669599 0.058023225504049813 -2.354679885849291 2.5144347792579493 -0.6960398187315526 -2.963029259791168 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 0.0 -43.34126224848912 -11.180262556049897
165.07703676844378 0.01614931109285142 0.05636305804586208 -1.6790829462214933 2.6203609541653834 -1.5994141842933831 -0.20890376527436416 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 0.0 -43.30369471100393 -11.20926032448542
180.07439611348573 0.6421686263355824 0.17861292994568123 2.632491923815043 2.041327475129288 -0.7550416795392252 -1.6997738820357218 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 0.0 -43.29107192179538 -10.060646447706581
160.2783410405124 0.10488208448530581 0.07162100164244181 -0.8695017471750246 2.2502228871087415 -1.5034459474044812 -1.5112500510943527 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 0.0 -43.2271016176763 -10.970011471621968
180.74987367242707 0.49817218577560507 0.1381791505576177 0.7774752258553415 2.250022528551217 -1.1836937185675847 -2.6958375042905214 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 0.0 -43.00638069072649 -10.315177985791506
