luminosity_distance timeshift log10_Menv log10_Renv log10_Ee Ebv log_likelihood log_prior
126.25658512115479 -1.8736671209335327 -0.8149993419647217 12.202411592006683 51.29413378238678 0.0 -12.228750619467295 -12.429216196844381
807.8376851671787 -1.2544545578703696 -0.3312498643127091 14.223325789654522 50.865108263401204 0.0 -10.996360700295643 -12.429216196844381
175.64490485608374 -1.7974149705365206 -1.6638742533377209 14.60972037956608 48.49529635523916 0.0 -10.61524731469869 -12.429216196844381
4.0558576583862305 -0.7227553129196167 -0.6385010480880737 10.935768485069275 49.43988901376724 0.0 -10.30961723385272 -12.429216196844381
292.99889991445735 -0.14848250851264777 -0.6817543163110207 12.630313267215985 50.820328657474946 0.0 -10.25374862812576 -12.429216196844381
67.19409390619998 -1.4675165112348296 -2.1947083276965698 14.719608403652508 47.529198995751166 0.0 -10.117002167014293 -12.429216196844381
848.4075318623126 -1.1816270043767667 -0.18918443412637398 14.911706026238297 51.95143786445759 0.0 -10.091197854635269 -12.429216196844381
218.501906245716 -0.6783077828604858 -0.99794385565278 13.889102327648647 49.422229703256654 0.0 -10.030165443172777 -12.429216196844381
24.725975477904637 -0.8620889543620185 -1.9029665519503336 14.082329717191023 47.774609674276356 0.0 -10.028158533074919 -12.429216196844381
563.695837038054 -1.691597815532238 -0.4891811974604945 14.321722333791984 50.35637475585415 0.0 -9.994430381509492 -12.429216196844381
252.99758051267318 -0.36003104432597777 -0.12480510327488847 14.758900545425718 51.055564385672334 0.0 -9.988561804113665 -12.429216196844381
649.0992903709412 -0.603164792060852 -0.9884533286094666 13.420266509056091 51.111114144325256 0.0 -9.88342249308212 -12.429216196844381
94.12666733871364 -1.8924796436792244 -0.5238720051493448 13.733595818386384 48.845315051420535 0.0 -9.858785332846816 -12.429216196844381
107.47899737886229 -1.723195987474151 -0.9601267859834834 14.05270806511971 49.851064064139415 0.0 -9.789693975885584 -12.429216196844381
88.66728493780575 -1.8540230363376804 -1.2421250306394738 13.844161531878862 49.575316135065066 0.0 -9.739855453892604 -12.429216196844381
62.97677318483161 -1.4544536463895374 -1.0802770725463793 13.137180795130574 48.50827187199323 0.0 -9.699873220496173 -12.429216196844381
144.32962327856652 -0.22973808033899723 -1.2786969880216645 14.91793912569526 49.72220146668293 0.0 -9.684086933699545 -12.429216196844381
308.9809326932553 -1.3618611241105434 -1.0832344128485265 13.25716734095338 50.39267254084718 0.0 -9.675320306475172 -12.429216196844381
922.1987652001608 -0.5908146558577285 -0.5098141062246047 14.816017858618215 51.98088941875007 0.0 -9.671223492569844 -12.429216196844381
803.3525385640248 -1.054331172361576 -1.1641680130118406 14.59716668258595 50.462599727060756 0.0 -9.537031310746684 -12.429216196844381
390.600323677063 -0.698369026184082 -0.4967445135116577 13.053115904331207 50.9061364531517 0.0 -9.533070499417546 -12.429216196844381
66.24744258677867 -1.2932053306075293 -0.8887778034788081 13.620616465194102 49.4587991157488 0.0 -9.51171156361797 -12.429216196844381
304.6081804701666 -0.4660885393416896 -0.26863429954467755 13.846296459185243 51.49705178967736 0.0 -9.498880762224896 -12.429216196844381
155.60735513525353 -1.1723112921412588 -1.6688682312666714 14.191160472635412 49.30159270796881 0.0 -9.48670496185111 -12.429216196844381
318.6733504220832 -0.07665831632573772 -0.811196348762059 14.011285928558186 51.25066360636755 0.0 -9.444966391345137 -12.429216196844381
126.12958203497507 -0.016660919841261057 -0.6505686846057879 12.268899619363378 50.34297758830038 0.0 -9.364845764573667 -12.429216196844381
179.56807839423473 -1.875720809388135 -1.051339184033424 12.800600730810016 50.38328821773152 0.0 -9.343653574866437 -12.429216196844381
460.46011463880563 -0.31021330426632954 -0.8170230639766025 13.544765899574273 51.8961986106097 0.0 -9.340364839595983 -12.429216196844381
158.84881780528627 -1.1105659165049198 -0.9306730250953779 14.640142523531608 49.8228019834117 0.0 -9.305533006144197 -12.429216196844381
903.4105125418316 -1.3726492415134506 -0.5255028703614109 14.649461016983624 50.7187865852186 0.0 -9.30116917194333 -12.429216196844381
584.0139480430041 -0.18084286510811642 -0.39347932228466753 12.581546734135783 51.80280955746419 0.0 -9.29184892321733 -12.429216196844381
112.27954491726746 -0.9585327241240553 -1.978539796887147 14.811069646176254 48.56432150755364 0.0 -9.266978770882986 -12.429216196844381
343.38984254572887 -0.30292829898805884 -0.37842812747931287 14.843601792008455 51.11379497262909 0.0 -9.260343762481511 -12.429216196844381
399.819559718584 -0.010526732918618942 -0.6817505765867953 14.712430574448925 51.25013945275303 0.0 -9.254706673270757 -12.429216196844381
69.94764051244489 -1.0253519183402584 -0.8213053300497508 13.384520803392453 49.71409739428845 0.0 -9.123177053030762 -12.429216196844381
