luminosity_distance KNphi inclination_EM KNtimeshift log10_mej_dyn log10_mej_wind Ebv log_likelihood log_prior
6.789756861152857 28.157618719184285 0.3858032185190612 0.6279273149008717 -2.4329869001222697 -0.9341865051425451 0.4607468224810762 -10.001926314718654 -10.514505666053168
3.832731002846172 39.52532370679359 0.2931581644700561 -0.06266313340952134 -2.9011730244659364 -1.281678060104426 0.5269049043854234 -8.190706144510921 -11.676347006782157
1.0827825479006568 28.26735145354485 0.5369544294207538 -0.5665265011159213 -1.8145344447342018 -2.7428695293122054 0.19380391586615425 -8.046108054937458 -8.98643961942386
1.4138157650831567 18.241153914921508 0.49158616237905506 -0.0250918633609718 -1.1456325023962668 -2.0943678783130677 0.4364207748000274 -7.851236627796959 -10.090765250819135
1.4077123840876085 31.373168665070224 0.43013681986336477 -0.17540485380153958 -1.3084558347049648 -2.6040263859618764 0.21035785050719122 -7.820943038054608 -9.235463672738762
1.8002722103319952 23.80682824669913 0.3840837385204412 -0.16761140643936834 -1.705162110591888 -1.6712489086068558 0.45475681323836725 -7.7626118732531175 -10.466490901139952
4.227805296827758 20.49453838754706 0.5885244488193758 0.19141896551320325 -1.0721780848623386 -1.3797389170449579 0.1588265405004924 -7.761654522270841 -8.816253677220026
1.3167892513634283 31.85260351902402 0.6950610938536855 0.3846450171868159 -1.9723311984400798 -2.733803294096466 0.5671602241987668 -7.559151925829673 -13.041876710485962
3.068939619694688 31.670435850703733 0.6771728247512528 -1.4615619108552922 -1.1956046578069013 -0.5605480426713063 0.2826219186342821 -7.548380181707868 -9.050887644081596
1.4168010458570948 19.31439923233683 0.4394401068856815 -0.8432834874684112 -1.153150249761315 -2.512439940101218 0.5430478082821286 -7.508376831206031 -11.727824632721143
3.293571046402507 21.15180739787014 0.4381076363146635 -0.22458140649301161 -2.985224584957597 -1.3206971148332118 0.2411317923833141 -7.467707801516147 -9.307102883819848
1.329936017060169 22.964039165088145 0.3545883342000734 -0.6377786912036223 -1.5028866052763346 -1.5334255250116642 0.007603802398366192 -7.423635170784145 -8.973920502170222
3.3653317501896143 40.64102913275206 0.3849824348005557 0.21001918956772458 -2.707031770049976 -1.347071627039718 0.5714574808653078 -7.407212968028665 -15.291125394477648
1.2664147019386292 48.47604990005493 0.22923426708960987 0.17707699537277222 -2.6152429580688477 -2.699702560901642 0.143679727935791 -7.383070543591295 -9.67352324477574
1.8179267644882202 26.659929752349854 0.35034367404736894 -0.4001145362854004 -1.1416840553283691 -1.9281725883483887 0.05086744165420532 -7.321019704013053 -9.065153768083265
2.0038780473968507 39.298930605181496 0.3816258549770898 0.6004158088292506 -2.4818692935621574 -0.506805442210819 0.5177344388854255 -7.296698509748189 -11.239016315147774
4.117079853857413 16.35003494938989 0.34023478200798146 -1.430565494725726 -2.311378456893385 -0.9346917032513713 0.20552040516663833 -7.198358349956174 -9.444997588530873
1.1618429749745265 44.97563138324436 0.3180056335278441 -0.029359915985889717 -2.7832302517189915 -2.752395342543702 0.1651518110266955 -7.187758155229095 -9.405718816904844
1.5063234774075194 36.71944256867317 0.5431680685645943 0.262337936656571 -1.4195038516081089 -2.3197946271375463 0.5354250647795109 -7.0057218397114145 -11.30230465261927
1.4001062583447546 43.33792006601194 0.19362774663572296 -0.40305513260204195 -2.8792221230362323 -1.005007670449589 0.5456205742124275 -6.989311369677862 -12.612983998187854
1.6243417352221752 28.42428046806117 0.36377263004592814 -1.5009991414141797 -1.8269709168452786 -1.3614061274260763 0.2118791454215572 -6.9781660262511025 -9.398373300159935
2.9222649745498828 28.675333350862857 0.7807822530603212 -1.2737844773299831 -1.2594841612428433 -0.6701525850640784 0.041116379376855354 -6.871567860592764 -8.328458525310994
3.159484500989224 29.841698344168684 0.7542671885159479 -0.3426682069076361 -1.4926022826764778 -1.0936520373598388 0.22771053587083157 -6.828885215268669 -8.788594211127725
4.134723329688262 34.01295688831165 0.3893497066300125 -0.443694807023272 -1.506026964813765 -0.9332193859973681 0.10910885833905098 -6.785113117297442 -9.082859779334491
5.399405392587607 22.483563832903855 0.6586362251971133 -0.49922384220229055 -2.6498631613910737 -0.7403407732837048 0.5392549213512953 -6.7600434012415755 -11.242608826757055
1.4965412616729736 49.84239041805267 0.7094537026855163 0.06838476657867432 -2.554564595222473 -0.7770955860614777 0.377244580078125 -6.758079280802114 -9.40734902106583
