luminosity_distance KNphi inclination_EM KNtimeshift log10_mej_dyn log10_mej_wind Ebv log_likelihood log_prior
4.87364445286761 15.05863274600351 0.6585474991959824 -0.8209156978154883 -1.074394256739477 -0.9311113743909325 0.4321058199663244 -24.433647111513533 -9.799876226504306
8.438728424302488 21.26540834038063 0.03892698492509364 -0.43885749517567385 -1.9552571325047634 -0.9132560738191464 0.2809018920906478 -20.275905093992538 -11.823830274850488
7.4076720359893615 27.028469834000838 0.6596568595166981 -1.4527912103494087 -1.888998189586771 -0.6890994921170677 0.02439103833508977 -20.214991621093223 -8.43589404241231
3.0124769607476076 39.15165248000653 0.4639211634384416 -1.1352062441379056 -2.6789379694126176 -1.1209863096818122 0.5356340978470275 -19.95366439325488 -11.45214484695228
4.218087610079586 40.73636818156199 0.5243687453065153 -1.333587402554153 -1.5514506556046048 -0.6709993801276735 0.3542767476704117 -19.75645111760146 -9.559298114186983
4.321743368698427 22.75982931401169 0.7255985057006249 -1.4441822000659865 -2.1611399778507288 -0.5526307377095736 0.5064719843845191 -19.608780570002153 -10.474081061147068
7.482510805130005 27.549098134040833 0.41609554035457463 0.026792466640472412 -1.0551209449768066 -0.7427315711975098 0.4798116964101792 -19.55994376746972 -10.630245518528996
6.083042651781617 47.01272977103238 0.5301933474304673 0.22666331228029035 -2.6666179279059157 -1.2210984356860963 0.29183332098201337 -19.32199500534588 -9.297543612520565
4.870409905910492 22.5361829996109 0.5984328605295276 -1.319427728652954 -2.8829082250595093 -1.124772310256958 0.1967359223127365 -19.27563187298945 -8.897705400118642
7.384032269874955 31.965231500989706 0.30172580049627806 -1.0081996807510796 -1.6985693672228643 -0.5444981293168598 0.09986606074277043 -19.268838871176563 -9.307890091131176
4.3020701554751435 26.122681491143787 0.6058560360866355 -0.36847603745494206 -2.900494338797385 -0.9521381723477074 0.421892995590059 -19.186680603115136 -9.801590303191839
6.551402815502314 19.459868450260217 0.7396849057281807 -0.7622128731696383 -2.0284835004361876 -0.7693132709901072 0.2858665793245448 -19.12893411247209 -8.989131761132093
4.606665514333493 15.084607779443141 0.095634218262139 -1.8851234949662985 -2.7570352284107407 -1.0639103649977384 0.17195764009534967 -19.12328140293442 -10.608723194114491
8.180565769436878 45.18026216377254 0.3483833951506734 -0.1945841153741812 -1.9535505814861058 -0.9033090026050461 0.4857974086972639 -19.109288409930848 -10.865976587184491
7.358599387722466 35.0274969005783 0.37079978633578836 -0.8671622387308326 -1.974187912840851 -0.8353273525592386 0.41587857453128707 -18.95631042394969 -10.214465136469661
5.361941482118447 28.33964330292857 0.6263259195545536 -0.8831463350160671 -2.2675298358160565 -0.7748692174388685 0.49689138321940407 -18.757976762702654 -10.462438842676573
9.920950144287813 48.66477736247824 0.4225011597484461 0.07639794538556899 -2.5629264522966975 -0.5687651662002824 0.07059983674225562 -18.71816547354879 -8.92583504973404
6.060849679858704 16.321998576919835 0.37544647199113557 -1.0196215844648149 -1.856881527830279 -0.5320304506443652 0.19593520177181548 -18.704662328843742 -9.324963208234188
9.067136961078337 38.142727422192024 0.7131465681241024 -0.6632485026210375 -2.731731419818756 -0.7717156174737414 0.4972803280085615 -18.683978434781846 -10.357777706223205
9.506886297679273 38.08544753872988 0.5414270110770517 0.03190970451799746 -1.71577299801114 -0.7678921444027234 0.2362046530551683 -18.620707169194848 -9.097741979760595
3.615485613806457 34.85005656478631 0.6656163124211499 -1.7935485255016643 -2.547531767600675 -0.629833011274159 0.4190208389247523 -18.606923822529843 -9.70163557813874
6.753851124107421 39.434869905028826 0.04692278459112291 0.35920901607990174 -2.1920691734349114 -0.6495643994296598 0.4987185727066003 -18.56884943185004 -13.012411787242167
9.244235328724226 43.621166687337606 0.23173128550412642 -0.6445333436331577 -2.1266548107857406 -0.7694021799695085 0.1478787717137889 -18.430562391646223 -9.672724447903658
