luminosity_distance timeshift log10_Menv log10_Renv log10_Ee Ebv log_likelihood log_prior
256.68691056240965 -0.21775982919294457 -0.5797953162434384 13.397895685346331 50.82073804666297 0.0 -15.903330305149522 -12.429216196844381
111.4676312313694 -0.23420121334552801 -0.6297584438253185 13.532005320554857 51.04685770661591 0.0 -15.875301122636415 -12.429216196844381
18.62174763370556 -0.3801086840826464 -0.018582595234429178 11.845012267709649 50.89070199826329 0.0 -15.387687062704906 -12.429216196844381
170.58136427202655 -0.10864822469698399 -1.0122098225096723 13.992873800698735 49.911192275283526 0.0 -15.141717498062851 -12.429216196844381
149.50138013429168 -1.7861170080035604 -0.9028235075220383 14.48759875577447 49.316429266576876 0.0 -15.11267551335618 -12.429216196844381
340.7148772814275 -1.6198772521431346 -0.7577432285759667 13.732017496629798 50.91152183172602 0.0 -14.965224144346777 -12.429216196844381
12.27729400365132 -0.15841468352553667 -1.890395015883481 13.652559053568865 48.012584812545114 0.0 -14.94571621263161 -12.429216196844381
377.5782753362858 -1.8361112122330006 -0.662343581433742 13.373165222727199 51.566591695652754 0.0 -14.875802242943273 -12.429216196844381
444.2093397829932 -0.746732014702616 -1.1804939100667946 14.87866203445017 50.84917672915983 0.0 -14.649642290474684 -12.429216196844381
784.049434799908 -1.6006731099034475 -0.1524092203474412 13.92094113033975 51.92766642425172 0.0 -14.483939971542167 -12.429216196844381
44.1764425553708 -0.26019372973532784 -0.0002834607335229222 12.88949178357695 49.78368351408058 0.0 -14.454936912349089 -12.429216196844381
54.3968052952894 -1.0488465353347132 -1.6125140711714616 13.64564433232024 48.989682600112225 0.0 -14.036175658635225 -12.429216196844381
133.91016302903225 -0.9812152221918957 -0.32328618897813044 11.984802846408568 51.479870738187664 0.0 -14.03169690807404 -12.429216196844381
112.17457056045532 -1.4634294509887695 -0.7463783025741577 13.747079074382782 49.606136202812195 0.0 -13.997625839171896 -12.429216196844381
391.4872314714028 -0.6117313426064295 -0.1536641174225304 13.305409564771406 51.64336841485867 0.0 -13.881010697222521 -12.429216196844381
