candidate,model,tmax,log_likelihood,log_evidence,log_evidence_err,log_bayes_factor,luminosity_distance,KNtimeshift,supernova_mag_boost,Ebv,log_prior,chi2,inclination_EM,log10_n0,p,log10_epsilon_e,log10_epsilon_B,log10_E0,thetaCore,thetaWing,ksiN,L0,dL,b,q,ts,KNphi,log10_mej_dyn,log10_mej_wind
nugent-hyper_00000,nugent-hyper,7.0,-12.877178361261436,-16.078513324675615,0.04927175848990292,-16.078513324675615,189.16877657175064,-0.06263244152069092,-3.851202130317688,0.26488544540405273,-6.683471604767022,0.05521531803319708,,,,,,,,,,,,,,,,,
nugent-hyper_00000,nugent-hyper,9.0,-16.557264300404608,-19.92021059595562,0.05063972789142402,-19.92021059595562,201.34790141022393,-0.04669441092459836,-4.900136573154747,0.5318206466927289,-8.708734624884828,0.22888710504845383,,,,,,,,,,,,,,,,,
nugent-hyper_00000,nugent-hyper,11.0,-20.23682669407402,-23.78110001408831,0.05229168403594915,-23.78110001408831,189.16877657175064,-0.06263244152069092,-3.851202130317688,0.26488544540405273,-6.683471604767022,0.0565323075845008,,,,,,,,,,,,,,,,,
nugent-hyper_00000,nugent-hyper,13.0,-23.912268694850937,-27.460991296989597,0.05213997788799055,-27.460991296989597,219.48418318687936,-0.04718679601818532,-4.983434260779506,0.494454025590846,-8.055978071986278,0.20411276260993985,,,,,,,,,,,,,,,,,
nugent-hyper_00001,Bu2019lm,3.0,-10.664666343484,-20.047333313402554,0.07974232585707894,-20.047333313402554,9.643513824419685,-1.8851523864152582,,0.4103654696593634,-9.528216349150044,0.5140056397398524,0.7687692366132947,,,,,,,,,,,,,,49.55262342835664,-2.875526328650491,-2.0030414488720423
nugent-hyper_00001,Bu2019lm,5.0,-23.439843589524763,-33.222869743769344,0.07372824166769641,-33.222869743769344,9.875967107061113,-1.9386394890412884,,0.02578107146134764,-8.333072331978919,0.38028031696714104,0.7490458970707234,,,,,,,,,,,,,,48.81028668254224,-2.8645230853437376,-1.596572385478089
nugent-hyper_00001,Bu2019lm,7.0,-40.75003418764406,-53.25421923171476,0.09089174801587925,-53.25421923171476,9.465405592065501,-1.850105617593872,,0.1882864868884075,-8.659857950087321,0.36358703922072855,0.7738536572702691,,,,,,,,,,,,,,49.73186153652895,-2.6452741093834655,-1.2922244961621767
nugent-hyper_00001,Bu2019lm,9.0,-56.161620497174916,-71.41477969183724,0.10375940450245838,-71.41477969183724,9.943232387588145,-1.942244528301019,,0.07311574745980796,-8.39225354761234,0.34485032775388935,0.7791257926283757,,,,,,,,,,,,,,49.87108053021672,-2.5304407042982637,-0.9065530354061604
nugent-hyper_00001,Bu2019lm,11.0,-66.4213416387942,-84.90739686207979,0.11577125883319586,-84.90739686207979,9.869873189572813,0.9554838341415195,,0.2772600134492496,-8.931198421489617,0.29103714797572244,0.7662390651615737,,,,,,,,,,,,,,49.889832810154736,-2.835661109331914,-0.938000254769475
nugent-hyper_00001,Bu2019lm,13.0,-79.41428142757024,-98.19817297324377,0.11456724013554824,-98.19817297324377,9.847219182156028,0.9950543553784841,,0.11901676722081705,-8.490727293490766,0.2973798166567835,0.7771192815176808,,,,,,,,,,,,,,49.67754522205924,-2.981926934779978,-0.6776145173232244
nugent-hyper_00001,TrPi2018,3.0,-4.902237602271135,-9.316434703784198,0.055451313798291164,-9.316434703784198,169.2436608191672,-0.09254047639503112,,0.48674242908905374,-10.696611872613088,0.030653906383363395,0.1808752372641272,-1.7528634956093083,2.539627988480192,-1.0202210664614682,-1.268472383558176,53.0,0.05,0.1,1.0,0.0,3.09e+19,6.0,0.0,0.0,,,
nugent-hyper_00001,TrPi2018,5.0,-8.627625576402783,-14.340064259936694,0.06215899967894285,-14.340064259936694,157.42968666736166,-0.09412965438241482,,0.12576213449837828,-9.085432560649911,0.012394905468455867,0.1736722272948512,-1.7354524628223076,2.0516075285737982,-0.5009440381352515,-2.1529117884825713,53.0,0.05,0.1,1.0,0.0,3.09e+19,6.0,0.0,0.0,,,
nugent-hyper_00001,TrPi2018,7.0,-12.565534622984455,-19.50956443225402,0.06913221058153181,-19.50956443225402,158.21240274333798,-0.08005778291157759,,0.11131525980754614,-9.060056502022956,0.02029340451541157,0.1725430587735136,-2.103101777203094,2.0913105044382383,-0.5476261455554807,-1.9384803261328207,53.0,0.05,0.1,1.0,0.0,3.09e+19,6.0,0.0,0.0,,,
nugent-hyper_00001,TrPi2018,9.0,-16.621922858873177,-24.65399303850428,0.07550608737535507,-24.65399303850428,176.47549834747207,-0.09573172132996485,,0.12360738681973125,-9.05229041139562,0.020258002424491748,0.17871564535599116,-1.965392693429621,2.1021563792728655,-0.21217612860295265,-2.1978985659614394,53.0,0.05,0.1,1.0,0.0,3.09e+19,6.0,0.0,0.0,,,
nugent-hyper_00001,TrPi2018,11.0,-20.646487659823148,-29.520717739379137,0.07959946289359762,-29.520717739379137,157.14813621868183,-0.09860471435867144,,0.09325732586054918,-8.999059768843534,0.023156420982269603,0.1765243955376254,-2.2122527865550428,2.1068308475729887,-0.3048580980305817,-2.02771560771217,53.0,0.05,0.1,1.0,0.0,3.09e+19,6.0,0.0,0.0,,,
nugent-hyper_00001,TrPi2018,13.0,-24.886836157932144,-34.57534679154017,0.08422407943511197,-34.57534679154017,155.45776804020306,-0.09518153116037431,,0.11036326985050224,-9.04980675787353,0.029744657652933534,0.17397592684926474,-2.57210707487301,2.1506229053568893,-0.5332776007929185,-1.4449906254360427,53.0,0.05,0.1,1.0,0.0,3.09e+19,6.0,0.0,0.0,,,
nugent-hyper_00001,nugent-hyper,3.0,-4.843121256025311,-7.281563191617032,0.040270705595622854,-7.281563191617032,198.89038627345408,0.21261117797427254,-0.5888199733273627,0.5654525114973641,-10.473613795171937,0.19803055696896818,,,,,,,,,,,,,,,,,
nugent-hyper_00001,nugent-hyper,5.0,-8.501090800523082,-11.313383220539873,0.04411091067416552,-11.313383220539873,168.31459029745295,0.21756532882740598,-0.03219152807228021,0.521235099482133,-8.47694026271553,0.16730674720219996,,,,,,,,,,,,,,,,,
nugent-hyper_00001,nugent-hyper,7.0,-12.194729217506168,-15.225268006893803,0.04617462081615866,-15.225268006893803,223.83545608361334,0.2175099363500521,0.1934773450367855,0.25936367357169593,-6.665674780230597,0.044318549514202076,,,,,,,,,,,,,,,,,
nugent-hyper_00001,nugent-hyper,9.0,-15.896133353931944,-19.11167764197107,0.048075333485392516,-19.11167764197107,176.3779960837096,0.22674904736016233,-0.2635240918683497,0.5451820707269958,-9.108118102315636,0.19015600598895402,,,,,,,,,,,,,,,,,
nugent-hyper_00001,nugent-hyper,11.0,-19.590776421538404,-22.904322686490634,0.048890180413656184,-22.904322686490634,214.83243857592072,0.21562019276897804,0.3634432277413424,0.23770206557913934,-6.59876558614911,0.038315609467563905,,,,,,,,,,,,,,,,,
nugent-hyper_00001,nugent-hyper,13.0,-23.269126727145228,-26.690704671394382,0.05002791962011744,-26.690704671394382,210.9279611537354,0.21295337974658834,-0.40999947629896205,0.47679774222409915,-7.851797586231601,0.1478091879060451,,,,,,,,,,,,,,,,,
nugent-hyper_00003,Bu2019lm,3.0,-5.6574623635928845,-11.443462932580138,0.0565962947685702,-11.443462932580138,9.293106123644725,0.11654524385771703,,0.4769581878102486,-10.091835038482495,0.013240802189834385,0.7366238597252492,,,,,,,,,,,,,,44.63549703001915,-2.7943436214181765,-0.6608765955670544
nugent-hyper_00003,Bu2019lm,5.0,-10.242217068331456,-17.305382463670128,0.06924707977664228,-17.305382463670128,7.079808890859045,0.6015504786331229,,0.42358256687544793,-9.924362354452924,0.03464221323339925,0.5344771870684677,,,,,,,,,,,,,,47.861703201051164,-2.9848174621254238,-0.7663196003903008
nugent-hyper_00003,Bu2019lm,7.0,-16.60737464992921,-25.7299898826427,0.07865620794120629,-25.7299898826427,5.649569601062308,0.6525194986012215,,0.2229928797790827,-8.954338843681828,0.05776063689362183,0.6093490133609964,,,,,,,,,,,,,,49.24889889286476,-2.986976342121791,-0.7374408272026622
nugent-hyper_00003,Bu2019lm,9.0,-27.2482149770382,-38.1528812382814,0.08923681330059484,-38.1528812382814,4.646207124691527,0.6311684902026018,,0.04459815920937077,-8.478227513000768,0.10665597138385638,0.6559771146510351,,,,,,,,,,,,,,49.40153374542229,-2.976617726515139,-0.6436268803902561
nugent-hyper_00003,Bu2019lm,11.0,-43.63795843829799,-56.79697172502537,0.09882577206942765,-56.79697172502537,3.374421742750551,0.7074039590461147,,0.49027627844788896,-10.206222692108321,0.179863013515957,0.7702962087295695,,,,,,,,,,,,,,49.590517722705776,-2.9704379884107857,-0.5937651737563607
nugent-hyper_00003,Bu2019lm,13.0,-69.21685165354414,-84.29053576335754,0.10688844182924985,-84.29053576335754,2.5681795062992863,0.9666115750025064,,0.5168498369008312,-10.622199259307104,0.30036187337132464,0.746577334229219,,,,,,,,,,,,,,49.43279379175856,-2.966806928395778,-0.652832172750311
nugent-hyper_00003,TrPi2018,3.0,-5.736318759775769,-11.080689835325115,0.06064796662727954,-11.080689835325115,155.0737049023907,-0.027493358085064465,,0.08074932607037907,-8.979065918467093,0.005408483994550723,0.17549709642995087,-0.5741818181048539,2.094155303144092,-0.2193701887668329,-2.1813505399598,53.0,0.05,0.1,1.0,0.0,3.09e+19,6.0,0.0,0.0,,,
nugent-hyper_00003,TrPi2018,5.0,-9.683369220678467,-17.432328180959818,0.07192685256689638,-17.432328180959818,177.14685881433152,-0.09256230850716002,,0.054298835913373145,-8.962176720683262,0.005385206838521856,0.16931376210951635,-1.5204003220190077,2.3054800056282816,-0.1472997988417779,-1.734356033263413,53.0,0.05,0.1,1.0,0.0,3.09e+19,6.0,0.0,0.0,,,
nugent-hyper_00003,TrPi2018,7.0,-14.168430680900741,-23.738845728426835,0.08105811786288256,-23.738845728426835,159.1881600200653,-0.08677914134977617,,0.06865398369501005,-8.91483059992483,0.011536411050074734,0.18272578198133296,-1.1554226683029132,2.154524189514748,-0.009685062463864469,-1.6879282900360826,53.0,0.05,0.1,1.0,0.0,3.09e+19,6.0,0.0,0.0,,,
nugent-hyper_00003,TrPi2018,9.0,-18.81879764015529,-30.226357189192527,0.08858655935556821,-30.226357189192527,156.6576160758089,-0.09091724952649213,,0.0084976054056579,-8.925141785297928,0.01857393081039296,0.16136013148308942,-2.275300886917938,2.16074938900772,-0.09999559474266384,-0.9067950050163631,53.0,0.05,0.1,1.0,0.0,3.09e+19,6.0,0.0,0.0,,,
nugent-hyper_00003,TrPi2018,11.0,-23.8490680598132,-37.18232984344747,0.09639197703356854,-37.18232984344747,153.19338849936378,-0.07701164430731722,,0.018783914973000675,-9.032546154757263,0.021013502951459102,0.1475150471469826,-2.933544650591423,2.154601722521943,-0.03711701009502466,-0.6415051906305402,53.0,0.05,0.1,1.0,0.0,3.09e+19,6.0,0.0,0.0,,,
nugent-hyper_00003,TrPi2018,13.0,-29.575427050180625,-44.2511299836732,0.10239088723759991,-44.2511299836732,162.1932185303505,-0.094341189253581,,0.018287656285220007,-9.021061759452815,0.031166321976801515,0.14909697077108405,-2.9483322824534923,2.23252333229288,-0.03663171992340741,-0.6640952097660313,53.0,0.05,0.1,1.0,0.0,3.09e+19,6.0,0.0,0.0,,,
nugent-hyper_00003,nugent-hyper,3.0,-5.519116376271303,-8.240737195114187,0.0445075639291727,-8.240737195114187,190.109274632435,-0.06075358196985137,-4.3682657342411595,0.5589093926815564,-9.810000333807057,0.22584280468690507,,,,,,,,,,,,,,,,,
nugent-hyper_00003,nugent-hyper,5.0,-9.196419162228432,-12.22546615496891,0.047368569285414684,-12.22546615496891,193.4302809547129,-0.044959848224123466,-4.342347210554765,0.5341552238952532,-8.767987044392047,0.21786978045049052,,,,,,,,,,,,,,,,,
nugent-hyper_00003,nugent-hyper,7.0,-12.876093148702246,-16.14027918073862,0.0497169374851057,-16.14027918073862,180.80113046839932,-0.048500846687163035,-4.163159548511598,0.5197189417519272,-8.447738058007287,0.20627900424670892,,,,,,,,,,,,,,,,,
nugent-hyper_00003,nugent-hyper,9.0,-16.557227539563538,-19.84202144423962,0.049987016136150204,-19.84202144423962,176.2245350176953,-0.04530797532719588,-3.0587328231314492,0.2200703880127084,-6.547426887770364,0.03744268119891551,,,,,,,,,,,,,,,,,
