candidate,model,tmax,log_likelihood,log_evidence,log_evidence_err,log_bayes_factor,luminosity_distance,KNphi,inclination_EM,KNtimeshift,log10_mej_dyn,log10_mej_wind,Ebv,log_prior,log10_n0,p,log10_epsilon_e,log10_epsilon_B,log10_E0,thetaCore,thetaWing,ksiN,L0,dL,b,q,ts,supernova_mag_boost
nugent-hyper_1,TrPi2018,5.0,-2.8326204049375234,-8.11348504133784,0.059741384661309814,-8.11348504133784,101.63453985502642,,0.15593035713394407,-0.39633920622753616,,,0.297913656862413,-11.732187298521316,-2.65909750101856,2.901993024802125,-0.08476434702523772,-0.7619074950303424,53.0,0.05,0.1,1.0,0.0,3.09e+19,6.0,0.0,0.0,
nugent-hyper_1,TrPi2018,7.0,-3.969832908410435,-10.675652739917702,0.06805467806608125,-10.675652739917702,111.40483441024998,,0.1653755498079601,-1.2843008346267064,,,0.07041947092166082,-11.070224678673869,-2.7949832893661735,2.839228766018506,-0.013812968759669086,-0.8080744070803005,53.0,0.05,0.1,1.0,0.0,3.09e+19,6.0,0.0,0.0,
nugent-hyper_1,TrPi2018,9.0,-3.8402099923511805,-10.823617022148994,0.06867993243207861,-10.823617022148994,104.58545635147914,,0.17383286617574095,-1.1800372416970326,,,0.1377862009393275,-11.164931893244743,-2.738188422060939,2.9033145365683635,-0.015260678630239166,-0.12611486851484432,53.0,0.05,0.1,1.0,0.0,3.09e+19,6.0,0.0,0.0,
nugent-hyper_1,TrPi2018,11.0,-5.6306048379740155,-14.34176174275205,0.07816121218784193,-14.34176174275205,104.91261792554732,,0.1415533370572429,0.38072036252723196,,,0.1410019764357807,-11.376076668936786,-2.664296506719457,2.691405731293302,-0.11153242857570067,-0.9339579883637557,53.0,0.05,0.1,1.0,0.0,3.09e+19,6.0,0.0,0.0,
nugent-hyper_1,TrPi2018,13.0,-6.863234475759274,-17.44452616870022,0.0870636735117445,-17.44452616870022,106.65613677292923,,0.19142068992965092,-0.8276428558341322,,,0.05917497191777785,-10.903369101859528,-1.7355432256712617,2.7651444321171335,-0.01890681056537913,-0.004781507679109787,53.0,0.05,0.1,1.0,0.0,3.09e+19,6.0,0.0,0.0,
nugent-hyper_1,TrPi2018,15.0,-8.337867682197937,-20.249796324532447,0.09356347183654809,-20.249796324532447,104.17006181821229,,0.16718495173866224,-0.7919463779559277,,,0.04207420142515304,-11.004513205567125,-2.6733036726093964,2.8529985092416905,-0.011697062196816432,-0.03696582932076309,53.0,0.05,0.1,1.0,0.0,3.09e+19,6.0,0.0,0.0,
nugent-hyper_1,nugent-hyper,3.0,-1.8381305212856947,-4.599404263508435,0.04636270755222315,-4.599404263508435,172.14070250358168,,,-0.3822440424940585,,,0.13162497639204268,-7.827536824962152,,,,,,,,,,,,,,-4.211654628991064
nugent-hyper_1,nugent-hyper,5.0,-2.757604216680652,-5.757911899447335,0.04874907945638101,-5.757911899447335,156.19468710215617,,,-0.3190123481738487,,,0.4008183007684107,-8.77101188615707,,,,,,,,,,,,,,-4.949929089423566
nugent-hyper_1,nugent-hyper,7.0,-3.676520346830663,-6.698682092096585,0.0491431065754983,-6.698682092096585,135.92906210442158,,,-0.2818070373716566,,,0.3419148942083667,-8.475885176296185,,,,,,,,,,,,,,-4.420088282055426
nugent-hyper_1,nugent-hyper,9.0,-3.6766308028524644,-6.898872115871227,0.05080663863540995,-6.898872115871227,236.50910390341332,,,-0.27699200321859063,,,0.09117570379785593,-7.739737946002533,,,,,,,,,,,,,,-4.871619247331972
nugent-hyper_1,nugent-hyper,11.0,-4.5955436897257576,-7.905653817323361,0.051748696992386906,-7.905653817323361,209.0646552703446,,,-0.2966632890427645,,,0.1310878961594121,-7.8263190760974695,,,,,,,,,,,,,,-4.68993968274858
nugent-hyper_1,nugent-hyper,13.0,-5.515529723956278,-8.914311777575236,0.05249117226930579,-8.914311777575236,204.4794005129968,,,-0.29634386395142576,,,0.0072461490473821,-7.578973423039255,,,,,,,,,,,,,,-4.207264588336985
nugent-hyper_1,nugent-hyper,15.0,-6.434343324733115,-9.9656742648941,0.053535614496827484,-9.9656742648941,136.1020551490039,,,-0.2474387964710636,,,0.12378090419125276,-7.809897230945982,,,,,,,,,,,,,,-3.6917223761025055
nugent-hyper_2,Bu2019lm,3.0,-3.813974915014811,-12.079715599725958,0.07204634586531394,-12.079715599725958,9.842889162073611,47.065804607491806,0.760873787081912,-1.8718046443310437,-2.7941096646045924,-2.0532854357463846,0.22379143406876403,-8.77030344338353,,,,,,,,,,,,,,
nugent-hyper_2,Bu2019lm,5.0,-7.2764393341251115,-14.685899681430634,0.06812821039419567,-14.685899681430634,9.642238722591818,48.806013871578216,0.7215406288839454,-1.9730809089373553,-2.9022872341111197,-2.080050785589333,0.15719392630177106,-8.638463049168696,,,,,,,,,,,,,,
nugent-hyper_2,Bu2019lm,7.0,-13.727424915459078,-21.085517961056997,0.06205401719650587,-21.085517961056997,9.971373946921348,47.15084682473693,0.7718516486200578,0.9478187417968749,-2.858167804010008,-1.974409756906926,0.2888576791048162,-8.96548755737191,,,,,,,,,,,,,,
