luminosity_distance KNtimeshift supernova_mag_boost Ebv log_likelihood log_prior
258.4978610277176 -1.319427728652954 -4.414541125297546 0.4293521318435669 -14.120865021753557 -8.95289210309022
143.86601448059082 0.28388524055480957 -3.0361658334732056 0.13311849195957184 -13.14607368701358 -7.830930963742143
188.79134113543563 -1.0253927215134533 -3.6699270404886164 0.3537723566738786 -13.133794872468009 -8.528701395737892
296.33341865519714 -0.9189894340636555 -4.552038193149246 0.2845614589694313 -12.994337609512815 -8.253671718181723
166.6857150919388 -1.1662316049437043 -2.426722745763862 0.05725856219351189 -12.469458371043306 -7.671629920213601
348.73717576265335 -1.1130303144454956 -4.856698513031006 0.248160267162323 -12.405353255573502 -8.134588261334098
200.7822298798041 -1.1299678316240398 -3.1973308516953423 0.14648716383919494 -12.361218661952256 -7.861836704306348
134.09598421669193 -0.6068829946287824 -4.480669253884495 0.11037563778494708 -12.35136979175261 -7.780453797930418
328.34546853843426 -1.0399089283163372 -4.263989590754923 0.10504208662152853 -12.334532709446286 -7.768976045758201
213.83868250553573 -0.85582927384018 -3.1350496665163594 0.054084490338565244 -12.2871371814974 -7.66548727084036
170.26639223012765 -0.37184423942701716 -4.940757919632488 0.08648778230558639 -12.275383746019974 -7.730043434130669
218.2075725558268 -0.7546430231320496 -4.976269012700739 0.5500395429767747 -12.147084264892467 -10.80877733228972
340.2706621586229 -0.10519412798001815 -4.829634903750725 0.12689580084938906 -12.146154169907264 -7.816864747119812
125.3970974800227 -1.9322978021349506 -4.328073850740664 0.15692436614881397 -12.113175139979278 -7.886647450070582
214.29439718206498 -0.8965684056776324 -3.0949566425606205 0.028791139086858118 -12.04143359515091 -7.617841437116061
283.6941033601761 -1.8302701711654663 -4.0141355991363525 0.1742583636045456 -11.942251855625996 -7.92926360737114
284.78104089818305 -0.5016792896578481 -4.048267884041364 0.059408423883075115 -11.940629797229839 -7.675811995477846
329.51069027199173 -0.5007922443822126 -4.309422242068363 0.030987000286924204 -11.904507427457133 -7.621889031505913
270.445841550827 -1.1278725862503052 -4.934266209602356 0.40049869172573094 -11.86347163646846 -8.769150896658683
218.83176970850883 -0.9587464735019358 -3.898930318055436 0.239682753365628 -11.859134552906855 -8.108778399612149
180.46895414590836 0.049076080322265625 -3.883201479911804 0.1871347583770752 -11.823809727980331 -7.962139383330699
255.47753796350386 -1.5940786635636148 -4.526681025907088 0.36274491865478076 -11.790130277870327 -8.570607709088572
239.06639428807006 -0.9062585441232034 -4.445053447525324 0.3133975276415145 -11.689314493438962 -8.35923381224945
136.77739202976227 -0.20511579513549805 -4.742766618728638 0.22444474775791168 -11.664107342820198 -8.063997533693676
202.22629606723785 0.21543043851852417 -4.214431047439575 0.11329846315383911 -11.637317179427857 -7.786800020920102
259.37745517485956 -1.3383407412970247 -4.00032696009939 0.15940659384067818 -11.50789439216176 -7.892639792571433
282.38887093877184 -1.6204819733278781 -3.931983503244611 0.10791103590461576 -11.499132991865341 -7.775133620392602
300.86797922849655 -1.8221761584281921 -4.95919942855835 0.3672668932199478 -11.493592210251244 -8.592412349889498
152.03880345919384 -1.0710591754841239 -3.5351344061601706 0.36276169038879985 -11.484598959006588 -8.570687709080891
272.6406928098028 -1.3862993737382603 -3.9928401872255184 0.1236024149500993 -11.484594501385224 -7.809499446399931
347.3007755037767 -1.1655311545917795 -4.243831364542096 0.02317565470293087 -11.480896834779534 -7.607564418123222
129.43338960426166 -0.8099679800756179 -4.17125394763595 0.11376787542045981 -11.467512110371135 -7.787823002482808
278.91982842072025 -0.9633147899478782 -4.63619211357177 0.24612308649160075 -11.410185306780184 -8.128324970942248
127.33412090156664 -1.3489057901937638 -4.240410719922542 0.1582459278372951 -11.395274570218143 -7.88983336011388
165.16547190477962 0.05540583070769767 -4.567289929536391 0.10569351403438751 -11.364034336260243 -7.770370869324822
333.6163434042547 -1.1984725967363525 -4.865522702720309 0.20194764969525963 -11.274361264763682 -8.001346592387804
187.1081836515549 0.06884936113515927 -4.630948440158288 0.053283453938923545 -11.254120249361057 -7.663943002848228
267.64282905521145 -0.4209477307529834 -4.236639903238181 0.08025039823547869 -11.244371165449596 -7.7172886807891965
247.7412876595618 -0.3798861660273045 -4.592505697240757 0.23131764016014356 -11.242382982567666 -8.083947447110846
180.71254561641717 -0.4130974130427534 -4.9606960064092895 0.545317570600816 -11.230572717320717 -10.617186263734467
166.08621810183706 -0.4253878183960764 -4.666473790228898 0.5321642260479496 -11.229286875388663 -10.221314920485005
191.955004632473 -0.7232373952865601 -4.774512052536011 0.04396642062664032 -11.224560902800341 -7.646154299905346
253.98687247304352 -1.771015136488682 -4.691896524993603 0.3871100439097736 -11.213683842394381 -8.694149491373437
251.72033334062846 -0.873965187997316 -4.625617202983919 0.2839513636094223 -11.147674066180276 -8.251554386365786
152.4514242629016 -0.06636266285269987 -4.637936385516955 0.18147371221354897 -11.140417335492216 -7.94755239976157
136.9723060679973 0.14870669866423736 -3.4958033643603823 0.05415097010219088 -11.113555011712025 -7.665615540255683
215.9696266055107 -0.8767201900482178 -3.4620344638824463 0.047690708613395694 -11.043771340828311 -7.653227041155101
193.22966455131558 0.11083416503567012 -4.58514657762713 0.11113750492515403 -11.029472659510446 -7.782104135108102
139.42755024021554 -0.05021543416213792 -3.0605274014727986 0.07540721567619077 -11.007696904719472 -7.7074959121610105
140.73994314535335 -0.3734286900034527 -3.8259383852188753 0.001530007740027389 -11.006897639036403 -7.5689099202653605
244.23209223060127 -0.5701766524361713 -4.83030479385565 0.3082067778924996 -10.968603045652994 -8.339390682330013
244.23209223060127 -0.5701766524361713 -4.83030479385565 0.3082067778924996 -10.968603045652994 -8.339390682330013
130.17149082918144 0.08559195983851531 -3.4440687773565046 0.051438493671698976 -10.962029776356315 -7.660395264872006
151.64784023876746 -0.8081576621739195 -4.366580586977578 0.10974708837976481 -10.950247680039782 -7.779094297659833
245.88795033476703 0.01831746984791316 -4.779153709788638 0.1376197387207451 -10.9345036173713 -7.84123066271434
251.0443862460837 -1.864630366048153 -3.6488493444446246 0.08172733174314871 -10.904483117574571 -7.720294177641442
222.8439445378939 -1.2374831314619847 -3.7996936681277624 0.1500095751821253 -10.895317198927076 -7.870141356072256
245.4811651785309 0.06487492757261881 -4.846906847784051 0.0356270011345218 -10.89058930133014 -7.630496135472793
143.49349052651974 0.04948954004548156 -4.2319024069667615 0.20667809890939778 -10.887128431744927 -8.014198208192976
143.49349052651974 0.04948954004548156 -4.2319024069667615 0.20667809890939778 -10.887128431744927 -8.014198208192976
175.3996143916835 -0.5580823621366626 -4.669632824872599 0.10641203605293027 -10.873049771754976 -7.771911614336763
175.3996143916835 -0.5580823621366626 -4.669632824872599 0.10641203605293027 -10.873049771754976 -7.771911614336763
159.1673774817418 0.04367714068086581 -4.245053146022142 0.21723486126085023 -10.852714461701895 -8.043488558829232
129.70423426148636 -0.10845557070332479 -3.610450692150266 0.03155264479524765 -10.817738581062542 -7.622934333696384
240.3340496591577 -1.4523606136044056 -4.1753756747771815 0.21615194948510333 -10.81640335442392 -8.040444160360083
252.90965288877487 -1.383425772190094 -4.846925735473633 0.3665361603498459 -10.80992134801214 -8.588856442010245
129.12211711380834 -0.36141440365930655 -2.9444121051389356 0.13982609060135573 -10.809457743636163 -7.846318219133983
258.46611820410726 -1.6169267580503472 -3.5690490132308588 0.008319922734343049 -10.804791697756572 -7.580875197301893
133.8496030985763 -0.10220275021309244 -3.5058882079435207 0.22638332108945924 -10.794295083435358 -8.069584440849422
223.73093976762914 -0.6248877513099405 -4.271260710595511 0.19555191828743945 -10.770723777597993 -7.9842292797334835
