luminosity_distance timeshift inclination_EM log10_n0 p log10_epsilon_e log10_epsilon_B log10_E0 thetaCore thetaWing ksiN L0 dL b q ts Ebv log_likelihood log_prior
174.64420434239167 0.4447684656152213 0.14900618036114974 -0.8945225815587596 2.6681999781119616 -0.9268653365629893 -2.6087354221596177 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 0.0 -17.593168728730863 -10.240260179580158
158.85723292827606 0.9220886528491975 0.1079057054821321 -1.961542010307312 2.842652201652527 -2.2639322876930237 -0.35341304540634155 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 0.0 -17.342691479506552 -10.561228359662646
181.6161505774787 0.573908111647126 0.14845808725364748 0.32764105156547174 2.2723775062902343 -2.2311945210428092 -1.6257149328407219 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 0.0 -17.072319629624715 -10.243918072732821
169.13975094184576 0.33350587112715746 0.15988455495770376 -1.4386568001559898 2.3750945258460114 -2.0906472731922348 -0.39332102747052966 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 0.0 -17.005953854273464 -10.170356872224593
163.75111189028695 0.19908352514598535 0.16158390791311672 -0.45145416707340047 2.9791022990779785 -1.7912568322437363 -0.8630885546099387 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 0.0 -16.77728089705804 -10.15987553940501
173.5450238462568 0.00643219190986026 0.15191325796883054 -0.9316757328281038 2.9170373659866353 -1.3719428309979391 -0.752097739676 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 0.0 -16.221985524699 -10.221084296803467
151.11293835466105 0.3881715201965278 0.1621367969268586 0.43125462329710995 2.2178007650422726 -1.668469934935027 -0.8143558961902349 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 0.0 -16.213265445310704 -10.156489578909637
184.86900305123456 0.7146106985322069 0.1438369970167581 -0.48657847900825457 2.2082798674945967 -2.328712313603894 -1.1132202116638235 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 0.0 -15.859680169350298 -10.275314615545101
151.44100528716214 0.7220145830832917 0.15116263123503373 0.32176498544847654 2.2323507047632365 -2.3520690636581714 -2.171924885902052 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 0.0 -15.851183068408277 -10.225999723896134
155.41515104771028 0.41352907156877317 0.08283132280387254 -2.34021386456054 2.6592011700158418 -1.6687538194204588 -2.104599274291884 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 0.0 -15.826930801012438 -10.824882229119009
153.3229836821556 0.895961743593216 0.17444971453189212 -1.7736214399337769 2.41451096534729 -0.644729733467102 -2.0735524892807007 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 0.0 -15.595093333910143 -10.083985488547066
183.4827235341072 0.13869810700416565 0.14856366914224578 -2.4159046411514282 2.397116184234619 -0.980545699596405 -2.209005117416382 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 0.0 -15.580243203544981 -10.243212370020602
173.8404684098926 0.5034309524365814 0.16423141279822376 -1.1263840491177066 2.417275828274167 -1.468452960577856 -0.773154559135365 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 0.0 -15.522093101577589 -10.143767635213889
152.61411237454178 0.24841526349437046 0.13604569263253846 -0.8325607619068136 2.4570978703263204 -1.3257614688658408 -2.373792547586577 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 0.0 -15.507314373174658 -10.330640586627567
155.80016821622849 0.6347497582435608 0.1460457205861631 0.7535061836242676 2.2480984330177307 -1.6852748394012451 -2.388772130012512 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 0.0 -15.458345354605362 -10.260182442978115
181.73535014029437 0.6765078793331378 0.1748941415346086 2.7668402639485157 2.1981697779637206 -1.0902025269322433 -2.0182959120488952 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 0.0 -15.422831107201887 -10.081467063504938
167.50471673033138 0.21454280850247795 0.11549624275127386 -2.1841573017601936 2.8170275151668203 -1.0662725676735256 -1.9123259773786967 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 0.0 -15.418537261747797 -10.493530967996367
158.35044771432877 0.38288040757179265 0.03416004223809262 2.03819739818573 2.9621042609214783 -0.5670726299285889 -1.7124792337417603 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 0.0 -15.373219861946232 -11.70968263431541
169.5700527495824 0.00877359679937402 0.1578025471678793 1.030095370443969 2.761439254415013 -1.5136878888415564 -0.4331777354910482 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 0.0 -15.048567376759157 -10.18335392176411
173.82391951034845 0.38112880600407284 0.046845745576906975 -0.8849710083102034 2.117580689140919 -1.9246054503688874 -1.6705519318496829 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 0.0 -15.019026876799732 -11.394050333035485
153.51109400447436 0.9011966857562482 0.12730540503818516 -1.325548194726305 2.8503114739651663 -1.6161554755414766 -2.2260371986548613 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 0.0 -14.949271542160705 -10.396658355408107
164.05279633569637 0.22278800519357841 0.16864375152007116 -0.5611530477377364 2.6381049202342535 -1.899439432973715 -0.9640245723431295 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 0.0 -14.943458313917777 -10.11750085759591
166.123568713665 0.002817696332931524 0.14314329364452819 2.4780099391937256 2.354445517063141 -0.6608839631080627 -2.2666136026382446 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 0.0 -14.94325344965026 -10.280115901306253
177.96606827299428 0.07079385055417853 0.16145532366914223 -2.801244618016062 2.34025384874805 -0.5787901383657124 -2.04306133391717 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 0.0 -14.94316242583956 -10.160664694993173
