Nested Sampling Global Log-Evidence           :   -0.147748286699152196E+02  +/-    0.641428866796815433E-01

Local Mode Properties
-------------------------------------------

Total Modes Found:           1


Mode   1
Strictly Local Log-Evidence   -0.147748286699152196E+02 +/-    0.641428866796815433E-01
Local Log-Evidence   -0.147748286699152196E+02 +/-    0.641428866796815433E-01

Dim No.       Mean        Sigma
   1    0.167597126009937824E+03    0.948483388964629270E+01
   2    0.267780767114881857E+00    0.293148186927330523E+00
   3    0.141752961958686391E+00    0.214366576777174356E-01
   4   -0.898799730043237655E+00    0.927138460401770725E+00
   5    0.248031985772802077E+01    0.237709072455505432E+00
   6   -0.385778239626005715E+00    0.202787847803792387E+00
   7   -0.130263387837996181E+01    0.747524379184871024E+00
   8    0.276962666871720109E+00    0.151150695615665492E+00

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.165211916649803584E+03
   2   -0.613104563463292354E-01
   3    0.167222072308107289E+00
   4   -0.149146365963658489E+00
   5    0.234001281281372098E+01
   6   -0.270327477964240614E-01
   7   -0.832779543037268866E+00
   8    0.552610401462084289E+00

MAP Parameters
Dim No.        Parameter
   1    0.165211916649803584E+03
   2   -0.613104563463292354E-01
   3    0.167222072308107289E+00
   4   -0.149146365963658489E+00
   5    0.234001281281372098E+01
   6   -0.270327477964240614E-01
   7   -0.832779543037268866E+00
   8    0.552610401462084289E+00
