    0.185338222980499268E+03   -0.676647961139678955E+00   -0.215521812438964844E+01    0.783017219781875634E-01   -0.856679431038354089E+01
    0.306140517291867013E+03   -0.180804256728884227E+01   -0.325078737308308430E+01    0.885127639933870752E-01   -0.784927529282348768E+01
    0.259889176487922668E+03    0.242750167846679688E+00   -0.310835540294647217E+01    0.237674124240875272E-02   -0.769709468349370951E+01
    0.275621248243107459E+03    0.399253296679575875E-01   -0.391763110768844180E+01    0.205546702831435751E+00   -0.741733403479092068E+01
    0.297053810954093933E+03   -0.976055979728698730E+00   -0.398179113864898682E+01    0.239467282247543350E+00   -0.715912216602148188E+01
    0.345768144726753235E+03   -0.267052650451660156E+00   -0.383772790431976318E+01    0.494834230899810837E-01   -0.701699830422859527E+01
    0.292900314759513321E+03   -0.164822500982502795E+01   -0.324401421136857104E+01    0.722038653209087361E-01   -0.701547806054233636E+01
    0.302488180994987488E+03   -0.188144940137863159E+01   -0.330179274082183838E+01    0.454155698776245106E-01   -0.653278536045908886E+01
    0.338030885357210195E+03   -0.835435128161076346E+00   -0.487927441732732703E+01    0.354200425003522279E+00   -0.645291415873986374E+01
    0.187374796764346911E+03   -0.110396439342079278E+01   -0.468423312118506541E+01    0.443018410006244187E-01   -0.637953092650129427E+01
    0.348752705752849579E+03   -0.944387853145599365E+00   -0.414302945137023926E+01    0.134828846311569217E+00   -0.636221616317527872E+01
    0.191955004632472992E+03   -0.723237395286560059E+00   -0.477451205253601074E+01    0.439664206266403221E-01   -0.625019909933253182E+01
    0.242250429443661687E+03    0.268044822840452390E+00   -0.375908005699307912E+01    0.146618575887476982E+00   -0.619174980350716009E+01
    0.186489748954772949E+03   -0.139641284942626953E+00   -0.283049464225769043E+01    0.103895795989036560E+00   -0.616730756606450381E+01
    0.195900614559650421E+03    0.452427387237548828E+00   -0.462301254272460938E+01    0.481409632945060728E+00   -0.594686345368708835E+01
    0.136641336977481842E+03   -0.141770511865615845E+01   -0.449564039707183838E+01    0.270639770579338079E+00   -0.574451909881161438E+01
