luminosity_distance KNtimeshift inclination_EM log10_n0 p log10_epsilon_e log10_epsilon_B Ebv log10_E0 thetaCore thetaWing ksiN L0 dL b q ts log_likelihood log_prior
153.4919157882309 0.1515968990539264 0.1419636611450821 0.13021807914295902 2.534490683956808 -0.35121692548407024 -0.37230035147283314 0.23285871393426502 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 -21.240112406510384 -9.559512923998343
162.26497996532154 0.510226444704497 0.12096963206915569 -1.9974168494968656 2.7729821442696956 -0.6950932199868527 -1.5461551498684294 0.29921476527796453 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 -21.00648644880554 -9.936068895972264
168.27700757364386 0.42381108307161786 0.14907218341556394 -0.9844726331484113 2.8611082121475553 -0.3551994787220165 -1.4275220342677504 0.3380916811956903 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 -20.675114589528143 -9.88195639240174
161.8531183193618 0.4602207024016801 0.13446099352286695 -0.4098352071011164 2.3472385965542664 -0.837868379061089 -0.659193419627846 0.24594298857850624 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 -20.67321452440002 -9.652761073246177
183.6106196304633 0.7495250638232466 0.10174653558305642 -1.1413439446670914 2.88028198781811 -0.31560412120074055 -2.087431026445853 0.4684974983470101 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 -20.631619269489427 -11.07510662118587
170.2988416399619 0.409750210007239 0.15471644870217893 0.01900223500026854 2.8647196654154516 -0.2867587840116643 -1.856399209397365 0.17671600059215287 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 -20.509155982348513 -9.321101111471869
167.6208444621913 0.15855012711311353 0.12218337390597037 0.07409054576272478 2.419954650148669 -0.16137016482150912 -0.619547123264943 0.4908826519627409 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 -20.372455762860735 -11.135468914018306
164.5375063958638 0.4878506855720749 0.11659708047313982 -0.8867973127676545 2.9416602212774503 -0.4537510268121254 -1.8113694907120763 0.3596491051612189 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 -20.3707974896974 -10.222739015806054
175.07197787515386 0.7171164925749861 0.13117738450247027 -1.9480804939255976 2.389699609518731 -0.47003597365514516 -0.8370438346528317 0.2733559067811483 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 -19.86488433128078 -9.7650464288029
153.42382802813444 0.3603693081976719 0.12683795798418138 -0.8231858779014463 2.3134015800552157 -0.40500430395872655 -0.9570151675126404 0.28122813228476606 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 -19.54498679860147 -9.825177079915042
181.18396983894195 0.37882038211243396 0.16233294712340487 0.07953624901617129 2.154538471542732 -0.6496639594473956 -0.36733029456397936 0.06985253332361686 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 -19.522719304311295 -9.034374693424521
174.66413645355146 -0.0545856932461253 0.15995422372939247 -0.6905269552941524 2.3728026356835215 -0.5468992852054981 -1.6884974339225272 0.3193768297182027 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 -19.411892749352237 -9.735217512197275
175.94462176690698 0.12202300217300185 0.14020839098282142 -1.507986861207585 2.841115146274752 -0.57323312659965 -1.611078565991101 0.30530146803020675 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 -19.406543788904536 -9.811849484861304
166.79740572916188 -0.02511486974534287 0.15615547507363067 0.7388128024039151 2.061376526478589 -0.053952074413053275 -1.4759125892878062 0.12290293301755727 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 -19.19599041489333 -9.18440430559293
167.48298952564383 -0.09080871545358452 0.11031790613934517 -2.0884324597497717 2.4524616895454905 -0.9542715049848645 -0.17504140544476599 0.2974847262017592 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 -19.15688649651857 -10.021518338422222
174.3233179352111 0.5644857657029548 0.11264553830968699 -1.5653175014132097 2.5136576501082697 -0.8739187372886188 -1.267899484406723 0.23909501074294906 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 -19.137802465339927 -9.808130100764187
164.80673841116356 0.6441918265736339 0.09365779320404664 -1.177976933322444 2.18045615658148 -0.2370358902791887 -2.0926808534104806 0.45241718163172867 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 -19.125502131095942 -11.01378458066501
154.9698504190895 -0.0719271661770221 0.1461011915336104 -0.5649411205011798 2.2852350750941537 -0.2763591528710543 -2.991941801310957 0.06955688995456817 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 -19.07654382146286 -9.138300823665983
167.97975285190083 0.0203426407866234 0.13646347286743357 -1.2410386330874623 2.4991247479046312 -0.554047326090144 -0.9815705114306037 0.034132765433740796 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 -19.001395132371023 -9.138011889212647
162.37644610204853 -0.0013352072711365487 0.1583033287860528 0.9242003867996025 2.1200197078077676 -0.12683432686605123 -2.14530515576475 0.042098802690526224 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 -18.945935035123256 -9.005540398053167
150.04233347219633 0.46446180061343245 0.10294244862790869 -1.3049737341444962 2.4882860407969445 -0.6004146054853083 -1.6073510259944517 0.5507778086064564 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 -18.869567886785912 -12.633194951304741
164.12425594557118 0.32257605996710126 0.09573535141983663 -2.6199381888873887 2.1381488983653347 -0.5134493093821573 -0.28137582854284426 0.27356524271847615 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 -18.85130009159741 -10.079367995125521
171.89292081022612 0.6894509131260234 0.10572523673291093 -2.77652951549332 2.84528524875865 -0.21171717461790474 -1.568460367245879 0.13007031458746393 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 -18.644349777385873 -9.588282927665281
