luminosity_distance timeshift supernova_mag_boost Ebv log_likelihood log_prior
213.488309223148 -0.45965140917802727 -3.8140399954148583 0.0 -64.44307558884236 -7.313220387090301
180.30564609353235 -0.4440267551069148 -1.7970691687399096 0.0 -62.949079997830566 -7.313220387090301
200.01935362815857 -0.5894026756286621 -3.5541564226150513 0.0 -62.55295639338565 -7.313220387090301
218.8449045770421 -0.5957365263917752 -3.758103011602831 0.0 -62.357625850365544 -7.313220387090301
173.82799746208968 -0.6394945382031912 -1.6243004160658927 0.0 -62.1621559969472 -7.313220387090301
194.2605773350929 -0.7866647914145346 -3.461721708080025 0.0 -62.02065666769654 -7.313220387090301
159.9409366374506 -0.7900949083630849 -1.3764009677330256 0.0 -62.01067620599053 -7.313220387090301
208.14027074825688 -0.4477269977789271 -3.5667019124508137 0.0 -61.91152416976954 -7.313220387090301
219.20890660913545 -0.2325159712455166 -3.6111690052150056 0.0 -61.88593318993434 -7.313220387090301
169.10811768594232 -0.7359564512596541 -1.5476231951839825 0.0 -61.65833998617472 -7.313220387090301
222.2390592098236 -0.24826264381408691 -2.5677627325057983 0.0 -61.64514945203896 -7.313220387090301
164.1726677146057 -0.6427948790995432 -1.5280101655254752 0.0 -61.57932779426768 -7.313220387090301
186.29879870334108 -0.039744679741249955 -2.626112266688006 0.0 -61.499333505966376 -7.313220387090301
159.31341420740785 -0.5349563270289797 -1.562864291836978 0.0 -61.1904895497391 -7.313220387090301
163.19045175832747 -0.6940917565632323 -2.995329540075842 0.0 -61.13797245983652 -7.313220387090301
170.93241418900269 -0.3151062428760477 -1.9258772352568423 0.0 -61.05998463131429 -7.313220387090301
169.78991699045454 -0.08107251618291123 -2.24175779337727 0.0 -61.04355344289726 -7.313220387090301
188.0494798607914 -0.6091909954618575 -1.9164004328094086 0.0 -60.984410058532006 -7.313220387090301
168.4760488481281 -0.20252499759604192 -2.027241367618225 0.0 -60.92559256561552 -7.313220387090301
195.99775662339331 -0.9043092166343007 -3.4036722297124182 0.0 -60.85086862844797 -7.313220387090301
173.9214080511024 -0.11212433721826165 -2.872814440722047 0.0 -60.837841787341404 -7.313220387090301
184.30429238993386 -0.07150119657694531 -2.8233850823950744 0.0 -60.8028250767774 -7.313220387090301
201.07908553342224 -0.2793180844659282 -2.3872384811322878 0.0 -60.794038360885885 -7.313220387090301
220.60928642749786 -0.2164318561553955 -3.478110432624817 0.0 -60.72838395247296 -7.313220387090301
182.87400580411554 -0.393906568591715 -2.0617222877984154 0.0 -60.72283630402892 -7.313220387090301
159.16874084672327 -0.3140278138013455 -1.8058795420407852 0.0 -60.720443530154384 -7.313220387090301
174.09091966574377 -0.12602781866343293 -2.2570542781899188 0.0 -60.64555460319724 -7.313220387090301
153.25079563457666 -0.29166518863170754 -2.6669912784887946 0.0 -60.56982570132554 -7.313220387090301
185.08555143978268 -0.2976234206460203 -3.1042155215904894 0.0 -60.503059797828094 -7.313220387090301
164.51943772792447 -0.6531025644487718 -2.9614639123989255 0.0 -60.49557252609607 -7.313220387090301
164.8418047138067 -0.16698401854245215 -2.0945501732644614 0.0 -60.47417183468315 -7.313220387090301
155.37620711338693 -0.8964275635400246 -2.8438264706929792 0.0 -60.465788230915884 -7.313220387090301
193.04358902983697 -0.45269571198058867 -2.151196210151606 0.0 -60.43290714759 -7.313220387090301
217.77119636535645 -0.915542721748352 -2.1766430139541626 0.0 -60.419933566209686 -7.313220387090301
164.15479481220245 -0.6409839391708374 -2.947983145713806 0.0 -60.4150259629981 -7.313220387090301
152.9434170666918 -0.18012457846991048 -2.554733945079329 0.0 -60.41127597133925 -7.313220387090301
175.03137369807672 -0.5366375793522709 -1.8493707402767026 0.0 -60.39987776126989 -7.313220387090301
211.2877848920277 -0.8340195612449763 -2.1434312616268523 0.0 -60.378233042329164 -7.313220387090301
213.6761337518692 -0.09485101699829102 -3.1056565046310425 0.0 -60.32615926426291 -7.313220387090301
207.430156991296 -0.9782612167186758 -3.4963955569411613 0.0 -60.294797033892095 -7.313220387090301
164.32596465507459 -0.39688580209792945 -2.854785342803104 0.0 -60.289477286109175 -7.313220387090301
185.74021347929684 -0.4806227099014102 -3.1786744586009417 0.0 -60.28458235980121 -7.313220387090301
152.3858352186426 -0.1916734672857765 -2.5301449349216316 0.0 -60.25265411722298 -7.313220387090301
161.67887886106374 -0.7759378543337879 -2.907212424726692 0.0 -60.22289290601732 -7.313220387090301
205.05999825536122 -0.3244614605822391 -3.300521014932598 0.0 -60.168878448129334 -7.313220387090301
208.19858992208106 -0.529762770091889 -2.2973524823907274 0.0 -60.164038094682326 -7.313220387090301
183.3992650752291 -0.15107324806286215 -2.8894533642859868 0.0 -60.15036492478535 -7.313220387090301
204.8373580513943 -0.4392794395821278 -3.3590555567845373 0.0 -60.144034039409334 -7.313220387090301
211.56171310850598 -0.5937263016528097 -2.2835065590536847 0.0 -60.14350109218212 -7.313220387090301
205.1030449191374 -0.649561237189699 -2.1776053449646504 0.0 -60.114423561323584 -7.313220387090301
208.521547711285 -0.7183259481821178 -3.473422856655257 0.0 -60.09121856966554 -7.313220387090301
181.0059103336644 -0.6293344281723761 -3.1536874308643412 0.0 -60.08964650788069 -7.313220387090301
217.9377734860463 -0.5335098739460663 -2.416202716197847 0.0 -60.06140113565847 -7.313220387090301
164.0431536389636 -0.287843118241229 -1.9848890166106488 0.0 -60.053948899194225 -7.313220387090301
179.17997767554027 -0.583864589025135 -1.9065865912852527 0.0 -60.02421758472102 -7.313220387090301
177.3987234778891 -0.704321854359847 -3.1117431504921536 0.0 -60.02407562434341 -7.313220387090301
216.4706866931309 -0.1275474404110728 -3.120121778684065 0.0 -60.0183209092727 -7.313220387090301
199.8866232745264 -0.16410863054118274 -2.6837501452446384 0.0 -59.980761888130516 -7.313220387090301
153.523488342762 -0.1756148338317871 -2.0291346311569214 0.0 -59.973011741571604 -7.313220387090301
157.36305513721297 -0.21618855284080807 -2.572076445133275 0.0 -59.96387916702512 -7.313220387090301
220.84809208098426 -0.1833721406135611 -3.293255687078911 0.0 -59.9324030847546 -7.313220387090301
152.437824010849 -0.8116523027420044 -1.4130866527557373 0.0 -59.92139516513917 -7.313220387090301
162.29327878751133 -0.31261122262948504 -2.7252099955112734 0.0 -59.9093441576035 -7.313220387090301
192.99693986921247 -0.838922925679443 -1.9519076188783946 0.0 -59.90417561118423 -7.313220387090301
204.24516439318364 -0.901493780071404 -3.423097335888121 0.0 -59.898449605487535 -7.313220387090301
212.43473899424987 -0.8813324363309886 -3.515091251083016 0.0 -59.88383005915773 -7.313220387090301
194.41188722848892 -0.18646860122680664 -2.5858181715011597 0.0 -59.883782363642936 -7.313220387090301
196.80212854289948 -0.731530332124968 -2.0532272568109757 0.0 -59.8696531439248 -7.313220387090301
207.5029045343399 -0.3171583414077759 -2.5502848625183105 0.0 -59.85854987487063 -7.313220387090301
209.8276651573974 -0.7624232515301688 -2.2034112416823493 0.0 -59.8553032186339 -7.313220387090301
208.469816607804 -0.23813449174663537 -2.684142148961568 0.0 -59.832394438147375 -7.313220387090301
169.86010089315354 -0.1782691385754086 -2.67403468603366 0.0 -59.788256895171244 -7.313220387090301
182.73118436336517 -0.7892887592315674 -3.164641857147217 0.0 -59.78816985794787 -7.313220387090301
216.51885607646804 -0.6416006527900211 -2.347099357457613 0.0 -59.78347711734498 -7.313220387090301
199.02641733286168 -0.48391937628444903 -2.26541500563197 0.0 -59.77003783262651 -7.313220387090301
173.7985249356513 -0.1427912108990843 -2.476814738932352 0.0 -59.76428625157863 -7.313220387090301
164.42977549427965 -0.20694456187684618 -2.1753368590380173 0.0 -59.725668880096634 -7.313220387090301
195.7484704330768 -0.15831624756945684 -2.8377112978998946 0.0 -59.71756531810672 -7.313220387090301
223.96193807241363 -0.6383542301266896 -3.5984768953612996 0.0 -59.712824948175026 -7.313220387090301
182.2175506397132 -0.3134770335089767 -2.268961568025013 0.0 -59.70403430034479 -7.313220387090301
206.48999099306337 -0.31670902609270557 -2.5684941964021126 0.0 -59.66852661789386 -7.313220387090301
222.2642846907866 -0.1779096350356434 -3.176297546011426 0.0 -59.66357703493961 -7.313220387090301
154.54528949772717 -0.17588268445123612 -2.376788441933635 0.0 -59.66258178634419 -7.313220387090301
180.0631354472146 -0.47994066249872913 -3.0471227362878985 0.0 -59.66035570777684 -7.313220387090301
217.5701127291513 -0.307635935404608 -2.713912156398726 0.0 -59.653756997203885 -7.313220387090301
193.51827255704586 -0.8846306480474191 -1.957698226799871 0.0 -59.6493554931097 -7.313220387090301
183.59787861090246 -0.24926929735698 -2.904097159757991 0.0 -59.613809185637805 -7.313220387090301
165.92753349422313 -0.16420378530288837 -2.3756041383400595 0.0 -59.603100031235805 -7.313220387090301
163.8543024641515 -0.9816110872278458 -2.9063459826534292 0.0 -59.578215516391154 -7.313220387090301
157.85471555089228 -0.18533348251053705 -2.4039213832789508 0.0 -59.56578070145724 -7.313220387090301
175.3228369300689 -0.4717682283641066 -2.0001094270998685 0.0 -59.554897755058285 -7.313220387090301
154.57430014878213 -0.8828882360413582 -2.7576867341766804 0.0 -59.54486065339106 -7.313220387090301
181.3386261004962 -0.18849695345645756 -2.7111399352620422 0.0 -59.50959413455116 -7.313220387090301
220.73817998170853 -0.4246176481246948 -2.6177406311035156 0.0 -59.50784278504917 -7.313220387090301
181.8472981461935 -0.18447282530064235 -2.676659438918473 0.0 -59.504412885125625 -7.313220387090301
191.24580095619157 -0.9795698482790048 -1.8998334461756956 0.0 -59.486684355292944 -7.313220387090301
177.62850263707017 -0.9050106628536816 -1.766485119193919 0.0 -59.481140044227686 -7.313220387090301
182.98348776444445 -0.44228777109357154 -3.0360824485292963 0.0 -59.45341003387989 -7.313220387090301
177.17600558425835 -0.2176597021986193 -2.736653874840176 0.0 -59.44666830632833 -7.313220387090301
153.0288455413743 -0.7320029063240707 -1.5039151322708788 0.0 -59.437453743406834 -7.313220387090301
192.0544935903557 -0.5838718592112777 -3.2046926868999184 0.0 -59.43221883428019 -7.313220387090301
164.16043742314145 -0.20356536936990255 -2.295239092229483 0.0 -59.4009221517599 -7.313220387090301
170.86150930990084 -0.2010642355398926 -2.5984931499702286 0.0 -59.39526689108884 -7.313220387090301
169.15007151358895 -0.8175333218336103 -2.955458170136271 0.0 -59.38754560262223 -7.313220387090301
173.33552688360214 -0.2510793209075928 -2.731584310531616 0.0 -59.373012555692874 -7.313220387090301
179.92296507599178 -0.5976195020769821 -1.968338844895603 0.0 -59.36870290508062 -7.313220387090301
181.1547896315207 -0.2968275714102132 -2.882628181465601 0.0 -59.366281264242545 -7.313220387090301
182.97830019771263 -0.24497603863747264 -2.467596765909126 0.0 -59.365702102269566 -7.313220387090301
174.23265149401888 -0.5320120513495937 -2.965465288667283 0.0 -59.360022594411596 -7.313220387090301
152.26058664472473 -0.5066557335325881 -2.6274009316469353 0.0 -59.346847840418285 -7.313220387090301
204.3784908524409 -0.33372375657011966 -3.163971396425107 0.0 -59.30135212329396 -7.313220387090301
180.19531128979307 -0.8396930198391007 -3.0976182581050473 0.0 -59.30039687749903 -7.313220387090301
204.61385988932787 -0.7579035539042638 -3.3593020182262503 0.0 -59.28717999811093 -7.313220387090301
193.7375797665427 -0.24877318387180136 -2.9224993389263805 0.0 -59.28298184916423 -7.313220387090301
