luminosity_distance timeshift inclination_EM log10_n0 p log10_epsilon_e log10_epsilon_B log10_E0 thetaCore thetaWing ksiN L0 dL b q ts Ebv log_likelihood log_prior
174.6286625000071 0.3915084062464501 0.1404968537751564 0.17555232982754854 2.385367799805468 -1.8368198309107808 -0.7006123174442922 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 0.0 -23.515148597251546 -10.298651713654456
163.7349387072415 0.09585960422042886 0.13652618442671863 0.2590972662927782 2.222848485047509 -1.9852639400871963 -2.274471980155955 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 0.0 -22.648712404226103 -10.327136822813836
153.92116439069366 0.49749222482316036 0.14153120704483577 -0.08229860959962387 2.134005122303125 -1.7841830227124633 -1.5917392210123311 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 0.0 -22.52561148768962 -10.29136525588209
177.27275036227962 0.8311092845004877 0.10626869981870973 -1.6193619561470836 2.094337526622082 -2.313072854861406 -0.09547788686806502 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 0.0 -21.952889380403942 -10.576456838571213
177.58531719446182 -0.09090487360954286 0.17941932954350526 -0.30338358879089355 2.329901874065399 -1.5106054544448853 -0.7983255386352539 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 0.0 -21.85742314319164 -10.056190042947883
159.22100745978014 0.05010756584910461 0.11411125201486409 -1.1626078201928571 2.5108753878971255 -1.6695392576307173 -2.5440627292694993 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 0.0 -21.66225440989756 -10.505542052412471
165.74395168228614 0.10348245047101556 0.13122725145201458 -0.8686443742576233 2.330952588756051 -1.8622208290647628 -0.26756893621023714 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 0.0 -21.283607611873283 -10.366485931104872
173.91317898748963 0.30434919221798884 0.15037659218362134 -1.4652786410539855 2.3709237161004433 -1.902495168518902 -0.17174271331596414 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 0.0 -21.120443758146237 -10.231173683256824
155.95254020549214 0.2604812574725568 0.1510615902649756 -1.1512420534511554 2.8081591244090363 -1.8487347587722083 -1.3502102472394555 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 0.0 -21.077634520796565 -10.226663275706567
164.58938106473784 0.11268444376587797 0.07303470496358423 -2.172975642716697 2.083447493284904 -2.766633428685202 -0.9051671468163915 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 0.0 -21.055949304100544 -10.950499178240038
165.5757446602804 0.07133131584192193 0.15228310450127963 -0.9324119408746148 2.4345802646298877 -1.5087825527174779 -2.706993445886599 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 0.0 -20.945256220985943 -10.218671445372578
180.76311674038857 0.8650212774782768 0.14845909515078393 -0.8407470687095602 2.515271637623306 -1.626295035045566 -1.8005839907157266 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 0.0 -20.915255260281175 -10.24391133360404
167.22100536470217 0.7846922110619899 0.1583714841025629 -0.2076982515007635 2.235110476789141 -1.8719462931893682 -0.8277428544035006 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 0.0 -20.701716222035053 -10.179785063808897
158.26814075161235 0.20135073969647607 0.1014916643736221 -2.0309972526167526 2.2139353231341525 -1.1941028676401966 -2.5201307455599458 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 0.0 -20.674162968064834 -10.622285426183224
163.02479925899524 0.5127797559141167 0.10982143551135506 -1.1570771487393128 2.187184005564381 -2.2477552548475344 -0.302653155445463 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 0.0 -20.650595452895466 -10.543699947497734
