luminosity_distance timeshift supernova_mag_boost Ebv log_likelihood log_prior
224.79176387630827 -0.6882249394952915 -3.0643223326777385 0.0 -22.398482314134494 -7.313220387090301
215.98001202915987 0.48853304145351184 -3.596515189933087 0.0 -22.264669642441305 -7.313220387090301
177.72228866815567 0.6065895557403564 -4.7520411014556885 0.0 -21.977874098657345 -7.313220387090301
190.56252619109733 -0.784386800498277 -2.772224926937768 0.0 -20.74365608014198 -7.313220387090301
164.528350043731 -0.3235673259480396 -2.5312050966345714 0.0 -20.677615094061863 -7.313220387090301
164.92875963449478 -0.2666449546813965 -4.261794090270996 0.0 -20.554443862142346 -7.313220387090301
202.001369912245 -0.5822638105195269 -4.619556899061902 0.0 -20.318403865449724 -7.313220387090301
206.93326364403296 -0.07026142012242131 -3.174014724552669 0.0 -20.27168494272926 -7.313220387090301
203.76025570616406 -0.7477589106580679 -4.579383664863481 0.0 -20.025030035426155 -7.313220387090301
173.33552688360214 -0.2510793209075928 -2.731584310531616 0.0 -19.93496294604673 -7.313220387090301
157.85288771286417 0.1501643927515559 -4.25770429709906 0.0 -19.778500969419753 -7.313220387090301
207.15424978504706 0.4967948362771819 -3.7608943028363235 0.0 -19.44156341264693 -7.313220387090301
218.47791676012355 0.5742657155352422 -4.976410274248819 0.0 -19.419763349871257 -7.313220387090301
184.24354116894884 0.6893348537380255 -4.390233069012176 0.0 -19.416631288838445 -7.313220387090301
211.47677875012806 -0.7401610447417413 -4.6209377321980805 0.0 -19.37826703084257 -7.313220387090301
158.08178749249765 -0.8006822269579275 -3.9144402230885516 0.0 -19.286646171183875 -7.313220387090301
170.811527967453 -0.16365540027618408 -4.276359677314758 0.0 -19.274428288117786 -7.313220387090301
161.39558743659705 -0.9772436136959123 -3.918439162134849 0.0 -19.251932816086608 -7.313220387090301
204.18020964243846 0.32885853567097456 -4.8388532301134495 0.0 -19.199274273620155 -7.313220387090301
198.38183312615007 0.13947525853704557 -4.726901697291043 0.0 -19.077595669192533 -7.313220387090301
204.1705426695999 0.2540976444268579 -4.814582820153295 0.0 -19.001614739011508 -7.313220387090301
162.7221688925629 0.2148656503646591 -4.272918001700009 0.0 -18.976274964463244 -7.313220387090301
201.0736808180809 0.4809384346008301 -4.762705564498901 0.0 -18.963673192456106 -7.313220387090301
212.7138620685172 -0.3641113194243881 -4.70418182974649 0.0 -18.907850923612205 -7.313220387090301
213.73316886654428 -0.7274762808409279 -4.605914375906254 0.0 -18.871479745547905 -7.313220387090301
198.3814850449562 0.28363037109375 -4.7280097007751465 0.0 -18.806794868397418 -7.313220387090301
167.44576692581177 -0.7352956533432007 -2.6448750495910645 0.0 -18.699284424562435 -7.313220387090301
187.5234273467984 -0.33877692216187605 -3.000218177878928 0.0 -18.67960802774698 -7.313220387090301
215.40259569883347 -0.28907501697540283 -3.3447033166885376 0.0 -18.629999606435717 -7.313220387090301
170.95749825853454 -0.04873036824910604 -2.8710657182127433 0.0 -18.605043453253387 -7.313220387090301
195.123570701595 -0.8393451037372387 -4.32879576398245 0.0 -18.561084930879623 -7.313220387090301
194.6269914507866 0.22932064533233643 -4.644273519515991 0.0 -18.468016412261235 -7.313220387090301
214.9886056780815 -0.3052060604095459 -4.707383513450623 0.0 -18.446416621357265 -7.313220387090301
192.7519792769707 -0.4374801048361254 -4.398602127772247 0.0 -18.436793963652146 -7.313220387090301
171.5449670659932 -0.6634939613047814 -4.05315294383125 0.0 -18.362301076050723 -7.313220387090301
194.6998581290245 0.1545802354812622 -4.620891809463501 0.0 -18.361585765843916 -7.313220387090301
156.89898973744232 -0.45743913911675693 -2.5825436114793177 0.0 -18.358762085813062 -7.313220387090301
152.1882133909184 -0.6309548976578774 -3.78102271253672 0.0 -18.34134333199776 -7.313220387090301
173.7785154727308 0.46790274182579195 -3.433901176007456 0.0 -18.31001163681434 -7.313220387090301
181.7394956946373 0.5870188474655151 -4.333394765853882 0.0 -18.300531134924583 -7.313220387090301
164.38172310590744 -0.4361233711242676 -2.698972225189209 0.0 -18.298293647054212 -7.313220387090301
153.758920778352 -0.35997496784286487 -3.886686626598995 0.0 -18.295396775261747 -7.313220387090301
201.49053029997611 -0.5421422063838247 -3.1536024950130153 0.0 -18.28240994669876 -7.313220387090301
168.34118898629927 0.48805569302342344 -3.39909249172194 0.0 -18.27799256363189 -7.313220387090301
165.3360664844513 0.6073014736175537 -3.7450045347213745 0.0 -18.19802609264449 -7.313220387090301
206.30137506892504 -0.058895346260724124 -4.664454157891739 0.0 -18.179324371988663 -7.313220387090301
194.89512320613903 -0.05121056527267953 -3.2150034870384427 0.0 -18.156441901191453 -7.313220387090301
209.092614751923 0.37983730141614447 -4.783384990201595 0.0 -18.15094897839812 -7.313220387090301
153.7260040640831 -0.5454797744750977 -3.8083893060684204 0.0 -18.122500461301886 -7.313220387090301
179.77554951263525 -0.8689349539224515 -4.0993057034642 0.0 -18.100052780313582 -7.313220387090301
217.42740202614678 0.6070339873351043 -4.51030222590924 0.0 -18.075078321258005 -7.313220387090301
217.09230082499522 0.061399130200256335 -3.557137184946394 0.0 -18.047043305165687 -7.313220387090301
215.9839037269208 -0.20261647810327843 -3.430216195305635 0.0 -18.015443095754435 -7.313220387090301
210.26670489720092 0.17808977964192363 -4.77986976768479 0.0 -18.015261143407844 -7.313220387090301
221.55467483158498 -0.784135634815621 -4.594263093743566 0.0 -18.008837940984996 -7.313220387090301
195.7070062931829 -0.8090423925748069 -4.287138518248552 0.0 -17.993242687479494 -7.313220387090301
220.60928642749786 -0.2164318561553955 -3.478110432624817 0.0 -17.99013716798056 -7.313220387090301
177.60414090913417 0.40216088253241034 -3.418767595805743 0.0 -17.963572790581786 -7.313220387090301
185.13351827859879 0.5803705453872681 -3.971419930458069 0.0 -17.954663410786644 -7.313220387090301
181.53781546332243 -0.24543521948213398 -3.0217567154966023 0.0 -17.949233267117823 -7.313220387090301
190.74599236470266 0.4458775381652811 -3.6584339399633 0.0 -17.945186923744824 -7.313220387090301
