luminosity_distance beta log10_kappa_r timeshift log10_vej log10_mej Ebv log_likelihood log_prior
166.8069309684431 2.310802956481471 -0.6466092447135422 -1.9092629443679376 -1.971191200660646 -0.5876905027870074 0.0 -26.372937910218237 -10.203592144986466
110.4977741253335 2.7738762740637917 -0.9711008079876213 -0.841355148253913 -1.419691701231571 -1.9037828342102123 0.0 -25.265239518562062 -10.203592144986466
90.93619999714213 3.1468675229907657 0.0347579841616148 -1.2716590138568724 -1.3775739146992803 -1.7957281102777758 0.0 -24.967597697895414 -10.203592144986466
121.17729456029403 4.859922415372114 0.6005030431634508 -1.3717779134595864 -1.6148617060431842 -1.6439151467068212 0.0 -24.87512564586087 -10.203592144986466
44.91575069910848 4.957563533064901 1.5995915026919185 -0.7477619256750152 -1.6440654407928736 -2.0908398154757073 0.0 -24.819714231350474 -10.203592144986466
49.615058927737934 3.7566082615621497 0.41458236366639567 -0.30604926231899654 -1.2633265406826666 -1.425174264797082 0.0 -24.50140664130732 -10.203592144986466
71.31863286046163 2.698510145073087 -0.4941226751696932 0.019337275097779827 -1.1319305787354343 -1.6314106688333572 0.0 -24.109193952229433 -10.203592144986466
140.34828074795294 2.826648417182266 -0.6276432511808766 -0.7571548795440883 -0.9828273083323698 -2.550718103502464 0.0 -23.898196729490067 -10.203592144986466
53.1330697920721 1.8539630108009126 -0.9981494054361522 -1.205483256402208 -1.0478239444494422 -2.0034786080774944 0.0 -23.411477004769306 -10.203592144986466
47.50309183757458 2.0443691175622924 -0.5775861242486348 0.3156740259232289 -1.1856333574178919 -1.3212185037530206 0.0 -23.371779257953722 -10.203592144986466
146.2122177804358 2.220852419117349 -0.5009987929189214 -1.7681318817449267 -1.6582916255459934 -1.8770868907930265 0.0 -23.088279257204896 -10.203592144986466
95.99422474400157 3.3001174837050136 -0.5570951919354 -0.2006820920790009 -0.9503525866972948 -2.0667063905283998 0.0 -23.05911575032314 -10.203592144986466
65.19245548197794 3.227786632270229 0.18194713622265501 -0.6535227463616691 -1.4953872925641871 -2.336894702109684 0.0 -22.9364638834864 -10.203592144986466
52.089594635604364 2.1879385795621173 -0.37344458694525073 -1.1795446065588309 -1.5385489228786486 -1.8720712612018429 0.0 -22.67119778505883 -10.203592144986466
73.27656288709483 3.398690936832103 0.38203717858484443 -0.3579093822600359 -1.7873361206031046 -1.128955320806241 0.0 -22.6110486473694 -10.203592144986466
107.7231628127298 4.839643986045715 -0.8804956559711145 -1.038626744431687 -0.9214432955172462 -2.6982911991905207 0.0 -22.557162315742605 -10.203592144986466
66.05770919997845 1.4459433647019555 -0.5290110911327472 -0.121569458341233 -1.903024063308753 -1.3039928353242165 0.0 -22.51734266769487 -10.203592144986466
79.41261860483849 3.4560954467096674 0.06828226065118814 -0.5376874241951111 -1.4621948444288269 -2.096588139952302 0.0 -22.47044030278713 -10.203592144986466
140.7019854210586 3.329193305677221 -0.6583335060127601 -0.6199888692225304 -1.55193417742736 -0.6668257862750595 0.0 -22.4460391595034 -10.203592144986466
96.12424288896936 2.907310330261905 0.14308354520550526 -1.5389554204819016 -1.425368624160157 -2.927871333432324 0.0 -22.433594377190005 -10.203592144986466
139.04104199165076 2.2876046807888564 -0.9896583932102627 -0.6434291376121644 -0.9358860263249438 -2.345759574942567 0.0 -22.409979045837666 -10.203592144986466
47.343700373778304 3.1287254319639946 -0.07803616666513014 0.10959617071592298 -0.9137034435005642 -1.169179805641837 0.0 -22.395756132255876 -10.203592144986466
112.45649174572962 2.2448554008584396 -0.3965475647102624 -1.8056478424222648 -1.4826604415529687 -1.9383423552294483 0.0 -22.37687988200528 -10.203592144986466
77.5989040583112 3.6277562480464676 0.38429032417018716 -1.0729574092017318 -1.6171919057115305 -1.9968842445045292 0.0 -22.374959601083447 -10.203592144986466
64.96779975900547 2.7841720087185653 -0.14748874876806684 -1.24639289473646 -1.1095265367468614 -2.435109201019247 0.0 -22.366581804086817 -10.203592144986466
86.16347343976402 2.786910577431115 -0.013494368623534925 -0.863586798500779 -1.8338889318953029 -1.4865937347836684 0.0 -22.343116115151233 -10.203592144986466
137.55206784081082 3.166229085133141 -0.45555194779156405 -1.0245866705985367 -1.3662073439837288 -1.687308391047822 0.0 -22.32303641554717 -10.203592144986466
175.81038130885617 4.10880864133377 -0.6760408784574885 -1.788982861787245 -1.149140167966174 -1.578457201140821 0.0 -22.306473204232695 -10.203592144986466
177.4314343955487 2.5127700854938833 -0.8038333954530132 -1.9420237418737407 -1.861639495417718 -0.9400698175767102 0.0 -22.258307476753465 -10.203592144986466
106.92004731084151 4.9448397281927825 0.2408051362412027 -1.6451203487997612 -1.4561961252420625 -1.708724788364991 0.0 -22.21787826737944 -10.203592144986466
59.24282989574703 4.4399926875913 0.952979633278296 -0.5460285724590173 -1.3223114546593988 -2.8332701544316943 0.0 -22.21106146742194 -10.203592144986466
78.20372677492068 4.735773674570428 -0.8548705219222028 -1.604911237397379 -0.8396179595846189 -2.3027709093699356 0.0 -22.191909788606637 -10.203592144986466
85.51794832133301 3.2442584016762392 -0.3949662230161308 -0.11019214513454845 -1.1074186738454448 -0.6970078525516756 0.0 -22.177167567257747 -10.203592144986466
53.82562574263016 4.2163021707352595 0.7963440389940022 -0.3051963991876272 -1.5993377100817396 -0.7835185468546753 0.0 -22.020965483213303 -10.203592144986466
19.59720301001607 4.797312270873238 1.1254622100544251 -1.0706703599029146 -1.2833419942968711 -2.4013378997849637 0.0 -21.939739602872102 -10.203592144986466
132.373943163886 4.777010870028192 -0.7809145793602703 -1.3395305286515717 -0.969327264095537 -2.558755958573573 0.0 -21.85069389983401 -10.203592144986466
