Nested Sampling Global Log-Evidence           :   -0.479233878311267514E+01  +/-    0.131884756421758925E+00

Local Mode Properties
-------------------------------------------

Total Modes Found:           1


Mode   1
Strictly Local Log-Evidence   -0.479233878311267514E+01 +/-    0.131884756421758925E+00
Local Log-Evidence   -0.479233878311267514E+01 +/-    0.131884756421758925E+00

Dim No.       Mean        Sigma
   1    0.149223259757268067E+03    0.291268317431355399E+02
   2   -0.660540206657443174E+00    0.742647668048541876E+00
   3    0.137440168014199421E+00    0.381589349147139489E-01
   4   -0.678777974673358653E+00    0.109218240844313996E+01
   5    0.251094372474672722E+01    0.228374643601164801E+00
   6   -0.469201217301865925E+00    0.282497772223928412E+00
   7   -0.131977827882530785E+01    0.740059671854996548E+00
   8    0.247264958144199909E+00    0.154387676138716956E+00

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.174289436632229496E+03
   2    0.753079366123139415E-01
   3    0.171206376522287623E+00
   4   -0.691226758452462509E+00
   5    0.265856427316275168E+01
   6   -0.259841933231637512E+00
   7   -0.136421844677132476E+01
   8    0.393801554659391095E+00

MAP Parameters
Dim No.        Parameter
   1    0.157309618728679737E+03
   2   -0.844753220281598383E+00
   3    0.150522766952892545E+00
   4   -0.130746082428092603E+01
   5    0.222747596004222270E+01
   6   -0.263171612209528227E+00
   7   -0.119910986780819195E+01
   8    0.304002729096276951E-01
