luminosity_distance KNtimeshift supernova_mag_boost Ebv log_likelihood log_prior
182.08346962928772 0.3578451871871948 -3.158213496208191 0.4561774453639984 -12.040030052092707 -9.160564492247724
185.33822298049927 -0.676647961139679 -2.1552181243896484 0.07830172197818756 -7.678612468877888 -7.713336978923776
178.65901184308504 -1.529431647203884 -3.0783857902043423 0.39879905537233384 -7.25603427290614 -8.759312176074031
200.91077332976295 -0.15675491822133436 -2.7860670937038874 0.1535964202959446 -7.146963642531135 -7.878669393202835
136.77739202976227 -0.20511579513549805 -4.742766618728638 0.22444474775791168 -7.021020540040864 -8.063997533693676
329.428006708622 -1.3539289832115173 -3.2866156101226807 0.019578680205345155 -6.855863392857786 -7.601036581056996
193.55028867721558 0.9861850142478943 -4.417628645896912 0.1237341118812561 -6.808435973274861 -7.809792933401997
188.4361207485199 -1.3096916675567627 -2.7375489473342896 0.2286701565027237 -6.776223564129565 -8.076215409526357
233.23775911291753 -0.26565848976081297 -3.1813018410183758 0.1364885193985163 -6.56819837602243 -7.838632223096034
149.79130923748016 0.7265212535858154 -4.955137372016907 0.18415379269123078 -6.144055292778347 -7.954431726391146
128.8866013288498 0.8615994453430176 -3.998233675956726 0.3420998022079468 -6.0901093614345685 -8.476687754017599
168.75957033054684 0.8867418250108354 -3.7620533848618436 0.047091752991272134 -6.045383727555855 -7.652086192235563
318.7055127065229 -0.40149937182624784 -3.840421243019015 0.08309485281735433 -5.9217571988936095 -7.723085101967126
264.60569351911545 -1.8268975615501404 -3.5614818334579468 0.20827428917884827 -5.8930187743965305 -8.018572252276405
303.1877980121901 0.2748101836331571 -3.97494744991484 0.07455378114113842 -5.876625177443208 -7.705780187824354
191.90484201501198 -0.3018319185614031 -3.0940148051565224 0.19830162650090316 -5.802622151828088 -7.991552626114826
212.37061261830746 -1.9480166462528745 -3.0202746973717667 0.2026437049025888 -5.729881055155668 -8.003227292962748
224.77590396648318 0.09124377277066165 -4.051999711642587 0.3190101647694112 -5.693200728920174 -8.381142266140204
194.85807343122522 0.7201034309831149 -3.940776519511453 0.13877497824601823 -5.67740031713236 -7.843891264231442
242.50632971525192 -0.5939486622810364 -3.851202130317688 0.26488544540405273 -5.631809295109885 -8.187549001543296
