Nested Sampling Global Log-Evidence           :   -0.354784521524322427E+01  +/-    0.731312199980508476E-01

Local Mode Properties
-------------------------------------------

Total Modes Found:           1


Mode   1
Strictly Local Log-Evidence   -0.354784521524322427E+01 +/-    0.731312199980508476E-01
Local Log-Evidence   -0.354784521524322427E+01 +/-    0.731312199980508476E-01

Dim No.       Mean        Sigma
   1    0.669340300736219973E+01    0.205334355986148509E+01
   2    0.320599423666172569E+02    0.941926970937660535E+01
   3    0.508019620098045022E+00    0.161934346576428773E+00
   4   -0.273549615144855873E+00    0.733669560458142467E+00
   5   -0.209269726045495696E+01    0.573937350160328319E+00
   6   -0.155948752731887419E+01    0.761386352928010046E+00
   7    0.285390856730408038E+00    0.153511333631750180E+00

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.520594158177375288E+01
   2    0.373277395145229463E+02
   3    0.598401508274444827E+00
   4    0.559579165537614553E+00
   5   -0.182964487583116342E+01
   6   -0.204959641553897054E+01
   7    0.303655305968554834E+00

MAP Parameters
Dim No.        Parameter
   1    0.612117993449612108E+01
   2    0.496212026285673957E+02
   3    0.548549350063945784E+00
   4   -0.283747329199298237E+00
   5   -0.198052186628976545E+01
   6   -0.293998488327170726E+01
   7    0.336759883487683820E+00
