luminosity_distance timeshift log10_Menv log10_Renv log10_Ee Ebv log_likelihood log_prior
680.581777167972 -0.228979772678777 -0.3415403284819094 13.689353777586838 51.60079417685008 0.0 -20.029809241988822 -12.429216196844381
155.13288974761963 -0.5360753536224365 -0.16154199838638306 13.793015480041504 50.142234683036804 0.0 -19.639269206468345 -12.429216196844381
27.560786752522713 -0.24541517328895024 -1.1254003154506709 14.213091943532376 47.78245526119304 0.0 -19.161950096682503 -12.429216196844381
587.6041832648289 -0.971908687360119 -0.06873826801404181 14.420950177354573 51.79626549365582 0.0 -19.142745788782157 -12.429216196844381
301.10931788881084 -1.64390034467419 -0.10786961849205667 14.492497316386991 50.34840901126024 0.0 -18.946373435059442 -12.429216196844381
321.3332248989072 -1.2878846735625609 -0.763705893127808 14.533425100904957 51.343002064000736 0.0 -18.918767358949022 -12.429216196844381
29.512127849968113 -0.6107438526046283 -0.6446651665864813 12.737322276700276 49.607906497852966 0.0 -18.77083727363955 -12.429216196844381
282.08008476064833 -1.148056015362533 -0.3920007881460732 14.26283391470466 50.29891719184101 0.0 -18.63567537753883 -12.429216196844381
230.85993870815176 -0.43182858420703485 -0.8256003541202785 13.374078370860845 50.45435269416115 0.0 -18.619270573976955 -12.429216196844381
293.53897763832606 -0.5392034165431836 -0.0493208084465202 13.108954665614645 51.29682090167746 0.0 -18.55578529930941 -12.429216196844381
565.8382752159731 -0.29848128396986984 -0.008068656414766728 13.851234197553236 51.72281446396073 0.0 -18.54561126887612 -12.429216196844381
40.4437573729442 -0.5828404011067776 -0.13806233760929043 13.946734995970154 49.16025327817976 0.0 -18.53863145001956 -12.429216196844381
746.0266687019295 -0.3302515750264734 -0.20603245860595276 13.931748758635742 51.76511325208236 0.0 -18.398890293386028 -12.429216196844381
654.4482747846632 -0.5870754432288157 -0.0963920081213514 14.459362416493786 51.434229197194036 0.0 -18.306606973773096 -12.429216196844381
367.4878483045575 -1.763024176189044 -0.6561554970336099 14.935702768961272 50.96484500935596 0.0 -18.251283739113852 -12.429216196844381
492.0341139329132 -1.6037556828329895 -0.6470239186006745 14.481001577380669 50.544286868942095 0.0 -18.217589279929687 -12.429216196844381
660.5255163302638 -0.30168523623630983 -0.20423709640789234 13.333247559432365 51.94100548040131 0.0 -18.083904258945473 -12.429216196844381
205.2435725574899 -1.164881371095873 -0.009321741185313925 12.371092481814502 51.50980274691732 0.0 -18.059574129905446 -12.429216196844381
311.1574884256875 -1.9377753449171358 -0.9904106593773605 14.75503915390911 49.787153117722845 0.0 -17.952617130277005 -12.429216196844381
396.3911497495 -0.8462654856426128 -0.3052129154496033 14.847280603504487 50.90349498300606 0.0 -17.94579498571652 -12.429216196844381
285.65668193933084 -0.625977376208245 -0.7930203699242835 14.366372483678163 51.24946369923143 0.0 -17.886821575033867 -12.429216196844381
120.35294916583189 -1.763975500326386 -0.23375817482870342 14.058069571435885 50.10856070578431 0.0 -17.852269556470347 -12.429216196844381
47.37582815504743 -0.12054797808639095 -1.360997348550753 13.535250292735533 48.390939047704336 0.0 -17.740699002210672 -12.429216196844381
754.4265727409031 -0.5784115312858167 -0.4356846114082762 14.865096310443082 51.61067059835967 0.0 -17.73068318358929 -12.429216196844381
657.0290100758768 -1.65421597057961 -0.27662742501621373 14.511331371607017 51.050421409747464 0.0 -17.72815261022765 -12.429216196844381
345.95922205370334 -1.413033281543588 -0.6172937694308391 13.699990706079687 50.680733595921986 0.0 -17.709210637891093 -12.429216196844381
165.92318834808742 -0.12996403746608953 -0.6882472570246385 13.8900380692255 50.08282203766176 0.0 -17.70490328742485 -12.429216196844381
219.52466346069997 -1.4573526081789772 -0.1076028376772511 13.28862481162439 50.7787283769151 0.0 -17.70161120623257 -12.429216196844381
77.92482067241976 -1.1228724233926313 -0.10963509944414085 14.7034035805863 49.17456009949525 0.0 -17.65380622555703 -12.429216196844381
307.9221248626709 -0.1298884153366089 -0.26790887117385864 13.603929281234741 51.21171724796295 0.0 -17.606166682968862 -12.429216196844381
319.4894654926073 -1.377436040838186 -0.10552080156230303 13.860057874346282 51.424508766356894 0.0 -17.599866705136588 -12.429216196844381
367.06626415252686 -0.1840367317199707 -0.701076090335846 14.366078972816467 51.42568510770798 0.0 -17.58890661225403 -12.429216196844381
57.329282452585986 -1.6514779704200149 -0.8434174995983623 13.878303761816797 49.24256455665701 0.0 -17.50754269257274 -12.429216196844381
95.64958340243167 -1.2609718416573852 -1.2561903984563312 13.774287386394821 49.0021865765479 0.0 -17.488179694564007 -12.429216196844381
276.38525177796555 -1.7238782871355272 -0.7135528184933335 13.489609111836334 50.67513708921098 0.0 -17.45713091744338 -12.429216196844381
125.1114649113359 -1.781388696053364 -0.26637093477509577 13.881121417790286 50.22393070714354 0.0 -17.440339620773745 -12.429216196844381
678.6766008002 -1.8614428474914821 -0.3160380731947505 14.1844388026303 51.222211295257885 0.0 -17.364393870994043 -12.429216196844381
206.0846780806411 -0.0712864761672134 -0.5285348663242448 13.172795979367017 50.76533861870956 0.0 -17.351617890217483 -12.429216196844381
575.1445519272532 -1.2275553085306683 -0.5147683399991134 14.22614759949766 50.99515995084191 0.0 -17.34617081366126 -12.429216196844381
34.26298461328223 -1.1478267687695158 -0.1946552133029149 14.544608100457735 48.36525478929972 0.0 -17.33752797635462 -12.429216196844381
42.56784915924072 -1.9578696489334106 -0.3538927435874939 14.376589953899384 48.27313017845154 0.0 -17.312487674837207 -12.429216196844381
103.17995055942109 -1.5281227293501032 -0.026046660382555764 14.648277531539524 49.44018349279018 0.0 -17.252978518948364 -12.429216196844381
23.30929387514796 -0.33946068182091693 -1.0556415117985045 12.162153732551504 49.790735409661266 0.0 -17.234335621830382 -12.429216196844381
70.0428334537482 -1.8086887290671938 -1.1199023557590309 14.321193701889833 48.2731596126637 0.0 -17.230715587143138 -12.429216196844381
149.26264542690845 -0.6397784505871822 -0.601703975809265 13.620482186396266 50.63561876186096 0.0 -17.226790019640777 -12.429216196844381
75.74217667729405 -1.7029522028293471 -0.6785690332582668 14.440818481172906 49.418476880714636 0.0 -17.209069041193537 -12.429216196844381
600.2777352027808 -0.2341661019098178 -0.5105630449890572 14.275692884129391 51.33412843714947 0.0 -17.188161595841624 -12.429216196844381
30.913575256037944 -0.10733471891178303 -1.599517653333069 14.622056417047679 47.434930113114774 0.0 -17.175300881297403 -12.429216196844381
236.53845799889027 -0.9354331087063696 -0.15204485690564962 13.39422598319406 51.42102282765461 0.0 -17.152844917905092 -12.429216196844381
524.4661090181525 -0.16315128614104402 -0.6871543000581344 14.753530610067287 51.39958508883077 0.0 -17.14474351794308 -12.429216196844381
757.6363369419145 -0.6121873926696237 -0.5315353944085688 14.785724903716785 51.967980249760586 0.0 -17.12501887404838 -12.429216196844381
5.306198523256578 -1.0980153612264365 -1.4741432029676727 12.21066643210151 48.16644185596017 0.0 -17.123918625690195 -12.429216196844381
840.8995152973641 -0.41766830364468177 -0.7750896058341787 14.628137453034846 51.43619706131917 0.0 -17.108216255712478 -12.429216196844381
13.390298291753561 -0.4384519783952243 -1.2572355562920863 12.931380989460553 48.16952443214542 0.0 -17.086677962539866 -12.429216196844381
256.27466816096086 -1.6286226234456154 -0.8601555887137105 14.634054167846882 50.97525729561539 0.0 -17.044140516028794 -12.429216196844381
285.3120753798577 -1.0566410969273936 -0.3836275561953153 14.305783379855427 50.38394868814133 0.0 -17.027097139625223 -12.429216196844381
102.94784270640628 -1.4126564324097728 -0.5880024585747492 14.457787180968197 49.21773720528652 0.0 -17.007281034948576 -12.429216196844381
198.0368006186233 -1.1836888091147553 -0.11910713737369427 13.994152375364987 50.415822152037606 0.0 -17.00071631022925 -12.429216196844381
822.4269018570384 -1.72013159316914 -0.2633256403642683 14.665473553293706 51.25532611686349 0.0 -16.97623841340726 -12.429216196844381
151.96136005212998 -0.039958031308234165 -1.1146625696737669 14.6184203708236 49.69094941081056 0.0 -16.925490402792644 -12.429216196844381
519.6961799653836 -0.8323199147840921 -0.4027980382368366 14.330023599772563 51.0529003657921 0.0 -16.89897060354926 -12.429216196844381
