luminosity_distance timeshift supernova_mag_boost Ebv log_likelihood log_prior
186.6256758570671 -0.3278864622116089 1.8302321434020996 0.0 -23.004663270596147 -7.313220387090301
224.75514486541164 -0.868550902788719 1.5200839793935632 0.0 -21.55232128569381 -7.313220387090301
169.7130912547533 -0.8897544715458658 -0.23399802285667537 0.0 -20.79933646139579 -7.313220387090301
208.50611104494914 -0.3327222401514841 1.3862896051301465 0.0 -20.770648257628768 -7.313220387090301
181.79494589567184 0.0036077499389648438 1.3025975227355957 0.0 -20.09773866661595 -7.313220387090301
177.6767453377463 -0.6913535927803027 1.8467524680156533 0.0 -19.728346672205173 -7.313220387090301
222.03632409039517 -0.5794793071075502 1.2695114023743193 0.0 -19.564429959284617 -7.313220387090301
194.2886400938516 0.2269181885319158 0.009739312840613579 0.0 -19.11929158914598 -7.313220387090301
169.05463669185656 -0.5798304144735034 -0.09694716528850122 0.0 -18.836481580312444 -7.313220387090301
169.75589872905772 -0.7561410650120987 1.890600982546406 0.0 -18.772127507742365 -7.313220387090301
155.7952063164189 -0.06639974629882384 1.6401405258131767 0.0 -18.709623733570453 -7.313220387090301
218.22901221440296 -0.004061443905210127 -0.6717262919404074 0.0 -18.672910821324848 -7.313220387090301
197.42918014526367 -0.8588047027587891 1.5619879961013794 0.0 -18.657567966903205 -7.313220387090301
210.6380571606521 -0.9749347912657743 1.4396115135946141 0.0 -18.646129809551553 -7.313220387090301
174.7622917894828 -0.873502059879961 -0.10512644873045485 0.0 -18.59921260789585 -7.313220387090301
194.0390041239342 -0.9669547666866909 -0.32092359681803906 0.0 -18.54348143832314 -7.313220387090301
167.99287497997284 0.05235457420349121 0.036683082580566406 0.0 -18.495980042044604 -7.313220387090301
172.06138785820025 -0.3801043149783161 -0.1177981859431263 0.0 -18.430102509283635 -7.313220387090301
198.19433391094208 -0.29720187187194824 -0.4510509967803955 0.0 -18.4214825093454 -7.313220387090301
218.65891303196807 -0.3693888174922444 -0.6849732137882487 0.0 -18.39795956785733 -7.313220387090301
197.42805314274358 -0.499312954311252 1.3831506824337243 0.0 -18.39037755189814 -7.313220387090301
207.0738236291903 -0.9816823731814461 -0.460783225418564 0.0 -18.388445094048652 -7.313220387090301
169.95500922203064 -0.7746797800064087 1.85019850730896 0.0 -18.355366761576214 -7.313220387090301
171.5556561093002 0.1297828003512833 0.17601971933906224 0.0 -18.31241968323563 -7.313220387090301
177.177594602108 -0.10085427761077881 -0.19223809242248535 0.0 -18.308543223631148 -7.313220387090301
197.7105915463851 -0.5284995730651256 -0.4109736112765887 0.0 -18.297406715625545 -7.313220387090301
