Nested Sampling Global Log-Evidence           :   -0.117825920020642450E+02  +/-    0.478634869513873823E-01

Local Mode Properties
-------------------------------------------

Total Modes Found:           1


Mode   1
Strictly Local Log-Evidence   -0.117825920020642450E+02 +/-    0.478634869513873823E-01
Local Log-Evidence   -0.117825920020642450E+02 +/-    0.478634869513873823E-01

Dim No.       Mean        Sigma
   1    0.167937372568638466E+03    0.927191015154865283E+01
   2    0.418877098658628488E+00    0.303536274683134211E+00
   3    0.145200619939645614E+00    0.347483821602276657E-01
   4   -0.928181715407274899E+00    0.121532986629773654E+01
   5    0.244762268075397316E+01    0.257547467267118024E+00
   6   -0.149201739754259344E+01    0.451365836855853797E+00
   7   -0.148536433965247494E+01    0.832387961043400737E+00

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.168346096267795133E+03
   2    0.834218176101142572E+00
   3    0.182661495275717844E+00
   4   -0.102925527059738409E+01
   5    0.291285097188345921E+01
   6   -0.147870420391408586E+01
   7   -0.375055437196684771E+00

MAP Parameters
Dim No.        Parameter
   1    0.166801943775957483E+03
   2    0.674495842447545346E+00
   3    0.188299374597465458E+00
   4    0.369559847812576336E+00
   5    0.242040948561952352E+01
   6   -0.186085371490451346E+01
   7   -0.172962443942585553E+01
