    0.172342714865693267E+03    0.799650659850240197E+00   -0.359128539654487211E+01    0.257300301104509965E+00   -0.321417112374151301E+02
    0.209480836369833014E+03   -0.809633821058263203E+00   -0.387288075418848265E+01    0.456895872043963813E+00   -0.309715576316617103E+02
    0.172351419925689697E+03    0.681606888771057129E+00   -0.373655796051025391E+01    0.968787065505981454E-01   -0.305381095442756880E+02
    0.170676502021608030E+03   -0.903152897027244883E+00   -0.447448880678572269E+01    0.366190087635245021E+00   -0.304516110384200012E+02
    0.213455039262771606E+03    0.765256762504577637E+00   -0.493765711784362793E+01    0.445148694562912006E+00   -0.301505567294226147E+02
    0.186056256294250488E+03    0.531696200370788574E+00   -0.469033122062683105E+01    0.307354269647598266E+00   -0.297988536362204535E+02
    0.194624474121033415E+03    0.504435696547235635E+00   -0.349796285849282818E+01    0.229313923398316272E+00   -0.294033523012087699E+02
    0.156033448483646936E+03    0.648713376590202895E+00   -0.366798223181207028E+01    0.169308642696881284E+00   -0.293847247255450377E+02
    0.183556088805198669E+03   -0.497826099395751953E+00   -0.390366494655609131E+01    0.496859355139732395E+00   -0.288490914976610497E+02
    0.156357614734866360E+03    0.288179297764838527E+00   -0.380936820669496878E+01    0.508465291278759057E+00   -0.285747020690265749E+02
    0.179533749818801880E+03    0.496273040771484375E+00   -0.274636685848236084E+01    0.378920032024383582E-01   -0.285663006487417803E+02
    0.201561648257571079E+03   -0.154008526937301493E+00   -0.253727175189303900E+01    0.279494505069251761E-01   -0.285470298747638864E+02
    0.185520241073138720E+03   -0.476171230761236353E+00   -0.483153930978139901E+01    0.416994393531963492E+00   -0.284183325005397940E+02
    0.201516965031623840E+03    0.316214561462402344E+00   -0.448962867259979248E+01    0.224843276596069341E+00   -0.283961762967566322E+02
    0.199133335053920746E+03    0.639320492744445801E+00   -0.411196887493133545E+01    0.178574252486228963E+00   -0.283709883390016877E+02
    0.162833140510048310E+03    0.579395033538879556E+00   -0.294767940841706544E+01    0.119582457272329926E+00   -0.282321696566716831E+02
    0.173255785712958271E+03    0.448265014398086636E+00   -0.389668268231038084E+01    0.160100674297928430E+00   -0.282275317463470081E+02
    0.164829422906807054E+03    0.639706962637261123E+00   -0.313769198592440901E+01    0.110957831136216434E+00   -0.281214338800295813E+02
    0.222681520879268646E+03    0.653163313865661621E+00   -0.487013518810272217E+01    0.370567712330818200E+00   -0.281162641990175004E+02
    0.164436619499407925E+03    0.614881902545882930E+00   -0.376445519785030847E+01    0.318522834618622463E+00   -0.280752394180531368E+02
    0.221664175015823076E+03   -0.862515754314962968E+00   -0.371043853647380395E+01    0.124409456077435154E-01   -0.280234925595098616E+02
    0.181003995114662132E+03    0.458278041826847282E+00   -0.342075996216526867E+01    0.227550606486392359E+00   -0.280144259916844653E+02
    0.166759975101003960E+03   -0.398567109514437523E+00   -0.233083574332233745E+01    0.935568728148521989E-01   -0.280111218386316949E+02
    0.194004518799786354E+03   -0.552115485356520885E+00   -0.393426783061607299E+01    0.462779121266341631E+00   -0.279824061944120608E+02
    0.196472365131345157E+03   -0.344836641966822954E+00   -0.353462929955024974E+01    0.127657730932914139E-01   -0.279521192209948275E+02
    0.183574038223768383E+03    0.481689321318098385E+00   -0.378354633262082807E+01    0.928675520097325541E-01   -0.279465978311287202E+02
    0.199289376953610315E+03    0.461199850125147082E+00   -0.443956062444224298E+01    0.236229263972052489E+00   -0.279376142367771081E+02
    0.205165838739663997E+03    0.594504352803740810E+00   -0.485007601983395098E+01    0.370951207746936351E+00   -0.279064269939075587E+02
    0.210273805260658264E+03   -0.749000906944274902E+00   -0.380184173583984375E+01    0.726407428264617960E-01   -0.278980262447696248E+02
    0.172014396933163141E+03    0.578123811445574454E+00   -0.364475678685260718E+01    0.271911352405581674E+00   -0.278917421598258386E+02
    0.212048874804654417E+03    0.198497571155467067E-01   -0.396219508009787624E+01    0.376740596570846631E+00   -0.278770935557886972E+02
    0.152276452789843034E+03   -0.514639421098208594E+00   -0.315018346850702358E+01    0.844946276211060165E-01   -0.277651612341705132E+02
    0.156454427490456595E+03   -0.786899545439010417E-01   -0.450137544138252021E+01    0.429276858875373979E+00   -0.277613676123320658E+02
    0.209362691246046865E+03    0.570653966430794801E+00   -0.410014020721650319E+01    0.269141373779241855E+00   -0.277132125263691442E+02
    0.205943277168140355E+03    0.506874470202625549E+00   -0.377374438960421799E+01    0.373749311014760152E-01   -0.276925673282735048E+02
    0.169442204851613440E+03   -0.183931904314173500E+00   -0.488741102425045071E+01    0.499163137913591570E+00   -0.276486747252762228E+02
    0.168489651381969452E+03    0.366050720214843750E+00   -0.388320147991180420E+01    0.187134758377075189E+00   -0.276418098860243298E+02
