Nested Sampling Global Log-Evidence           :   -0.101219564374737683E+02  +/-    0.571147691818549089E-01

Local Mode Properties
-------------------------------------------

Total Modes Found:           1


Mode   1
Strictly Local Log-Evidence   -0.101219564374737683E+02 +/-    0.571147691818549089E-01
Local Log-Evidence   -0.101219564374737683E+02 +/-    0.571147691818549089E-01

Dim No.       Mean        Sigma
   1    0.167801605230754404E+03    0.961792110397672495E+01
   2    0.351364971640053980E+00    0.293730742724831351E+00
   3    0.149218152022163708E+00    0.298107568852437055E-01
   4    0.161172625634336042E+00    0.126619153446303456E+01
   5    0.249941473510402634E+01    0.243027043646579677E+00
   6   -0.444892825120881963E+00    0.227239698171089299E+00
   7   -0.150267605123369852E+01    0.771178129805513479E+00

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.170058754614734795E+03
   2    0.766224583442812190E+00
   3    0.164975671730201778E+00
   4    0.868724309803709183E+00
   5    0.282932065808778122E+01
   6   -0.579018854643013725E+00
   7   -0.193255220812537143E+01

MAP Parameters
Dim No.        Parameter
   1    0.170058754614734795E+03
   2    0.766224583442812190E+00
   3    0.164975671730201778E+00
   4    0.868724309803709183E+00
   5    0.282932065808778122E+01
   6   -0.579018854643013725E+00
   7   -0.193255220812537143E+01
