Nested Sampling Global Log-Evidence           :   -0.225314885185028828E+02  +/-    0.695176854396797883E-01

Local Mode Properties
-------------------------------------------

Total Modes Found:           1


Mode   1
Strictly Local Log-Evidence   -0.225314885185028828E+02 +/-    0.695176854396797883E-01
Local Log-Evidence   -0.225314885185028828E+02 +/-    0.695176854396797883E-01

Dim No.       Mean        Sigma
   1    0.167335953029910655E+03    0.946448455257019994E+01
   2    0.316358417165283123E+00    0.313205209224717729E+00
   3    0.144942146282280637E+00    0.153784154432596958E-01
   4   -0.923618425264782106E+00    0.100565874579486292E+01
   5    0.238567426033201357E+01    0.245182777344858882E+00
   6   -0.164149315059280743E+01    0.360529814227051770E+00
   7   -0.166920080839590734E+01    0.803415700276785993E+00

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.157733099843859350E+03
   2   -0.571777932305941941E-01
   3    0.135007434871852988E+00
   4   -0.175184027304309109E+01
   5    0.229536224336510353E+01
   6   -0.966265148533467677E+00
   7   -0.273447393752830159E+01

MAP Parameters
Dim No.        Parameter
   1    0.157733099843859350E+03
   2   -0.571777932305941941E-01
   3    0.135007434871852988E+00
   4   -0.175184027304309109E+01
   5    0.229536224336510353E+01
   6   -0.966265148533467677E+00
   7   -0.273447393752830159E+01
