luminosity_distance timeshift supernova_mag_boost Ebv log_likelihood log_prior
151.2372707397985 -0.1945001566984771 3.1685114015705285 0.0 -207.75784885430377 -7.313220387090301
181.38440206131722 -0.8990330772109166 3.568240540682865 0.0 -204.7020171580425 -7.313220387090301
172.27759885662346 -0.7783016814293326 2.325340381864928 0.0 -204.20217421000942 -7.313220387090301
153.74270159513688 -0.5696580555295291 2.8147317156621856 0.0 -203.23473526859334 -7.313220387090301
179.5057889251938 -0.9594488660081557 2.261868422447587 0.0 -203.00729625826952 -7.313220387090301
201.78544782970752 -0.5796425094747475 2.8997579433923635 0.0 -202.99354103976512 -7.313220387090301
197.30215676686333 -0.6968221158685739 3.107631217734241 0.0 -202.7032704289155 -7.313220387090301
211.79639374235447 -0.829523503632944 2.9849033148457664 0.0 -202.6082840930384 -7.313220387090301
188.67719333845926 -0.6115485872823778 3.1296630334094075 0.0 -202.32618585189428 -7.313220387090301
173.28224627777652 -0.49638856812309506 2.6821728153539333 0.0 -201.89984382613218 -7.313220387090301
185.51948025671444 -0.5241231266248494 2.891842501782527 0.0 -201.88643732387962 -7.313220387090301
169.4585668807037 -0.49812950174218495 2.7437608603863985 0.0 -201.621771016697 -7.313220387090301
205.03026386171308 -0.6530450815470267 2.7995016134601904 0.0 -201.59204447604006 -7.313220387090301
204.9074877343508 -0.766442442920519 2.948230669745402 0.0 -201.49989154934607 -7.313220387090301
224.6067286684609 -0.6912016457990913 2.5816544948038693 0.0 -201.3329505385555 -7.313220387090301
202.6738678214511 -0.7999822812245916 3.0082974852234283 0.0 -201.3005714054306 -7.313220387090301
164.4808160807895 -0.7344612710497924 2.6283892838049123 0.0 -201.29945134343492 -7.313220387090301
156.14227326203246 -0.5258508384934792 3.083323875854594 0.0 -201.23317133629757 -7.313220387090301
194.12254757805707 -0.9837415740171666 2.216239341264769 0.0 -201.14327389607024 -7.313220387090301
179.2394576066802 -0.6735755289869316 2.5290674099390795 0.0 -201.00738600147997 -7.313220387090301
188.01142435684994 -0.7135626039146481 2.449003256707785 0.0 -200.99304611278907 -7.313220387090301
215.7957314952731 -0.8359514272833336 2.8199380112268884 0.0 -200.94373138182888 -7.313220387090301
220.9514055886125 -0.9641310646038925 2.0337449764636215 0.0 -200.91851920312564 -7.313220387090301
175.84791565944138 -0.5236709974222877 2.7714554032243903 0.0 -200.8660279261419 -7.313220387090301
205.52383985715272 -0.6663326579206643 2.6572020720278076 0.0 -200.83070886504441 -7.313220387090301
222.30385979252446 -0.691486493754716 2.387740539447904 0.0 -200.8272579813754 -7.313220387090301
222.6406506930908 -0.9090732763842507 2.817968692140007 0.0 -200.78758286296716 -7.313220387090301
156.3604298917438 -0.8836353545776386 3.7465215193436183 0.0 -200.70751202299724 -7.313220387090301
