luminosity_distance timeshift supernova_mag_boost Ebv log_likelihood log_prior
194.115667744184 -0.17919072431384864 -0.8338580227993688 0.0 -38.31511891558835 -7.313220387090301
214.0632993573815 -0.7086520077407955 0.4001957365149478 0.0 -35.30819137105173 -7.313220387090301
200.31782431483444 -0.597077073027994 -0.790660533112896 0.0 -35.25832338915292 -7.313220387090301
200.0804630194543 -0.7670387956013169 0.6027615318892838 0.0 -35.24088782606543 -7.313220387090301
154.44521585114123 -0.32940932025760983 0.8236695250424138 0.0 -35.116478794642155 -7.313220387090301
200.2035499762556 -0.25638206322352686 -0.6754128206938468 0.0 -34.91750103598301 -7.313220387090301
198.9563613685939 -0.28139156686406597 0.07320457363777955 0.0 -34.79426924574378 -7.313220387090301
190.63264154032925 -0.6761287619934242 0.6059470102410858 0.0 -34.70409809916785 -7.313220387090301
197.08661076474843 -0.21018350808530128 -0.29953852333616116 0.0 -34.6900632184085 -7.313220387090301
189.23517815120368 -0.4832534074314352 -0.6192826224541967 0.0 -34.600940608742825 -7.313220387090301
178.43131911554056 -0.5568110768954952 -0.49842696164607947 0.0 -34.568603525271584 -7.313220387090301
198.45207961205756 -0.5314098470614314 0.40271689407376066 0.0 -34.508473007818615 -7.313220387090301
150.19187069681863 -0.5532562399990892 1.037053034050519 0.0 -34.31875743917571 -7.313220387090301
170.9770977850169 -0.8182141844070658 -0.33300630953804955 0.0 -34.23377440905543 -7.313220387090301
221.40400987652873 -0.5683508452002337 0.15889600181880859 0.0 -34.15339414888098 -7.313220387090301
151.58173872905084 -0.6943012660207175 -0.07453457021103382 0.0 -34.136172486402884 -7.313220387090301
219.429533805773 -0.5795918562470741 -0.9239651114253347 0.0 -34.010158096266224 -7.313220387090301
175.081267125017 -0.9333048990733666 -0.35494490000465895 0.0 -33.9978922239748 -7.313220387090301
154.73338293064694 -0.5250496906780218 -0.12045642009685853 0.0 -33.944436586916176 -7.313220387090301
221.36813895302427 -0.510114096410468 0.07679819833590074 0.0 -33.71309139731354 -7.313220387090301
200.05646598925418 -0.7055473294676073 0.4549025684931678 0.0 -33.68823783495235 -7.313220387090301
195.61170640721207 -0.5294916703211896 -0.6255485529963405 0.0 -33.68161689744191 -7.313220387090301
179.7629252902167 -0.6522600494518372 -0.4415765330203545 0.0 -33.64881354360591 -7.313220387090301
212.0706648965238 -0.36503620840306383 -0.794036674541581 0.0 -33.648766404286384 -7.313220387090301
198.0483143239887 -0.36830840617234384 -0.6416780434445366 0.0 -33.64477542619064 -7.313220387090301
171.4400075322513 -0.9134531470313563 -0.27938963350628576 0.0 -33.61429855568489 -7.313220387090301
183.45720277496306 -0.39125877081154203 0.3925607232334558 0.0 -33.60578640207868 -7.313220387090301
222.66455590724945 -0.35770630836486816 -0.09485065937042236 0.0 -33.604262343057 -7.313220387090301
199.41057044860406 -0.7227267269146356 0.4689376619901351 0.0 -33.60286451969519 -7.313220387090301
200.2493107434241 -0.8911019656800573 -0.6331724938211778 0.0 -33.56461979190044 -7.313220387090301
206.81325240542768 -0.4504812588830992 0.16304229903420175 0.0 -33.56458214016703 -7.313220387090301
215.20328526203295 -0.5604654920122691 -0.8341387127011926 0.0 -33.55624544484451 -7.313220387090301
220.80320068830667 -0.7480983595493416 -0.8904784999627413 0.0 -33.54667523003855 -7.313220387090301
207.13650141720757 -0.9605547990782962 -0.6940495065325827 0.0 -33.52648203997922 -7.313220387090301
183.73452738323684 -0.26492838852527245 -0.26841590801864346 0.0 -33.49016791065584 -7.313220387090301
154.06624485178008 -0.3504908496295598 0.7244116401063856 0.0 -33.4848268144778 -7.313220387090301
213.18376931673947 -0.32549531364538464 -0.1176950822308962 0.0 -33.46125413710217 -7.313220387090301
205.4350411989268 -0.3735305041883775 0.08808165351816655 0.0 -33.43545449802759 -7.313220387090301
221.98336650098565 -0.42498681337405153 -0.9035308244663653 0.0 -33.42538416521676 -7.313220387090301
190.73886975175054 -0.7604226517193478 0.5714710964186498 0.0 -33.39486499041942 -7.313220387090301
202.22520064818272 -0.6228426009572956 -0.6714025748370664 0.0 -33.38357721777675 -7.313220387090301
215.86718041933986 -0.36343571764836535 -0.06579750509648363 0.0 -33.36584200356863 -7.313220387090301
195.00844427264036 -0.43489688820265704 -0.5805416489050845 0.0 -33.305279166606475 -7.313220387090301
172.74172795402643 -0.2977799804522143 -0.1850868824623051 0.0 -33.303649603191914 -7.313220387090301
183.59983816851903 -0.86589497588941 -0.4309240226061384 0.0 -33.28323958668439 -7.313220387090301
161.038534710439 -0.43004620475077215 -0.14996932372706961 0.0 -33.268529554475165 -7.313220387090301
171.08733930160642 -0.678863408021765 -0.27777931061874916 0.0 -33.25496468305012 -7.313220387090301
185.48993861749955 -0.4810058641435613 0.40293818923601776 0.0 -33.248675622256954 -7.313220387090301
217.7001353755404 -0.5019265175921321 0.04588389626097111 0.0 -33.17804312686652 -7.313220387090301
202.59476188851488 -0.923492407765553 -0.6238380711565172 0.0 -33.16264235941836 -7.313220387090301
177.8063178062439 -0.6268616914749146 -0.3759366273880005 0.0 -33.16225267591771 -7.313220387090301
161.55621260404587 -0.8620269298553467 -0.12522578239440918 0.0 -33.14385927495142 -7.313220387090301
186.21931672096252 -0.5356193780899048 -0.46291112899780273 0.0 -33.11872960511853 -7.313220387090301
215.37122677706418 -0.946923810673999 -0.7581939358315894 0.0 -33.07392441686213 -7.313220387090301
183.08237262353958 -0.8042294622527917 -0.4182533004656577 0.0 -33.05036043116082 -7.313220387090301
155.66893795251872 -0.27602608599614387 0.2499572179383076 0.0 -33.046998064974915 -7.313220387090301
158.15138761359668 -0.5517804601411045 -0.09206011273903414 0.0 -33.034112888096104 -7.313220387090301
155.898346057137 -0.8129976689586161 -0.04284103757932378 0.0 -33.02553899219926 -7.313220387090301
179.53066998770908 -0.8471473586201544 -0.36962837119824776 0.0 -33.019591150746194 -7.313220387090301
171.6405502236177 -0.4917430827088237 0.5595805010581234 0.0 -33.01510802199293 -7.313220387090301
210.72034638846338 -0.3084786093139821 -0.22535461954494718 0.0 -33.006097616059854 -7.313220387090301
219.51886864638885 -0.28879694538727385 -0.6489460728792196 0.0 -33.00289873103973 -7.313220387090301
162.360842084384 -0.29519927646885735 0.002943889486919815 0.0 -32.989506925552014 -7.313220387090301
188.14165120116851 -0.8922847960665505 -0.4453347663413538 0.0 -32.98314670012901 -7.313220387090301
194.94871128333077 -0.38831919896164147 0.17467862263996192 0.0 -32.97894412849446 -7.313220387090301
167.65028588698408 -0.4386815839013657 -0.20353032246491587 0.0 -32.97785602768642 -7.313220387090301
165.44350349509529 -0.581253225663211 0.7335357606369382 0.0 -32.96381136251465 -7.313220387090301
212.17003476814926 -0.346111834222915 -0.10475781007404272 0.0 -32.95049684103486 -7.313220387090301
222.3027023246718 -0.4443632811975269 -0.0640030889448262 0.0 -32.94002102302161 -7.313220387090301
161.49916852462707 -0.677726248506769 0.872161342938421 0.0 -32.932229374029056 -7.313220387090301
176.95372521197763 -0.7856178007553613 0.7391057944672275 0.0 -32.931889823007694 -7.313220387090301
182.54501623214782 -0.4677145676934208 -0.41234091513927673 0.0 -32.92166342256022 -7.313220387090301
200.77668627059685 -0.7945805054212148 -0.60400820482878 0.0 -32.89761689399081 -7.313220387090301
209.17554534033613 -0.42866416289332854 -0.6930571825707315 0.0 -32.88702242703728 -7.313220387090301
198.3682320249805 -0.5583388181128425 0.28908637724911834 0.0 -32.87854457355122 -7.313220387090301
182.21235880904288 -0.846345372760864 -0.3908801155926076 0.0 -32.873790848220395 -7.313220387090301
182.85452583246922 -0.7130022673252547 0.6117104778575388 0.0 -32.87055684205372 -7.313220387090301
