Nested Sampling Global Log-Evidence           :   -0.107193571603056181E+02  +/-    0.546208803944472285E-01

Local Mode Properties
-------------------------------------------

Total Modes Found:           1


Mode   1
Strictly Local Log-Evidence   -0.107193571603056181E+02 +/-    0.546208803944472285E-01
Local Log-Evidence   -0.107193571603056181E+02 +/-    0.546208803944472285E-01

Dim No.       Mean        Sigma
   1    0.830212614565682294E+01    0.118307635374332154E+01
   2    0.365368904652063407E+02    0.911973270029439043E+01
   3    0.532198197099996606E+00    0.171482204400103977E+00
   4   -0.605477531764784457E-01    0.521813284867307159E+00
   5   -0.265830147683041229E+01    0.352612379080346039E+00
   6   -0.110346089809620729E+01    0.639974377441119291E+00
   7    0.287403390925712154E+00    0.156474408100637230E+00

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.876020323046780192E+01
   2    0.393467738912487874E+02
   3    0.655631499742540313E+00
   4    0.110685696374960951E+00
   5   -0.274630730067487550E+01
   6   -0.504936773462456578E+00
   7    0.390823588393048593E+00

MAP Parameters
Dim No.        Parameter
   1    0.876020323046780192E+01
   2    0.393467738912487874E+02
   3    0.655631499742540313E+00
   4    0.110685696374960951E+00
   5   -0.274630730067487550E+01
   6   -0.504936773462456578E+00
   7    0.390823588393048593E+00
