luminosity_distance timeshift inclination_EM log10_n0 p log10_epsilon_e log10_epsilon_B log10_E0 thetaCore thetaWing ksiN L0 dL b q ts Ebv log_likelihood log_prior
184.30750983020175 0.5307648846051569 0.13243964676722836 -1.077158029325537 2.6945994761111782 -2.2157984304041225 -0.4986104968237477 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 0.0 -13.984744201799725 -10.357342789644955
171.14377482263373 0.4183801177709706 0.12171903923288187 -1.4800824933243146 2.8670189490409435 -1.4671463878687865 -2.3847730972113372 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 0.0 -13.957495194939744 -10.441299790335268
173.70156461521623 0.04866415770440824 0.18485994238885486 0.5319277443767567 2.8653208224954754 -2.1358502331460563 -0.8605865944939741 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 0.0 -13.744691611256311 -10.026648312193268
179.84492749948106 0.2971746976945683 0.1867379770605784 1.3764653063209122 2.85684186581532 -1.6274112762165562 -2.538072390332809 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 0.0 -13.311944256439222 -10.016656921174222
157.06687156319936 0.44150259989853247 0.14047074630605508 1.1197249835205012 2.058993802774463 -2.3176623100947626 -2.969025805275987 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 0.0 -12.41106703496135 -10.298836329197748
164.23099443285747 0.11816011042582775 0.16464240100678568 -0.6533292929455747 2.68719552292018 -2.2483031351402767 -1.14598500589514 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 0.0 -12.372377217910584 -10.141290834654303
168.80042265021413 0.6815525568224658 0.17136096758620784 -0.06649158080654916 2.2232183387599083 -1.8839167538922563 -1.501121441150275 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 0.0 -12.22455179932698 -10.101671390461718
181.80399284794734 0.7823368540097189 0.1695533868242937 1.6639636814398244 2.149414367496065 -2.439877094174642 -2.223828560011781 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 0.0 -12.120766758775096 -10.112172895372773
176.30267177855663 0.2320927790607313 0.19092261233262617 0.686157408655232 2.3411447406641273 -2.425589803077917 -0.999693003469611 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 0.0 -11.928211077005102 -9.994759211981478
178.72455342537262 0.04240257769805811 0.1889230769046115 1.653108589136136 2.3268243331366083 -1.9681694919661168 -2.4473968582189696 53.0 0.05 0.1 1.0 0.0 3.09e+19 6.0 0.0 0.0 0.0 -11.709450378612534 -10.00516056390369
