Nested Sampling Global Log-Evidence           :   -0.569065182928537183E+02  +/-    0.999894629626062875E-01

Local Mode Properties
-------------------------------------------

Total Modes Found:           1


Mode   1
Strictly Local Log-Evidence   -0.569065182928537183E+02 +/-    0.999894629626062875E-01
Local Log-Evidence   -0.569065182928537183E+02 +/-    0.999894629626062875E-01

Dim No.       Mean        Sigma
   1    0.302710212247223209E+01    0.307340770019037313E+00
   2    0.468400060766124682E+02    0.292886425974887787E+01
   3    0.637260568972595420E+00    0.108064220825654062E+00
   4    0.779172684003765048E+00    0.127760196708003454E+00
   5   -0.291220216891940353E+01    0.648870901105741693E-01
   6   -0.621351385276750157E+00    0.672228849955250479E-01
   7    0.301463127327894487E+00    0.146548757239391064E+00

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.297427292153414369E+01
   2    0.496516560061791594E+02
   3    0.618214704466329978E+00
   4    0.978211204007753743E+00
   5   -0.299983915623601405E+01
   6   -0.709263492940949813E+00
   7    0.383275802290021950E+00

MAP Parameters
Dim No.        Parameter
   1    0.297427292153414369E+01
   2    0.496516560061791594E+02
   3    0.618214704466329978E+00
   4    0.978211204007753743E+00
   5   -0.299983915623601405E+01
   6   -0.709263492940949813E+00
   7    0.383275802290021950E+00
