luminosity_distance beta log10_kappa_r KNtimeshift log10_vej log10_mej Ebv log_likelihood log_prior
165.40209991814328 3.3045995971841466 -0.3123952005128363 -0.9580653220654867 -1.779076966492709 -1.6794667591446981 0.09251668103289327 -26.987730906179667 -9.128822791942298
151.8011514509684 4.649136008919891 -0.257394315221676 -1.8280932116855866 -1.8844242469718957 -1.203727769944128 0.27349505210617775 -24.026084763366022 -9.602240157979873
81.02684137664767 4.728733397062601 -0.04223278551552401 -0.43397993306770144 -1.560152139005925 -2.464085896055424 0.4362724054180715 -23.145554056880417 -10.388773139447848
99.62957725638776 3.486909022733152 0.6247561012293619 -0.15749844411891645 -1.7034082754049242 -2.933123999214605 0.09849534919265508 -22.61622428682543 -9.141359637983303
48.02928479108854 2.338451380386514 0.03300712201660416 0.15717487455751122 -1.821396056820589 -2.4344062390301886 0.03348318444016176 -21.946298246954136 -9.012804552868054
76.85350315071975 4.493642311723173 -0.02147141492976168 -1.153340767183794 -1.669900818125595 -1.9719035241195912 0.21995538218791913 -21.788634362738904 -9.437472283489969
138.78682994591944 3.888651689651585 -0.8250808547874628 -1.2686104542834007 -1.536424079331786 -2.1503684778357806 0.43763563082158063 -21.773076283353326 -10.398837940872639
115.68883578960039 3.994326271616655 -0.020847722552821413 -1.809036397115505 -1.9300541869084187 -1.329913370477705 0.47925831551222536 -21.762469291461585 -10.76824395787207
84.7352870293764 3.49486143350092 -0.6213376432601557 -0.7278703491555509 -1.7757590159868692 -1.5159079396216528 0.5706009659808857 -21.475695504472114 -14.715115916005871
136.26082401276045 2.3710181794283027 -0.7693058696033841 -0.7525612416083658 -1.8756454251877852 -1.5005043855039808 0.10549851124496236 -21.4423059659632 -9.156247490242098
157.03597480069743 2.438150451898828 -0.4150827160492526 -1.3556609038833984 -1.602804222527614 -2.789437294858868 0.11200166216031003 -21.385620837197614 -9.170273714220393
66.35719931693406 3.5958408761393184 0.6605030347708383 -1.4513137235363471 -1.8003516863245626 -2.928787500434831 0.5038022132485538 -21.322415013903463 -11.074105509696052
175.86994406386955 4.37637390056701 -0.7309683629846202 -1.5484487306465713 -1.683544944600387 -1.5112793925691899 0.1715620231173515 -21.288269105933878 -9.308808482825855
166.68093592589807 3.66117422888659 -0.23670021990143875 -0.7919871971750805 -1.680725863897488 -2.0810468854155424 0.15690143109716737 -21.214505962554327 -9.272886610796581
168.16324732203685 3.252627956070018 -0.5895398872866323 -0.901805477715059 -1.957982904058992 -1.1367398814424101 0.08928243948421373 -21.18123880411673 -9.122105760259513
48.554902383152864 1.622725100675235 -0.3214218373272659 -0.8621634852605444 -1.649032950336096 -2.9742663678353045 0.21634053634741107 -20.92121353603958 -9.427268031173368
129.7977198366179 3.233535254588861 -0.16135569893549995 -1.2813126275132358 -1.8387115863100263 -1.985571690170992 0.2933199574162691 -20.904660056532915 -9.670867149151844
51.81893834345438 4.395953137854178 1.2109389141414106 -1.103154815311373 -1.9745009498666544 -1.8980761312040593 0.3025061375969308 -20.838005914460624 -9.704337001306383
82.12722872246052 4.061655611581097 -0.7154625699137502 0.44515999192225975 -1.714040550871204 -0.5272910500418715 0.026977062896982203 -20.751712519045164 -9.000804255720709
143.26793956365094 2.954054573118077 -0.6215246966367224 -0.21248324255039952 -1.7813078724172295 -1.6341735886544684 0.09443262500683001 -20.741379891972755 -9.132823303799235
