Nested Sampling Global Log-Evidence           :   -0.201181303268145477E+02  +/-    0.632576851004097301E-01

Local Mode Properties
-------------------------------------------

Total Modes Found:           1


Mode   1
Strictly Local Log-Evidence   -0.201181303268145477E+02 +/-    0.632576851004097301E-01
Local Log-Evidence   -0.201181303268145477E+02 +/-    0.632576851004097301E-01

Dim No.       Mean        Sigma
   1    0.167210396482593808E+03    0.969858439161401087E+01
   2    0.232749181287592283E+00    0.268903974442711580E+00
   3    0.130700561436979307E+00    0.231298057513792954E-01
   4   -0.144127091852313560E+01    0.831484396515996038E+00
   5    0.241968646962914358E+01    0.261973297351969892E+00
   6   -0.171727785957225154E+01    0.375079627939110316E+00
   7   -0.154361534759609031E+01    0.831374639996497189E+00

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.181360391314167060E+03
   2   -0.151745994655654998E-01
   3    0.148407229923067652E+00
   4   -0.136024685698533720E+01
   5    0.295967438614576039E+01
   6   -0.145018278475378093E+01
   7   -0.156878317747803475E+01

MAP Parameters
Dim No.        Parameter
   1    0.177960292641284866E+03
   2   -0.950566678406434967E-01
   3    0.109355123605970869E+00
   4   -0.269893873094784364E+01
   5    0.290711299522284294E+01
   6   -0.183104563717573710E+01
   7   -0.625967511048900693E+00
