Nested Sampling Global Log-Evidence           :   -0.385606907580765395E+02  +/-    0.913385410228556710E-01

Local Mode Properties
-------------------------------------------

Total Modes Found:           1


Mode   1
Strictly Local Log-Evidence   -0.385606907580765395E+02 +/-    0.913385410228556710E-01
Local Log-Evidence   -0.385606907580765395E+02 +/-    0.913385410228556710E-01

Dim No.       Mean        Sigma
   1    0.404323130737279524E+01    0.463162575137144039E+00
   2    0.450705972193013764E+02    0.453814159212163304E+01
   3    0.583537615130017895E+00    0.133632862390902468E+00
   4    0.677670926594729273E+00    0.157378693290120691E+00
   5   -0.291469917003043610E+01    0.677986457320901570E-01
   6   -0.648537799024619610E+00    0.805964448415363716E-01
   7    0.285864156428269900E+00    0.156576073644378783E+00

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.385616474946217291E+01
   2    0.499112687003875735E+02
   3    0.700906748113414024E+00
   4    0.599316109281670339E+00
   5   -0.298031247717189718E+01
   6   -0.634836638818289334E+00
   7    0.475774634635290461E+00

MAP Parameters
Dim No.        Parameter
   1    0.385616474946217291E+01
   2    0.499112687003875735E+02
   3    0.700906748113414024E+00
   4    0.599316109281670339E+00
   5   -0.298031247717189718E+01
   6   -0.634836638818289334E+00
   7    0.475774634635290461E+00
