    0.215701930224895477E+03   -0.862460970878601074E+00    0.229979693889617920E+01   -0.419909878922589854E+02
    0.182872277498245239E+03    0.447515249252319336E-01    0.189563035964965820E+01   -0.417020944978202976E+02
    0.219550593264585700E+03   -0.358152084162017714E+00    0.566581953325933974E+00   -0.411096449889665507E+02
    0.153513987312544174E+03   -0.649106359990526016E+00    0.138168182408801954E+01   -0.409453355071920981E+02
    0.208731691449942531E+03   -0.553259687695242475E+00    0.676488666797460780E+00   -0.409319945520900532E+02
    0.161955548822879791E+03   -0.155863165855407715E+00    0.133714675903320312E+01   -0.409096206992123470E+02
    0.175116289919076479E+03    0.447138450573978385E-01    0.148870313884479355E+01   -0.408384670605584290E+02
    0.216795229911804199E+03   -0.563066840171813965E+00    0.599533319473266602E+00   -0.407123968250902806E+02
    0.167914554476737976E+03   -0.906060338020324707E+00    0.119686007499694824E+01   -0.406596010618562431E+02
    0.153183907344187958E+03   -0.269902645859732671E+00    0.269449984449064495E+01   -0.405538074147645702E+02
    0.218725244017017758E+03   -0.307880219325163185E+00    0.641844523871608175E+00   -0.404488071012982289E+02
    0.209851966735201643E+03   -0.250759297625478772E+00    0.772025579137759266E+00   -0.402787093777858729E+02
    0.191890366195602780E+03   -0.966058061622211417E-01    0.199223967803909119E+01   -0.402500138863392465E+02
    0.211462703347206116E+03   -0.429777503013610840E+00    0.200429856777191162E+01   -0.400826775267689186E+02
    0.154329518973827362E+03   -0.365357637405395508E+00    0.148074269294738770E+01   -0.400128710284392213E+02
    0.165828922721843838E+03   -0.621057775569476389E+00    0.270601710474410950E+01   -0.399992033539645746E+02
    0.182531226388779118E+03   -0.416392789755825055E-01    0.129737142552293072E+01   -0.399075811767123056E+02
    0.214016367495059967E+03   -0.552567124366760254E+00    0.705857872962951660E+00   -0.397931437945960127E+02
    0.213590771373795803E+03   -0.858356775689476104E+00    0.710845232625354484E+00   -0.397439758510480843E+02
    0.156175561532518259E+03   -0.585457693924061884E+00    0.280089847480361342E+01   -0.397405718608505651E+02
    0.169678314547147210E+03   -0.763601804892544589E+00    0.267767138570806029E+01   -0.396245603021990291E+02
    0.154775644580305169E+03   -0.596082783972974428E+00    0.281839665764807545E+01   -0.396177817621190655E+02
    0.158235144613692682E+03   -0.136083665463485159E+00    0.240006834615755338E+01   -0.395659715008412007E+02
    0.218342031502092112E+03   -0.191674954552455423E+00    0.167607083553705749E+01   -0.395072352984262665E+02
    0.165916748272909103E+03   -0.936711202061362602E+00    0.131158187337065257E+01   -0.395012755555774291E+02
    0.206041806936264038E+03   -0.667017221450805664E+00    0.817028284072875977E+00   -0.394912937102095682E+02
    0.187049868136529767E+03   -0.747418867944740883E+00    0.103464825701634400E+01   -0.394662412676654739E+02
    0.209979445172117664E+03   -0.786989636635051060E+00    0.214712104961302330E+01   -0.393301967928610168E+02
    0.213149040579143161E+03   -0.903978431484481648E+00    0.749466029411880896E+00   -0.393287892251207012E+02
    0.192979593775738039E+03   -0.868216655473224352E+00    0.983840662910369090E+00   -0.392983749322753155E+02
    0.198901623487472534E+03   -0.201568841934204102E+00    0.103245735168457031E+01   -0.392651694482450679E+02
    0.195415610009118467E+03   -0.601508526159989065E+00    0.224796324126919700E+01   -0.392471683411620162E+02
    0.217908334559659693E+03   -0.314712980676761900E+00    0.778018796955045389E+00   -0.391888669462410988E+02
    0.161416024878756474E+03   -0.102862453094908823E+00    0.157629931948676383E+01   -0.391777958294468007E+02
    0.159583556946373278E+03   -0.921890853430078483E-01    0.162334443078469537E+01   -0.391771806542891667E+02
    0.199511307477951050E+03   -0.449775457382202148E-01    0.148891806602478027E+01   -0.391757027212112092E+02
    0.182346238195896149E+03   -0.886027336120605469E+00    0.111370265483856201E+01   -0.391539672543308583E+02
    0.192531899916846157E+03   -0.358246657671543733E+00    0.208845175876648348E+01   -0.391258545469099914E+02
    0.199366401821582372E+03   -0.530468772067296257E-01    0.153235634737806770E+01   -0.391118501202460038E+02
    0.206693905591964722E+03   -0.437277793884277344E+00    0.879009962081909180E+00   -0.391032338694649297E+02
    0.213771340469273611E+03   -0.132830450768894215E+00    0.922831967278527010E+00   -0.390833197624214961E+02
    0.151460382342338562E+03   -0.559638738632202148E-01    0.219520032405853271E+01   -0.390694448699610675E+02
    0.210094477236270905E+03   -0.504108667373657227E-01    0.123262941837310791E+01   -0.390585094170232807E+02
    0.170808658008059240E+03   -0.438315589046841869E+00    0.131350612230607400E+01   -0.390566486995936089E+02
    0.221201769607126352E+03   -0.682291969960522549E+00    0.684209922396105341E+00   -0.390562922574894600E+02
    0.180374102153202927E+03   -0.964651911302694121E-01    0.134536054309683983E+01   -0.390191125702346255E+02
    0.196248080973824074E+03   -0.188839898745601253E+00    0.187171857458127811E+01   -0.390044729292695891E+02
    0.173647624586298690E+03   -0.126033667741544231E+00    0.141427345978695840E+01   -0.389682543183529759E+02
    0.160953794955567616E+03   -0.772199445763494419E+00    0.142947791448647354E+01   -0.389661749160382840E+02
    0.186077132151949513E+03   -0.209342546655482464E+00    0.199938871427387976E+01   -0.389312873695436750E+02
    0.211947890530428253E+03   -0.175449911719808171E+00    0.942890465409256251E+00   -0.389268704918097797E+02
    0.189907701494579527E+03   -0.551812504514369584E-01    0.147450826891115838E+01   -0.389235203849762001E+02
    0.220705327578128589E+03   -0.353070110781195434E+00    0.172537705968177946E+01   -0.389160918051173752E+02
    0.218284365181712559E+03   -0.840629595101150318E+00    0.203728127796926550E+01   -0.389008734575135264E+02
    0.151865415094166934E+03   -0.667550795353003878E+00    0.282479288373498338E+01   -0.388405500871673866E+02
    0.206646110792248749E+03   -0.775733655657767640E-01    0.149065638927094035E+01   -0.388193661017851213E+02
    0.213603333828113534E+03   -0.623436930308163384E+00    0.789700944574994068E+00   -0.388096256195565061E+02
    0.162139999606770658E+03   -0.618607139995595245E+00    0.142887986091640773E+01   -0.388091580209874891E+02
    0.165389756245790949E+03   -0.969759199531341376E+00    0.274996604724117688E+01   -0.388085449045248367E+02
    0.180759377971165662E+03   -0.130893039868701155E+00    0.195534477650260108E+01   -0.388053930015718436E+02
    0.179725107550621033E+03   -0.986715555191040039E-01    0.138970673084259033E+01   -0.388048714118546627E+02
    0.207981678375745901E+03   -0.826311760495878844E+00    0.213958111779669302E+01   -0.387802474214556767E+02
    0.219840329767082835E+03   -0.210957956104128486E+00    0.157695837728959276E+01   -0.387706039521116921E+02
    0.150587800416184763E+03   -0.115782094211071773E+00    0.236523148254354609E+01   -0.387667176134398588E+02
    0.185690058570940209E+03   -0.315391777612044510E+00    0.119531995739757502E+01   -0.387657382744665426E+02
    0.209265838659904716E+03   -0.168507608877850656E+00    0.100891517902183558E+01   -0.387463676044653127E+02
    0.176840834319591522E+03   -0.797088384628295898E+00    0.121796190738677979E+01   -0.387365364595716528E+02
    0.164848914742469788E+03   -0.629562139511108398E-01    0.183936774730682373E+01   -0.387337506841646260E+02
    0.155812103432200558E+03   -0.123880148468273221E+00    0.172568053019125678E+01   -0.387176786736286758E+02
    0.177711989195711453E+03   -0.821809619948005610E+00    0.250403961473615411E+01   -0.387142216550375480E+02
    0.165832033753395081E+03   -0.374058008193969727E+00    0.144466876983642578E+01   -0.387099886397910069E+02
    0.202893551436135567E+03   -0.858324664078049748E+00    0.922010781366010335E+00   -0.386936779023892896E+02
    0.202519257727922138E+03   -0.507619757063777044E+00    0.953799281656337428E+00   -0.386777033461623319E+02
    0.184226243293741334E+03   -0.751252774319330907E-01    0.167413001747676482E+01   -0.386378541264576540E+02
    0.219286884443994154E+03   -0.378306061999515220E+00    0.172766518953358528E+01   -0.386333058920787380E+02
    0.194332421109827294E+03   -0.439215251558487951E+00    0.107475966612105012E+01   -0.386069973009245828E+02
    0.201001812572635203E+03   -0.594738167755799907E+00    0.211068482393974222E+01   -0.385674615686256033E+02
    0.159781255800858673E+03   -0.284092234318207737E+00    0.238689914679428572E+01   -0.385550484534605076E+02
    0.183071312298228719E+03   -0.231681272568657781E+00    0.199817014257951797E+01   -0.385343506216032523E+02
    0.189624121765311060E+03   -0.796476742893023060E-01    0.149929788627902294E+01   -0.385118951071181002E+02
    0.213958411726532717E+03   -0.120554710135189036E+00    0.105285881856472407E+01   -0.384944526102696472E+02
    0.152309261262416840E+03   -0.599961757659912109E+00    0.275584042072296143E+01   -0.384803621788314274E+02
    0.191141392417897379E+03   -0.123983336253302934E+00    0.175135552837507813E+01   -0.384729989591402983E+02
    0.172061969339847565E+03   -0.351688265800476074E+00    0.139014661312103271E+01   -0.384715428963759010E+02
    0.153373285732019355E+03   -0.396363526503535124E+00    0.164866678974550140E+01   -0.384656818769974294E+02
    0.203288105128648141E+03   -0.100403478243433653E+00    0.121270813567518765E+01   -0.384614379388213621E+02
    0.214941630639815571E+03   -0.423960499046973638E+00    0.179161393226157983E+01   -0.384437116594132249E+02
    0.157216227479743196E+03   -0.505424128708310771E+00    0.156138641959631563E+01   -0.384359462941246477E+02
    0.203864166891392472E+03   -0.292417839261791435E+00    0.104836942522557397E+01   -0.384302166022953173E+02
    0.183026287172860634E+03   -0.667038788072553679E+00    0.117292125708322104E+01   -0.384295798025802284E+02
    0.202915329277518538E+03   -0.211240700954173577E+00    0.171683843908320632E+01   -0.384271722462901408E+02
    0.182625675201416016E+03   -0.480548143386840820E+00    0.222414076328277588E+01   -0.384251212103808442E+02
