Nested Sampling Global Log-Evidence           :   -0.760568548396908550E+01  +/-    0.138059809296095543E+00

Local Mode Properties
-------------------------------------------

Total Modes Found:           1


Mode   1
Strictly Local Log-Evidence   -0.760568548396908550E+01 +/-    0.138059809296095543E+00
Local Log-Evidence   -0.760568548396908550E+01 +/-    0.138059809296095543E+00

Dim No.       Mean        Sigma
   1    0.540668083917417164E+01    0.158169857727150043E+01
   2    0.323068860714149935E+02    0.901642557004255174E+01
   3    0.502874481850505872E+00    0.165137207193119306E+00
   4    0.107827732777285953E+00    0.649500403930633685E+00
   5   -0.238805677668384275E+01    0.536057820226271131E+00
   6   -0.956724835520570194E+00    0.531518520368064684E+00
   7    0.273755566368137970E+00    0.158519196389309419E+00

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.536376127465041108E+01
   2    0.306080058539040181E+02
   3    0.764727421808815366E+00
   4    0.565719079015846393E+00
   5   -0.285033439869911520E+01
   6   -0.547112495950567101E+00
   7    0.318800521192553643E+00

MAP Parameters
Dim No.        Parameter
   1    0.536376127465041108E+01
   2    0.306080058539040181E+02
   3    0.764727421808815366E+00
   4    0.565719079015846393E+00
   5   -0.285033439869911520E+01
   6   -0.547112495950567101E+00
   7    0.318800521192553643E+00
