1980-01-06T00:00:27.651 g inf inf
1980-01-06T12:00:27.651 g inf inf
1980-01-07T00:00:27.651 g 22.702065893444797 0.17151485880072792
1980-01-07T12:00:27.651 g 22.452140169087514 0.24924707282398373
1980-01-08T00:00:27.651 g 22.263961136975084 0.25056527116652905
1980-01-08T12:00:27.651 g 22.103629917142754 0.257975730894192
1980-01-09T00:00:27.651 g 21.963956948216477 0.20259472971615594
1980-01-09T12:00:27.651 g 21.840221238138426 0.23690836785309574
1980-01-10T00:00:27.651 g 21.72915542319584 0.23330382503883182
1980-01-10T12:00:27.651 g 21.628404154553728 0.17410538525366576
1980-01-11T00:00:27.651 g 21.536213379621238 0.24017834567131538
1980-01-11T12:00:27.651 g 21.45124162431715 0.22463763242403179
1980-01-12T00:00:27.651 g 21.372439955439162 0.15881810793463103
1980-01-12T12:00:27.651 g 21.298972653862577 0.26187125136974965
1980-01-13T00:00:27.651 g 21.230163077357062 0.20937925958977097
1980-01-13T12:00:27.651 g 21.16826484407246 0.2651433858784637
1980-01-14T00:00:27.651 g 21.1130002862104 0.19320766603896478
1980-01-14T12:00:27.651 g 21.06041299954262 0.2599810391084358
1980-01-15T00:00:27.651 g 21.010255527064622 0.23593279920221039
1980-01-15T12:00:27.651 g 20.962313209837482 0.15281372606002275
1980-01-16T00:00:27.651 g 20.91639863530481 0.09787609629256404
1980-01-16T12:00:27.651 g 20.87234721273108 0.10923417550906547
1980-01-17T00:00:27.651 g 20.830013611844556 0.11529005070977769
1980-01-17T12:00:27.651 g 20.789268870164086 0.11047806739723365
1980-01-18T00:00:27.651 g 20.749998023783583 0.12784771258889427
1980-01-18T12:00:27.651 g 20.71343227491613 0.12418333285828043
1980-01-19T00:00:27.651 g 20.701464209447202 0.14927378460836313
1980-01-19T12:00:27.651 g 20.689626630862435 0.10126823789040343
1980-01-20T00:00:27.651 g 20.677916724446234 0.08450792695610009
1980-01-20T12:00:27.651 g 20.666331765585866 0.09215333215750784
