    0.189960272209294374E+03    0.313654063961999396E+01   -0.396856738014107258E+00    0.833174141958505032E+00   -0.124629369921429145E+01   -0.285627670868297079E+01    0.319488455979533292E+00   -0.224541762415342419E+02
    0.134365505723178302E+03    0.138103590812976185E+01   -0.892115598939973498E+00   -0.260474637514310770E+00   -0.169988407905382832E+01   -0.282829276397692952E+01    0.544969815632114885E+00   -0.220091964099191699E+02
    0.180331078603951823E+03    0.376480803817949505E+01   -0.365621889440702397E+00   -0.501858478391312701E+00   -0.160542552505712521E+01   -0.243198845378885897E+01    0.519584244532166895E+00   -0.219190607361892873E+02
    0.134939897526752077E+03    0.232176704051512406E+01   -0.308544283488701998E+00   -0.933646153829525538E+00   -0.169759714214884339E+01   -0.253407608131612472E+01    0.414339181417908209E+00   -0.216181413880033233E+02
    0.147776812607947960E+03    0.285032757312520779E+01    0.129073702965234016E+00    0.189042645855906244E+00   -0.191284616567448462E+01   -0.228158350682810340E+01    0.328151318487339971E+00   -0.215439445671814020E+02
    0.112135114714975487E+03    0.249579602124615141E+01   -0.345460887240593983E+00    0.479349491749368362E+00   -0.163771046761333161E+01   -0.261403093016438204E+01    0.506844800961450792E+00   -0.215280341695387527E+02
    0.140365851174412995E+03    0.270715259635531869E+01   -0.156600580861291028E+00   -0.120549624906408726E+01   -0.168670488809999375E+01   -0.241536548835120612E+01    0.427784874029879525E+00   -0.207146933857707687E+02
    0.139361583135856620E+03    0.202132895434834658E+01    0.109769436624731487E+00    0.815035856390780467E+00   -0.193140769271241908E+01   -0.237770202491968830E+01    0.440650274823756349E+00   -0.206189532912880331E+02
    0.178938272317815603E+03    0.248438544054872157E+01   -0.747851031450015302E-01   -0.182294678926619458E+01   -0.189867850211022104E+01   -0.238087920823006893E+01    0.377064651400477013E+00   -0.205337635486933792E+02
    0.136011074095614532E+03    0.472035822828109808E+01    0.123656341147895787E+01    0.154701393486289973E+00   -0.196454273170528460E+01   -0.157729688084507158E+01    0.154323820218869728E+00   -0.203925086545804888E+02
    0.156624482767308109E+03    0.480658318595102507E+01    0.699309082688203354E+00    0.248478532282287556E+00   -0.184286650943955954E+01   -0.178398477343498918E+01    0.371782515309940331E+00   -0.200336080101749445E+02
    0.138958345241181746E+03    0.344806822774540134E+01    0.765967421691199579E+00    0.538553040673968475E+00   -0.186445395713482354E+01   -0.202911185548825257E+01    0.113654663258559926E+00   -0.199854875678719459E+02
