luminosity_distance KNphi inclination_EM KNtimeshift log10_mej_dyn log10_mej_wind Ebv log_likelihood log_prior
4.1292766269077 31.050901895829288 0.7813487718118045 -1.0849023198832701 -2.2624926028437136 -1.1490804997613056 0.5584030505967972 -22.11863427870162 -11.964343674094476
7.421511117552139 22.977080686592608 0.2763512152529149 -0.5518763233533281 -1.9755276004200877 -0.9730894106965482 0.27438093621893356 -21.680042970160546 -9.854229795100697
3.67227441255899 22.577671987538693 0.6169966002204595 -1.464634533833868 -1.0819566997923498 -0.6537081384437204 0.4386100263975956 -21.158329632905403 -9.903436829375446
4.112836914632403 43.70044933127758 0.4797337215564869 0.27442587347156167 -2.2444883520181396 -1.1749172992441146 0.3168368831000288 -21.10240512977902 -9.482254360896219
9.44648217602221 29.679747680891563 0.1851125808790555 -0.5627683282652585 -1.7625151891159367 -0.7767903929291529 0.5405842631432705 -20.769413406227034 -12.485091361777737
8.374834525647975 24.68177516523646 0.5055308223069059 -0.9780833582365669 -1.7905324035637613 -0.6963777232331325 0.33632026696087797 -20.687697832592722 -9.513482738852696
4.898144914138601 25.687957069022247 0.624685038724176 -1.884980113390815 -2.405526895535899 -1.0313537495505032 0.31984169879707625 -20.51546950380249 -9.257315396544016
4.1604970174228555 30.10043591862687 0.7446572132800707 -0.49004947310446156 -2.4028218329406306 -1.1155075150872622 0.40100311263912863 -20.327089496959445 -9.497583172622837
5.320779370102574 49.53979853467621 0.42846630081233894 -1.1775554676830748 -1.8638368465354505 -0.9137326640434407 0.4922668707438096 -20.1604141383238 -10.747184157155413
7.341863811016083 49.222620725631714 0.18321927318694156 0.6031110286712646 -2.64775013923645 -0.6835790276527405 0.09109865663051606 -19.750787760615125 -9.778722875767915
5.69115760149813 20.513669872730645 0.5474008060297295 -0.636333889623586 -2.283126159107457 -0.6777611565819415 0.28035693359351394 -19.569311800796275 -9.22866619590622
6.32157869903265 20.452412346542523 0.3342640765213406 -1.3882632628010114 -1.628330862356783 -0.582405086387169 0.17451714590185 -19.4185687954884 -9.38090191227982
8.601664663776065 19.484610184941022 0.5823136005935732 -0.5345646624278615 -1.8750822676356307 -0.7221302445938105 0.2964084628648834 -19.218643637807343 -9.230087350361107
4.056430524360323 45.15029418728774 0.34568097517256263 -1.8475516350712817 -1.185688464456978 -0.5789929429307672 0.518344736300901 -19.013715437946814 -11.344771522840801
4.738304277140564 25.737472737650695 0.3407176558732492 -0.3014733090687862 -2.648996454647333 -1.066543322309404 0.5341497122465244 -18.735996279362016 -11.704517219633795
4.6537196029709 31.00028123783317 0.5798935691419038 -0.18227218728587324 -2.6912841942620207 -0.9187857337321703 0.11427125853025802 -18.70889867300152 -8.726992196437532
9.125106026674755 26.919748323022247 0.5519415875168572 -1.4743946332299909 -2.914280986399302 -0.6084183730413817 0.12017356409907 -18.665507989871905 -8.783972739011716
5.988046169281006 17.10520714521408 0.48942129058819295 -0.525909423828125 -2.364229679107666 -0.9056362807750702 0.024743826842308046 -18.59538101621128 -8.701673505949584
3.827107604406934 42.32947876549322 0.32405099621665284 -1.0754003366309397 -2.5778762934532256 -0.9369825329645423 0.24480731355479898 -18.566508685151163 -9.605190189338378
7.11857861093756 35.601704378307865 0.605122932336886 -0.36014432985343414 -1.6758519432732621 -0.6919797518899449 0.4488976721121246 -18.505773941750274 -10.000398974690118
6.699967333890143 40.0506356745464 0.5239442649324927 -0.7772188931865145 -1.937830474396552 -0.8066159234746628 0.226094724647053 -18.468838133241547 -9.097771985651567
4.308079185886411 25.711622164408475 0.2710105104465284 0.13273344407245657 -2.859634137745194 -1.3703522987353232 0.5672148106246288 -18.454895791655932 -13.924606192159152
8.002965396201644 25.28072581661227 0.5539042084412372 -1.5372614231795356 -2.2958729652744783 -0.6713739707053561 0.05862639159227924 -18.40697955398494 -8.653192818067618
