

    0.629739020714923818E-04    0.331925864884376338E+02    0.608534398367729068E+01    0.261269351124053379E+02    0.428551076714830781E+00    0.988958537668958915E+00   -0.280097077959975049E+01   -0.246215098731616067E+01    0.326311371384407009E-01
    0.636289041504192965E-04    0.331690587329496083E+02    0.825029209211865222E+01    0.357796458915797899E+02    0.739472367582976409E+00    0.777071517851182225E+00   -0.253824492647355271E+01   -0.275739354729490671E+01    0.158701850631162683E+00
    0.636900104579656516E-04    0.331643060843527451E+02    0.707620641511881043E+01    0.202034420735566371E+02    0.462487667814419523E+00    0.839227490693136957E+00   -0.286331322929743548E+01   -0.223604834284800091E+01    0.652815622897747055E-01
    0.636180336425853400E-04    0.331637347243448062E+02    0.771495366251746617E+01    0.417960479976259265E+02    0.602916091932161780E+00    0.791661129424123367E+00   -0.128118387453554550E+01   -0.241935791137915412E+01    0.275125078298362524E+00
    0.639489797115306977E-04    0.331505246722900822E+02    0.546377663682900661E+01    0.417705666560436839E+02    0.724756794535010740E+00    0.844980518493183119E+00   -0.199014454529063722E+01   -0.230409267937045881E+01    0.476415077809382803E+00
    0.639451638911167001E-04    0.331478111541853622E+02    0.867269940499674696E+01    0.235222171021969331E+02    0.727273558588949598E+00    0.777013762330867053E+00   -0.256115745097666769E+01   -0.254746758393618267E+01    0.381445658060489579E+00
    0.639454031959833943E-04    0.331449708083194992E+02    0.948133674559866790E+01    0.377407618555203044E+02    0.320120357109021370E+00    0.744779172644165932E+00   -0.123357958395291623E+01   -0.260735606140890397E+01    0.450988319777723745E+00
    0.645998364171861860E-04    0.331217734784850748E+02    0.720278507934686463E+01    0.292691883243282049E+02    0.419766447081420579E+00    0.864861132403329069E+00   -0.140599120594258142E+01   -0.202462384145450258E+01    0.103041898257676984E+00
    0.646791922306655577E-04    0.331164852825275275E+02    0.892563317248909627E+01    0.187518840302554786E+02    0.156367251574879629E+00    0.796857926092752855E+00   -0.265166285143448821E+01   -0.238811408698942662E+01    0.111155811788892875E+00
    0.646881188177428774E-04    0.331133764138356526E+02    0.940836908297233698E+01    0.346357187728341387E+02    0.642509676146264752E+00    0.748860568475493427E+00   -0.165061976583948899E+01   -0.280164927402603858E+01    0.464082218033269545E+00
    0.649690170208772419E-04    0.331018776619243766E+02    0.506692348567983419E+01    0.421746930359067917E+02    0.627714954314201656E+00    0.816140148073005278E+00   -0.282900521198416843E+01   -0.183882701119316172E+01    0.381686864944018989E+00
    0.650168127551894868E-04    0.330975740023699387E+02    0.892601107867538346E+01    0.198708636999725599E+02    0.600795751575380454E+00    0.759890897970323387E+00   -0.274200203071991799E+01   -0.198370893305790097E+01    0.324727723530174039E+00
    0.650066029700457269E-04    0.330950552318416413E+02    0.951636499166488647E+01    0.419089666008949280E+02    0.634493117022876918E+00    0.628530323505401611E+00   -0.278663921356201172E+01   -0.183397296071052551E+01    0.224285315752029424E-01
    0.657383071364713527E-04    0.330698364344051612E+02    0.988586024680090247E+01    0.184571724513666595E+02    0.246894526795939206E+00    0.769842033419544158E+00   -0.289245002169892151E+01   -0.222687304391481522E+01    0.907157423505878108E-01
    0.659394644325170823E-04    0.330608929761075956E+02    0.691891393608571192E+01    0.238011237842744023E+02    0.711810964161675219E+00    0.768038109208698749E+00   -0.182464921224924281E+01   -0.196928542289696074E+01    0.307957175233515512E+00
    0.666597467995529294E-04    0.330363317970823260E+02    0.640005332036246077E+01    0.364549548532176715E+02    0.751623715509931789E+00    0.798225509661312671E+00   -0.201904957710753141E+01   -0.158302648923230782E+01    0.385612933972123706E+00
    0.666777405510913683E-04    0.330329591401604787E+02    0.901550969818302406E+01    0.255198660471025249E+02    0.404231701073146654E+00    0.777152419863652355E+00   -0.263971174856308544E+01   -0.249757095609000102E+01    0.277574209431512564E+00
    0.677187540247105535E-04    0.329991423073356529E+02    0.852704543918574132E+01    0.313784011244815879E+02    0.674993706450655484E+00    0.775794691179358509E+00   -0.100336351314318639E+01   -0.817550396665057466E+00    0.108848628804744260E+00
    0.681121681734122631E-04    0.329847240061756395E+02    0.931263624248729727E+01    0.314895952657719747E+02    0.284729759998824938E+00    0.650806050411769643E+00   -0.220307905640227819E+01   -0.161590291327789704E+01    0.335355847768069593E+00
    0.680572246048496006E-04    0.329835051221189630E+02    0.773889004293666272E+01    0.310215760893626040E+02    0.548146117594464743E+00    0.792217929994166958E+00   -0.108826775272803422E+01   -0.140541855561028806E+01    0.246541284628002622E+00
    0.683890670006901508E-04    0.329709440947415757E+02    0.834433343856327170E+01    0.396918980318499450E+02    0.573519899304379965E+00    0.562665623670575155E+00   -0.268486687416097203E+01   -0.143696522561023166E+01    0.376435105813480109E+00
    0.684294707431859733E-04    0.329669299976070604E+02    0.901873100886929358E+01    0.384711829714853266E+02    0.307922507845606097E+00    0.712139364245260253E+00   -0.206332127798449694E+01   -0.132831830312980292E+01    0.695325512106554217E-01
    0.692182078893262780E-04    0.329411764221220693E+02    0.954369022141077750E+01    0.226092412682332018E+02    0.188137516679402678E+00    0.756126418759679009E+00   -0.213070192982526452E+01   -0.231393590826966244E+01    0.313870366011730795E+00
    0.695862691040393934E-04    0.329277369267563813E+02    0.824099766098015962E+01    0.257745819079512870E+02    0.451386440960950486E+00    0.847048138242795901E+00   -0.149073772727808862E+01   -0.134996945266854107E+01    0.738920196215563096E-01
    0.695015790592090952E-04    0.329273396501676316E+02    0.959692957649265921E+01    0.339333093503768310E+02    0.498154566171076729E+00    0.678237248506050605E+00   -0.154356893302323961E+01   -0.239937444745894712E+01    0.500879086409491525E+00
    0.697286796041468506E-04    0.329179823237208993E+02    0.889718481304306152E+01    0.301113930974690902E+02    0.539280643665539960E+00    0.624872499554842253E+00   -0.233402204200597607E+01   -0.160402303487054132E+01    0.172063451404443402E+00
    0.703286822736737233E-04    0.328980134453441337E+02    0.976270193941479825E+01    0.240355859269077143E+02    0.527466464687145198E+00    0.621451801890593458E+00   -0.121497933332774277E+01   -0.183100979708577039E+01    0.944811966688827859E-01
    0.707154021644676922E-04    0.328842132086301149E+02    0.707285218201738886E+01    0.408613153994693121E+02    0.364455876102404430E+00    0.754475631895290544E+00   -0.124301183854046826E+01   -0.171132599592663426E+01    0.126275555909610121E+00
    0.711871403547971557E-04    0.328680827723645024E+02    0.775983516232148496E+01    0.407549617612215371E+02    0.688630273486363631E+00    0.746259877451365572E+00   -0.227767940980660510E+01   -0.198730289929810566E+01    0.511395992502364227E+00
    0.711013113126226761E-04    0.328676627296874102E+02    0.903689429336797190E+01    0.377375376292566145E+02    0.394605003648461461E+00    0.792766347351002487E+00   -0.247685585381220985E+01   -0.205969389788242419E+01    0.149811135813762930E+00
    0.715815524631093224E-04    0.328513666409936960E+02    0.657821530103683472E+01    0.381055438518524170E+02    0.534482779403576580E+00    0.813478469848632812E+00   -0.216194891929626465E+01   -0.154141861200332642E+01    0.786573307514190634E-01
    0.714880881511913472E-04    0.328511468939436782E+02    0.827516037117569425E+01    0.287511179323225008E+02    0.426154731144561760E+00    0.671105705492804017E+00   -0.241182502185397762E+01   -0.160158916340228474E+01    0.177574033745275667E+00
    0.714961792323568287E-04    0.328480876839024774E+02    0.951534126082951204E+01    0.182590837095979097E+02    0.677144868676145872E+00    0.841570889750767215E+00   -0.114771216198570158E+01   -0.272850202269695119E+01    0.502086952124497610E+00
    0.718097834984856843E-04    0.328365013902452105E+02    0.818985187196890152E+01    0.292530756649804253E+02    0.320243364909198691E+00    0.833333172957849477E+00   -0.166182126254562212E+01   -0.259198020292306985E+01    0.558423578569716583E+00
    0.719224696533139133E-04    0.328305325265104884E+02    0.704777068041050203E+01    0.387452291840609746E+02    0.663514560500748529E+00    0.744538678189818448E+00   -0.169908107340986247E+01   -0.224180605892628204E+01    0.508566701064701254E+00
    0.719403664718995176E-04    0.328272020574836461E+02    0.863083243274124712E+01    0.324768661859175012E+02    0.296681102519732565E+00    0.798676358323594737E+00   -0.165967529541765013E+01   -0.263949590328235351E+01    0.240885372296744199E+00
    0.721187995061000399E-04    0.328194147562417271E+02    0.719280581454637868E+01    0.259989511996797944E+02    0.760347840259274710E+00    0.821668983296102162E+00   -0.225579777059610453E+01   -0.204585998758373400E+01    0.340644240755364133E-01
    0.721220497905970451E-04    0.328164917601279669E+02    0.514287729022439599E+01    0.339007743573675384E+02    0.327666935811080251E+00    0.989420009889709462E+00   -0.276809622715150594E+01   -0.201280079903314402E+01    0.152706837567092690E+00
