Nested Sampling Global Log-Evidence           :   -0.566511328495208222E+01  +/-    0.382527343057339209E-01

Local Mode Properties
-------------------------------------------

Total Modes Found:           1


Mode   1
Strictly Local Log-Evidence   -0.566511328495208222E+01 +/-    0.382527343057339209E-01
Local Log-Evidence   -0.566511328495208222E+01 +/-    0.382527343057339209E-01

Dim No.       Mean        Sigma
   1    0.628135231308975328E+01    0.182192231199508559E+01
   2    0.331656784772673277E+02    0.959148892118098217E+01
   3    0.517990310189897385E+00    0.175341671512706271E+00
   4   -0.377503735819434305E+00    0.788867989263025815E+00
   5   -0.232360738249778720E+01    0.529413217503514444E+00
   6   -0.102888775040254199E+01    0.545811624228838221E+00
   7    0.284533787518347403E+00    0.160703224692223590E+00

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.522747899674761296E+01
   2    0.485945568652576156E+02
   3    0.622186767130455731E+00
   4   -0.574180586678936455E+00
   5   -0.260128709262467872E+01
   6   -0.600256860127055258E+00
   7    0.232767499219220242E-01

MAP Parameters
Dim No.        Parameter
   1    0.522747899674761296E+01
   2    0.485945568652576156E+02
   3    0.622186767130455731E+00
   4   -0.574180586678936455E+00
   5   -0.260128709262467872E+01
   6   -0.600256860127055258E+00
   7    0.232767499219220242E-01
