luminosity_distance beta log10_kappa_r timeshift log10_vej log10_mej Ebv log_likelihood log_prior
181.5217762674733 4.021566327188156 -0.1903063870115299 -0.7581785688474734 -1.9263018280016537 -2.664270790910487 0.0 -20.484448150120194 -10.203592144986466
99.01778404742564 3.3092720660999704 -0.5344251790238777 0.7631244802743149 -1.8011368133220358 -1.3588661864015954 0.0 -19.442001710386357 -10.203592144986466
165.4443598542821 4.2473118133341 0.28553318975297515 -1.3927628299836046 -1.811515600092481 -2.4729984854602023 0.0 -18.552824249975437 -10.203592144986466
68.10781445727184 3.516509800267376 0.3158611062069945 0.8209120002958117 -1.950088592356855 -1.1462309778701423 0.0 -18.103832669158095 -10.203592144986466
192.18565545762414 4.86232400872124 -0.6759158066472613 0.9099287414177151 -1.3176404111841085 -0.8760586570717028 0.0 -17.306736220573804 -10.203592144986466
179.47703252167625 1.9133785823900211 -0.6347694192499626 -0.6519851545602542 -1.9207081532118326 -2.00669812506963 0.0 -16.997007031055947 -10.203592144986466
155.86788045343962 4.2250027587582295 -0.6043357590624026 -0.1546957871413599 -1.7804653962658525 -0.8504497896216843 0.0 -16.97361389445969 -10.203592144986466
103.56441818564288 3.779344796701145 0.16553996942046068 -0.7334588230405668 -1.9493080460219352 -1.1238977525626133 0.0 -16.85689570760477 -10.203592144986466
69.17740785162898 4.533121068558069 0.6419316820037888 0.5140776141514665 -1.3922344491251204 -1.6114238804101482 0.0 -16.8179063863493 -10.203592144986466
22.40107980692357 2.092098886858742 -0.8777178384183478 -1.7295939313252084 -1.4904659142187184 -1.2002140570681483 0.0 -16.754814678864342 -10.203592144986466
98.34058745549322 4.102601321345202 -0.1947174149803581 0.8780985729243787 -1.5946031983772322 -1.1600296380806263 0.0 -16.69902580616194 -10.203592144986466
182.61070120126718 3.4516793390393232 -0.2322691587511423 -0.28388162879634526 -1.6873237511580872 -1.2273009383582385 0.0 -16.50042362539752 -10.203592144986466
55.90321564641685 3.9703723944192593 1.2582231835699687 -1.7187880615265891 -1.8329956641791607 -2.440694929456843 0.0 -16.475549022889904 -10.203592144986466
184.70078735398826 3.3059295215162376 -0.43154203533599145 -1.8425520621966671 -1.871573698127826 -1.5863109239394602 0.0 -16.420728815465676 -10.203592144986466
60.70110045554359 3.136446643900719 0.7914361850938816 0.3184299990169075 -1.997342127107429 -2.0134696049688596 0.0 -16.346817921291652 -10.203592144986466
72.267396676632 2.590579203185251 0.3753089518167758 0.9950891029611442 -1.4563337141390986 -2.477314674058256 0.0 -16.322385189207964 -10.203592144986466
92.44973543622474 4.789806381859066 -0.37130179917363326 -0.724165739708249 -1.3383195287449392 -1.0225982305548451 0.0 -16.27371334870267 -10.203592144986466
