Nested Sampling Global Log-Evidence           :   -0.140921645359519232E+02  +/-    0.195528661447058993E+00

Local Mode Properties
-------------------------------------------

Total Modes Found:           1


Mode   1
Strictly Local Log-Evidence   -0.140921645359519232E+02 +/-    0.195528661447058993E+00
Local Log-Evidence   -0.140921645359519232E+02 +/-    0.195528661447058993E+00

Dim No.       Mean        Sigma
   1    0.141351675690180656E+03    0.247060206188820679E+02
   2    0.587455376460741044E-01    0.583118924428281171E+00
   3    0.140204811904603294E+00    0.333027627774744386E-01
   4   -0.207073802198081830E+00    0.659270652078083774E+00
   5    0.275189833044726484E+01    0.178895045340769582E+00
   6   -0.253273830024983493E+00    0.166050878789315404E+00
   7   -0.138191344087578938E+01    0.633039788842159057E+00
   8    0.218516459525090856E+00    0.134074011163343609E+00

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.125731954743103557E+03
   2    0.917270758410234865E+00
   3    0.141539680775669946E+00
   4   -0.975471144713071503E-01
   5    0.293380410512036160E+01
   6   -0.423743647793342948E+00
   7   -0.540488373989227888E+00
   8    0.240624223255302305E+00

MAP Parameters
Dim No.        Parameter
   1    0.125731954743103557E+03
   2    0.917270758410234865E+00
   3    0.141539680775669946E+00
   4   -0.975471144713071503E-01
   5    0.293380410512036160E+01
   6   -0.423743647793342948E+00
   7   -0.540488373989227888E+00
   8    0.240624223255302305E+00
